city_id,month_start,index_score_sum,weighted_score_sum,games
vegas,2023-12-01,1,1,13
vegas,2024-01-01,1,1,13
vegas,2024-02-01,-2,-2,10
vegas,2024-03-01,2,2,14
vegas,2024-04-01,0,0,12
vegas,2024-05-01,-1,-3,3
vegas,2024-10-01,3,3,11
vegas,2024-11-01,2,2,14
vegas,2024-12-01,8,8,12
vegas,2025-01-01,-3,-3,15
vegas,2025-02-01,1,1,7
vegas,2025-03-01,6,6,14
vegas,2025-04-01,2,4,14
vegas,2025-05-01,-2,-6,6
washington,2018-03-01,6,6,14
washington,2018-04-01,4,8,12
washington,2018-05-01,3,9,13
washington,2018-06-01,3,9,3
washington,2018-10-01,0,0,10
washington,2018-11-01,5,5,15
washington,2018-12-01,5,5,13
washington,2019-01-01,-6,-6,12
washington,2019-02-01,4,4,14
washington,2019-03-01,7,7,15
washington,2019-04-01,-2,-4,10
washington,2019-10-01,4,4,14
washington,2019-11-01,6,6,14
washington,2019-12-01,3,3,13
washington,2020-01-01,5,5,11
washington,2020-02-01,-4,-4,12
washington,2020-03-01,-1,-1,5
washington,2020-08-01,-4,-12,8
washington,2021-01-01,3,3,9
washington,2021-02-01,0,0,12
washington,2021-03-01,8,8,14
washington,2021-04-01,3,3,15
washington,2021-05-01,-1,-7,11
washington,2021-10-01,2,2,8
washington,2021-11-01,3,3,15
washington,2021-12-01,2,2,10
washington,2022-01-01,-4,-4,12
washington,2022-02-01,-2,-2,10
washington,2022-03-01,5,5,13
washington,2022-04-01,0,0,14
washington,2022-05-01,-2,-6,6
washington,2022-10-01,0,0,10
washington,2022-11-01,-4,-4,14
washington,2022-12-01,7,7,15
washington,2023-01-01,-2,-2,14
washington,2023-02-01,-5,-5,9
washington,2023-03-01,-4,-4,14
washington,2023-04-01,-4,-4,6
washington,2023-10-01,0,0,8
washington,2023-11-01,4,4,12
washington,2023-12-01,-4,-4,14
washington,2024-01-01,-3,-3,13
washington,2024-02-01,-1,-1,11
washington,2024-03-01,3,3,15
washington,2024-04-01,-5,-13,13
washington,2024-10-01,5,5,9
washington,2024-11-01,5,5,15
washington,2024-12-01,3,3,13
washington,2025-01-01,4,4,14
washington,2025-02-01,0,0,8
washington,2025-03-01,4,4,14
washington,2025-04-01,2,8,14
washington,2025-05-01,-3,-9,5
washington-dc,2020-07-01,-1,-1,7
washington-dc,2020-08-01,-6,-6,24
washington-dc,2020-09-01,-3,-3,23
washington-dc,2021-04-01,-1,-1,21
washington-dc,2021-05-01,-5,-5,27
washington-dc,2021-06-01,10,10,26
washington-dc,2021-07-01,-9,-9,25
washington-dc,2021-08-01,-12,-12,26
washington-dc,2021-09-01,-9,-9,27
washington-dc,2021-10-01,-3,-3,3
washington-dc,2022-04-01,-10,-10,22
washington-dc,2022-05-01,-5,-5,27
washington-dc,2022-06-01,-4,-4,26
washington-dc,2022-07-01,-12,-12,24
washington-dc,2022-08-01,-9,-9,27
washington-dc,2022-09-01,-6,-6,26
washington-dc,2022-10-01,-2,-2,4
washington-dc,2023-03-01,-1,-1,1
washington-dc,2023-04-01,-5,-5,25
washington-dc,2023-05-01,-1,-1,29
washington-dc,2023-06-01,-7,-7,25
washington-dc,2023-07-01,-2,-2,26
washington-dc,2023-08-01,5,5,27
washington-dc,2023-09-01,-9,-9,25
washington-dc,2023-10-01,1,1,1
washington-dc,2024-03-01,-1,-1,3
washington-dc,2024-04-01,0,0,26
washington-dc,2024-05-01,-2,-2,26
washington-dc,2024-06-01,-1,-1,27
washington-dc,2024-07-01,-6,-6,26
washington-dc,2024-08-01,-3,-3,27
washington-dc,2024-09-01,-7,-7,25
winnipeg,2018-03-01,7,7,15
winnipeg,2018-04-01,7,13,11
winnipeg,2018-05-01,-2,-6,10
winnipeg,2018-10-01,2,2,12
winnipeg,2018-11-01,2,2,12
winnipeg,2018-12-01,7,7,15
winnipeg,2019-01-01,4,4,12
winnipeg,2019-02-01,-4,-4,12
winnipeg,2019-03-01,1,1,15
winnipeg,2019-04-01,-2,-6,10
winnipeg,2019-10-01,-1,-1,13
winnipeg,2019-11-01,6,6,14
winnipeg,2019-12-01,-1,-1,13
winnipeg,2020-01-01,-6,-6,12
winnipeg,2020-02-01,1,1,15
winnipeg,2020-03-01,4,4,4
winnipeg,2020-08-01,-2,-6,4
winnipeg,2021-01-01,2,2,8
winnipeg,2021-02-01,4,4,12
winnipeg,2021-03-01,1,1,17
winnipeg,2021-04-01,-3,-3,13
winnipeg,2021-05-01,4,12,10
winnipeg,2021-06-01,-4,-12,4
winnipeg,2021-10-01,0,0,8
winnipeg,2021-11-01,-2,-2,14
winnipeg,2021-12-01,0,0,8
winnipeg,2022-01-01,-3,-3,11
winnipeg,2022-02-01,-2,-2,12
winnipeg,2022-03-01,4,4,16
winnipeg,2022-04-01,-2,-2,12
winnipeg,2022-05-01,1,1,1
winnipeg,2022-10-01,1,1,9
winnipeg,2022-11-01,6,6,12
winnipeg,2022-12-01,2,2,16
winnipeg,2023-01-01,3,3,15
winnipeg,2023-02-01,-3,-3,9
winnipeg,2023-03-01,-1,-1,15
winnipeg,2023-04-01,-1,-7,11
winnipeg,2023-10-01,-1,-1,9
winnipeg,2023-11-01,3,3,13
winnipeg,2023-12-01,7,7,13
winnipeg,2024-01-01,4,4,12
winnipeg,2024-02-01,3,3,11
winnipeg,2024-03-01,-2,-2,16
winnipeg,2024-04-01,5,-1,13
winnipeg,2024-10-01,8,8,10
winnipeg,2024-11-01,4,4,14
winnipeg,2024-12-01,3,3,15
winnipeg,2025-01-01,4,4,14
winnipeg,2025-02-01,5,5,7
winnipeg,2025-03-01,4,4,14
winnipeg,2025-04-01,3,5,13
winnipeg,2025-05-01,-1,-3,9
