league,team_id,month_start,index_score_sum,weighted_score_sum,games
mlb,mlb_MIN,2024-03-01,1,1,3
mlb,mlb_MIN,2024-04-01,1,1,25
mlb,mlb_MIN,2024-05-01,4,4,28
mlb,mlb_MIN,2024-06-01,2,2,26
mlb,mlb_MIN,2024-07-01,0,0,22
mlb,mlb_MIN,2024-08-01,-1,-1,27
mlb,mlb_MIN,2024-09-01,-8,-8,26
mlb,mlb_NYA,2020-07-01,4,4,6
mlb,mlb_NYA,2020-08-01,2,2,22
mlb,mlb_NYA,2020-09-01,1,1,25
mlb,mlb_NYA,2021-04-01,-2,-2,26
mlb,mlb_NYA,2021-05-01,5,5,27
mlb,mlb_NYA,2021-06-01,-2,-2,26
mlb,mlb_NYA,2021-07-01,4,4,22
mlb,mlb_NYA,2021-08-01,12,12,28
mlb,mlb_NYA,2021-09-01,3,3,27
mlb,mlb_NYA,2021-10-01,-1,-1,3
mlb,mlb_NYA,2022-04-01,9,9,21
mlb,mlb_NYA,2022-05-01,12,12,26
mlb,mlb_NYA,2022-06-01,15,15,27
mlb,mlb_NYA,2022-07-01,0,0,24
mlb,mlb_NYA,2022-08-01,-8,-8,28
mlb,mlb_NYA,2022-09-01,8,8,24
mlb,mlb_NYA,2022-10-01,1,1,5
mlb,mlb_NYA,2023-03-01,1,1,1
mlb,mlb_NYA,2023-04-01,0,0,28
mlb,mlb_NYA,2023-05-01,9,9,29
mlb,mlb_NYA,2023-06-01,-1,-1,21
mlb,mlb_NYA,2023-07-01,-6,-6,24
mlb,mlb_NYA,2023-08-01,-8,-8,28
mlb,mlb_NYA,2023-09-01,5,5,25
mlb,mlb_NYA,2023-10-01,-1,-1,1
mlb,mlb_NYA,2024-03-01,4,4,4
mlb,mlb_NYA,2024-04-01,2,2,26
mlb,mlb_NYA,2024-05-01,14,14,28
mlb,mlb_NYA,2024-06-01,1,1,27
mlb,mlb_NYA,2024-07-01,-2,-2,24
mlb,mlb_NYA,2024-08-01,4,4,24
mlb,mlb_NYA,2024-09-01,4,4,26
mlb,mlb_NYN,2020-07-01,-2,-2,8
mlb,mlb_NYN,2020-08-01,-2,-2,24
mlb,mlb_NYN,2020-09-01,-2,-2,24
mlb,mlb_NYN,2021-04-01,-1,-1,19
mlb,mlb_NYN,2021-05-01,6,6,24
mlb,mlb_NYN,2021-06-01,3,3,27
mlb,mlb_NYN,2021-07-01,1,1,23
mlb,mlb_NYN,2021-08-01,-11,-11,27
mlb,mlb_NYN,2021-09-01,-5,-5,25
mlb,mlb_NYN,2021-10-01,-1,-1,3
mlb,mlb_NYN,2022-04-01,7,7,21
mlb,mlb_NYN,2022-05-01,9,9,25
mlb,mlb_NYN,2022-06-01,1,1,25
mlb,mlb_NYN,2022-07-01,8,8,24
mlb,mlb_NYN,2022-08-01,8,8,28
mlb,mlb_NYN,2022-09-01,3,3,25
mlb,mlb_NYN,2022-10-01,0,0,4
mlb,mlb_NYN,2023-03-01,0,0,2
mlb,mlb_NYN,2023-04-01,3,3,25
mlb,mlb_NYN,2023-05-01,-2,-2,26
mlb,mlb_NYN,2023-06-01,-12,-12,26
mlb,mlb_NYN,2023-07-01,5,5,23
mlb,mlb_NYN,2023-08-01,-6,-6,28
mlb,mlb_NYN,2023-09-01,1,1,25
mlb,mlb_NYN,2023-10-01,-1,-1,1
mlb,mlb_NYN,2024-03-01,-3,-3,3
mlb,mlb_NYN,2024-04-01,3,3,25
mlb,mlb_NYN,2024-05-01,-9,-9,27
mlb,mlb_NYN,2024-06-01,8,8,24
mlb,mlb_NYN,2024-07-01,7,7,27
mlb,mlb_NYN,2024-08-01,2,2,28
mlb,mlb_NYN,2024-09-01,9,9,25
mlb,mlb_OAK,2020-07-01,-1,-1,7
mlb,mlb_OAK,2020-08-01,12,12,26
mlb,mlb_OAK,2020-09-01,2,2,22
mlb,mlb_OAK,2021-04-01,4,4,26
mlb,mlb_OAK,2021-05-01,1,1,29
mlb,mlb_OAK,2021-06-01,8,8,26
mlb,mlb_OAK,2021-07-01,-2,-2,24
mlb,mlb_OAK,2021-08-01,2,2,26
mlb,mlb_OAK,2021-09-01,-3,-3,27
mlb,mlb_OAK,2021-10-01,-1,-1,3
mlb,mlb_OAK,2022-04-01,-1,-1,21
mlb,mlb_OAK,2022-05-01,-11,-11,29
mlb,mlb_OAK,2022-06-01,-16,-16,26
mlb,mlb_OAK,2022-07-01,1,1,25
mlb,mlb_OAK,2022-08-01,-7,-7,27
mlb,mlb_OAK,2022-09-01,-12,-12,26
mlb,mlb_OAK,2022-10-01,3,3,5
mlb,mlb_OAK,2023-03-01,1,1,1
mlb,mlb_OAK,2023-04-01,-18,-18,28
mlb,mlb_OAK,2023-05-01,-17,-17,29
mlb,mlb_OAK,2023-06-01,-6,-6,26
mlb,mlb_OAK,2023-07-01,-7,-7,23
mlb,mlb_OAK,2023-08-01,-9,-9,27
mlb,mlb_OAK,2023-09-01,-5,-5,27
mlb,mlb_OAK,2023-10-01,-1,-1,1
mlb,mlb_OAK,2024-03-01,-2,-2,4
mlb,mlb_OAK,2024-04-01,-1,-1,27
mlb,mlb_OAK,2024-05-01,-9,-9,27
mlb,mlb_OAK,2024-06-01,-12,-12,26
mlb,mlb_OAK,2024-07-01,6,6,24
mlb,mlb_OAK,2024-08-01,2,2,26
mlb,mlb_OAK,2024-09-01,-6,-6,26
mlb,mlb_PHI,2020-07-01,-1,-1,3
mlb,mlb_PHI,2020-08-01,4,4,24
mlb,mlb_PHI,2020-09-01,-1,-1,25
mlb,mlb_PHI,2021-04-01,1,1,25
mlb,mlb_PHI,2021-05-01,-4,-4,28
mlb,mlb_PHI,2021-06-01,-1,-1,23
mlb,mlb_PHI,2021-07-01,2,2,24
mlb,mlb_PHI,2021-08-01,6,6,28
mlb,mlb_PHI,2021-09-01,-1,-1,27
mlb,mlb_PHI,2021-10-01,-1,-1,3
mlb,mlb_PHI,2022-04-01,0,0,22
mlb,mlb_PHI,2022-05-01,-7,-7,27
mlb,mlb_PHI,2022-06-01,10,10,26
mlb,mlb_PHI,2022-07-01,5,5,25
mlb,mlb_PHI,2022-08-01,6,6,28
mlb,mlb_PHI,2022-09-01,-3,-3,25
mlb,mlb_PHI,2022-10-01,-1,-1,5
mlb,mlb_PHI,2023-03-01,-1,-1,1
mlb,mlb_PHI,2023-04-01,3,3,27
mlb,mlb_PHI,2023-05-01,-6,-6,26
mlb,mlb_PHI,2023-06-01,10,10,26
mlb,mlb_PHI,2023-07-01,2,2,24
mlb,mlb_PHI,2023-08-01,8,8,26
mlb,mlb_PHI,2023-09-01,2,2,26
mlb,mlb_PHI,2023-10-01,1,1,1
mlb,mlb_PHI,2024-03-01,-1,-1,3
mlb,mlb_PHI,2024-04-01,10,10,28
mlb,mlb_PHI,2024-05-01,13,13,27
mlb,mlb_PHI,2024-06-01,4,4,26
mlb,mlb_PHI,2024-07-01,-4,-4,24
mlb,mlb_PHI,2024-08-01,2,2,28
mlb,mlb_PHI,2024-09-01,4,4,26
mlb,mlb_PIT,2020-07-01,-3,-3,7
mlb,mlb_PIT,2020-08-01,-10,-10,24
mlb,mlb_PIT,2020-09-01,-9,-9,25
mlb,mlb_PIT,2021-04-01,0,0,24
mlb,mlb_PIT,2021-05-01,-13,-13,27
mlb,mlb_PIT,2021-06-01,-8,-8,26
mlb,mlb_PIT,2021-07-01,-2,-2,24
mlb,mlb_PIT,2021-08-01,-11,-11,27
mlb,mlb_PIT,2021-09-01,-5,-5,27
mlb,mlb_PIT,2021-10-01,1,1,3
mlb,mlb_PIT,2022-04-01,-3,-3,21
mlb,mlb_PIT,2022-05-01,-5,-5,25
mlb,mlb_PIT,2022-06-01,-7,-7,27
mlb,mlb_PIT,2022-07-01,-7,-7,25
mlb,mlb_PIT,2022-08-01,-10,-10,28
mlb,mlb_PIT,2022-09-01,-7,-7,25
mlb,mlb_PIT,2022-10-01,1,1,5
mlb,mlb_PIT,2023-03-01,1,1,1
mlb,mlb_PIT,2023-04-01,9,9,27
mlb,mlb_PIT,2023-05-01,-10,-10,26
mlb,mlb_PIT,2023-06-01,-4,-4,26
mlb,mlb_PIT,2023-07-01,-8,-8,24
mlb,mlb_PIT,2023-08-01,0,0,28
mlb,mlb_PIT,2023-09-01,1,1,27
mlb,mlb_PIT,2023-10-01,1,1,1
mlb,mlb_PIT,2024-03-01,4,4,4
mlb,mlb_PIT,2024-04-01,-7,-7,27
mlb,mlb_PIT,2024-05-01,-3,-3,25
mlb,mlb_PIT,2024-06-01,2,2,26
mlb,mlb_PIT,2024-07-01,5,5,25
mlb,mlb_PIT,2024-08-01,-11,-11,27
mlb,mlb_PIT,2024-09-01,0,0,26
mlb,mlb_SDN,2020-07-01,4,4,8
mlb,mlb_SDN,2020-08-01,4,4,28
mlb,mlb_SDN,2020-09-01,5,5,21
mlb,mlb_SDN,2021-04-01,3,3,27
mlb,mlb_SDN,2021-05-01,11,11,27
mlb,mlb_SDN,2021-06-01,3,3,27
mlb,mlb_SDN,2021-07-01,-3,-3,25
mlb,mlb_SDN,2021-08-01,-4,-4,26
mlb,mlb_SDN,2021-09-01,-13,-13,25
mlb,mlb_SDN,2021-10-01,-1,-1,3
mlb,mlb_SDN,2022-04-01,6,6,22
mlb,mlb_SDN,2022-05-01,6,6,26
mlb,mlb_SDN,2022-06-01,4,4,28
mlb,mlb_SDN,2022-07-01,-3,-3,25
mlb,mlb_SDN,2022-08-01,2,2,28
mlb,mlb_SDN,2022-09-01,1,1,25
mlb,mlb_SDN,2022-10-01,1,1,5
mlb,mlb_SDN,2023-03-01,-2,-2,2
mlb,mlb_SDN,2023-04-01,3,3,27
mlb,mlb_SDN,2023-05-01,-6,-6,26
mlb,mlb_SDN,2023-06-01,-3,-3,27
mlb,mlb_SDN,2023-07-01,6,6,24
mlb,mlb_SDN,2023-08-01,-7,-7,27
mlb,mlb_SDN,2023-09-01,12,12,26
mlb,mlb_SDN,2023-10-01,1,1,1
mlb,mlb_SDN,2024-03-01,0,0,6
mlb,mlb_SDN,2024-04-01,-3,-3,27
mlb,mlb_SDN,2024-05-01,6,6,26
mlb,mlb_SDN,2024-06-01,2,2,28
mlb,mlb_SDN,2024-07-01,4,4,22
mlb,mlb_SDN,2024-08-01,8,8,28
mlb,mlb_SDN,2024-09-01,8,8,24
mlb,mlb_SEA,2020-07-01,0,0,8
mlb,mlb_SEA,2020-08-01,-8,-8,28
mlb,mlb_SEA,2020-09-01,1,1,21
mlb,mlb_SEA,2021-04-01,3,3,25
mlb,mlb_SEA,2021-05-01,-2,-2,28
mlb,mlb_SEA,2021-06-01,2,2,26
mlb,mlb_SEA,2021-07-01,4,4,24
mlb,mlb_SEA,2021-08-01,2,2,28
mlb,mlb_SEA,2021-09-01,10,10,26
mlb,mlb_SEA,2021-10-01,-1,-1,3
mlb,mlb_SEA,2022-04-01,1,1,21
mlb,mlb_SEA,2022-05-01,-8,-8,28
mlb,mlb_SEA,2022-06-01,4,4,28
mlb,mlb_SEA,2022-07-01,10,10,24
mlb,mlb_SEA,2022-08-01,8,8,26
mlb,mlb_SEA,2022-09-01,2,2,26
mlb,mlb_SEA,2022-10-01,1,1,5
mlb,mlb_SEA,2023-03-01,0,0,2
mlb,mlb_SEA,2023-04-01,-4,-4,26
mlb,mlb_SEA,2023-05-01,6,6,28
mlb,mlb_SEA,2023-06-01,-6,-6,24
mlb,mlb_SEA,2023-07-01,8,8,26
mlb,mlb_SEA,2023-08-01,15,15,27
mlb,mlb_SEA,2023-09-01,-6,-6,28
mlb,mlb_SEA,2023-10-01,1,1,1
mlb,mlb_SEA,2024-03-01,0,0,4
mlb,mlb_SEA,2024-04-01,3,3,25
mlb,mlb_SEA,2024-05-01,1,1,29
mlb,mlb_SEA,2024-06-01,3,3,27
mlb,mlb_SEA,2024-07-01,-4,-4,24
mlb,mlb_SEA,2024-08-01,-2,-2,26
mlb,mlb_SEA,2024-09-01,6,6,26
mlb,mlb_SFN,2020-07-01,0,0,8
mlb,mlb_SFN,2020-08-01,-1,-1,27
mlb,mlb_SFN,2020-09-01,2,2,22
mlb,mlb_SFN,2021-04-01,6,6,26
mlb,mlb_SFN,2021-05-01,9,9,27
mlb,mlb_SFN,2021-06-01,6,6,24
mlb,mlb_SFN,2021-07-01,5,5,25
mlb,mlb_SFN,2021-08-01,10,10,28
mlb,mlb_SFN,2021-09-01,15,15,27
mlb,mlb_SFN,2021-10-01,1,1,3
mlb,mlb_SFN,2022-04-01,8,8,20
mlb,mlb_SFN,2022-05-01,-1,-1,27
mlb,mlb_SFN,2022-06-01,0,0,26
mlb,mlb_SFN,2022-07-01,-6,-6,28
mlb,mlb_SFN,2022-08-01,-7,-7,27
mlb,mlb_SFN,2022-09-01,9,9,27
mlb,mlb_SFN,2022-10-01,-1,-1,5
mlb,mlb_SFN,2023-03-01,-1,-1,1
mlb,mlb_SFN,2023-04-01,-4,-4,26
mlb,mlb_SFN,2023-05-01,5,5,29
mlb,mlb_SFN,2023-06-01,10,10,26
mlb,mlb_SFN,2023-07-01,-1,-1,25
mlb,mlb_SFN,2023-08-01,-3,-3,27
mlb,mlb_SFN,2023-09-01,-8,-8,26
mlb,mlb_SFN,2023-10-01,-1,-1,1
mlb,mlb_SFN,2024-03-01,0,0,4
mlb,mlb_SFN,2024-04-01,-2,-2,26
mlb,mlb_SFN,2024-05-01,2,2,28
mlb,mlb_SFN,2024-06-01,-3,-3,27
mlb,mlb_SFN,2024-07-01,0,0,24
mlb,mlb_SFN,2024-08-01,1,1,27
mlb,mlb_SFN,2024-09-01,-1,-1,25
mlb,mlb_SLN,2020-07-01,-1,-1,5
mlb,mlb_SLN,2020-08-01,3,3,17
mlb,mlb_SLN,2020-09-01,-1,-1,25
mlb,mlb_SLN,2021-04-01,2,2,26
mlb,mlb_SLN,2021-05-01,5,5,27
mlb,mlb_SLN,2021-06-01,-6,-6,26
mlb,mlb_SLN,2021-07-01,1,1,23
mlb,mlb_SLN,2021-08-01,4,4,26
mlb,mlb_SLN,2021-09-01,15,15,27
mlb,mlb_SLN,2021-10-01,-1,-1,3
mlb,mlb_SLN,2022-04-01,2,2,20
mlb,mlb_SLN,2022-05-01,4,4,28
mlb,mlb_SLN,2022-06-01,-1,-1,27
mlb,mlb_SLN,2022-07-01,-2,-2,24
mlb,mlb_SLN,2022-08-01,13,13,27
mlb,mlb_SLN,2022-09-01,3,3,25
mlb,mlb_SLN,2022-10-01,-1,-1,5
mlb,mlb_SLN,2023-03-01,-1,-1,1
mlb,mlb_SLN,2023-04-01,-8,-8,28
mlb,mlb_SLN,2023-05-01,2,2,28
mlb,mlb_SLN,2023-06-01,-7,-7,23
mlb,mlb_SLN,2023-07-01,2,2,26
mlb,mlb_SLN,2023-08-01,-5,-5,27
mlb,mlb_SLN,2023-09-01,-3,-3,27
mlb,mlb_SLN,2023-10-01,1,1,1
mlb,mlb_SLN,2024-03-01,-2,-2,4
mlb,mlb_SLN,2024-04-01,1,1,25
mlb,mlb_SLN,2024-05-01,1,1,25
mlb,mlb_SLN,2024-06-01,3,3,27
mlb,mlb_SLN,2024-07-01,0,0,22
mlb,mlb_SLN,2024-08-01,-4,-4,28
mlb,mlb_SLN,2024-09-01,4,4,26
mlb,mlb_TBA,2020-07-01,0,0,8
mlb,mlb_TBA,2020-08-01,13,13,27
mlb,mlb_TBA,2020-09-01,5,5,23
mlb,mlb_TBA,2021-04-01,-1,-1,27
mlb,mlb_TBA,2021-05-01,16,16,28
mlb,mlb_TBA,2021-06-01,-2,-2,26
mlb,mlb_TBA,2021-07-01,7,7,23
mlb,mlb_TBA,2021-08-01,15,15,27
mlb,mlb_TBA,2021-09-01,1,1,27
mlb,mlb_TBA,2021-10-01,1,1,3
mlb,mlb_TBA,2022-04-01,3,3,21
mlb,mlb_TBA,2022-05-01,4,4,28
mlb,mlb_TBA,2022-06-01,-2,-2,26
mlb,mlb_TBA,2022-07-01,0,0,26
mlb,mlb_TBA,2022-08-01,9,9,27
mlb,mlb_TBA,2022-09-01,1,1,27
mlb,mlb_TBA,2022-10-01,-5,-5,5
mlb,mlb_TBA,2023-03-01,1,1,1
mlb,mlb_TBA,2023-04-01,16,16,28
mlb,mlb_TBA,2023-05-01,5,5,29
mlb,mlb_TBA,2023-06-01,6,6,26
mlb,mlb_TBA,2023-07-01,-9,-9,23
mlb,mlb_TBA,2023-08-01,8,8,24
mlb,mlb_TBA,2023-09-01,5,5,27
mlb,mlb_TBA,2023-10-01,1,1,1
mlb,mlb_TBA,2024-03-01,0,0,4
mlb,mlb_TBA,2024-04-01,-3,-3,27
mlb,mlb_TBA,2024-05-01,1,1,27
mlb,mlb_TBA,2024-06-01,2,2,26
mlb,mlb_TBA,2024-07-01,2,2,24
mlb,mlb_TBA,2024-08-01,-3,-3,27
mlb,mlb_TBA,2024-09-01,-1,-1,27
mlb,mlb_TEX,2020-07-01,-2,-2,6
mlb,mlb_TEX,2020-08-01,-7,-7,27
mlb,mlb_TEX,2020-09-01,-6,-6,26
mlb,mlb_TEX,2021-04-01,-5,-5,27
mlb,mlb_TEX,2021-05-01,-6,-6,28
mlb,mlb_TEX,2021-06-01,-7,-7,25
mlb,mlb_TEX,2021-07-01,-11,-11,23
mlb,mlb_TEX,2021-08-01,-8,-8,28
mlb,mlb_TEX,2021-09-01,-3,-3,27
mlb,mlb_TEX,2021-10-01,-1,-1,3
mlb,mlb_TEX,2022-04-01,-7,-7,21
mlb,mlb_TEX,2022-05-01,6,6,26
mlb,mlb_TEX,2022-06-01,-3,-3,25
mlb,mlb_TEX,2022-07-01,-7,-7,27
mlb,mlb_TEX,2022-08-01,-4,-4,28
mlb,mlb_TEX,2022-09-01,-10,-10,26
mlb,mlb_TEX,2022-10-01,-3,-3,5
mlb,mlb_TEX,2023-03-01,1,1,1
mlb,mlb_TEX,2023-04-01,5,5,27
mlb,mlb_TEX,2023-05-01,9,9,27
mlb,mlb_TEX,2023-06-01,1,1,27
mlb,mlb_TEX,2023-07-01,-2,-2,24
mlb,mlb_TEX,2023-08-01,3,3,27
mlb,mlb_TEX,2023-09-01,2,2,28
mlb,mlb_TEX,2023-10-01,-1,-1,1
mlb,mlb_TEX,2024-03-01,1,1,3
mlb,mlb_TEX,2024-04-01,1,1,27
mlb,mlb_TEX,2024-05-01,-6,-6,26
mlb,mlb_TEX,2024-06-01,-5,-5,27
mlb,mlb_TEX,2024-07-01,3,3,25
mlb,mlb_TEX,2024-08-01,-4,-4,26
mlb,mlb_TEX,2024-09-01,2,2,26
mlb,mlb_TOR,2020-07-01,-1,-1,7
mlb,mlb_TOR,2020-08-01,3,3,25
mlb,mlb_TOR,2020-09-01,3,3,25
mlb,mlb_TOR,2021-04-01,1,1,23
mlb,mlb_TOR,2021-05-01,4,4,26
mlb,mlb_TOR,2021-06-01,2,2,26
mlb,mlb_TOR,2021-07-01,1,1,21
mlb,mlb_TOR,2021-08-01,2,2,28
mlb,mlb_TOR,2021-09-01,9,9,27
mlb,mlb_TOR,2021-10-01,3,3,3
mlb,mlb_TOR,2022-04-01,6,6,22
mlb,mlb_TOR,2022-05-01,3,3,25
mlb,mlb_TOR,2022-06-01,2,2,28
mlb,mlb_TOR,2022-07-01,3,3,25
mlb,mlb_TOR,2022-08-01,-1,-1,27
mlb,mlb_TOR,2022-09-01,6,6,26
mlb,mlb_TOR,2022-10-01,2,2,4
mlb,mlb_TOR,2023-03-01,1,1,1
mlb,mlb_TOR,2023-04-01,7,7,27
mlb,mlb_TOR,2023-05-01,-6,-6,28
mlb,mlb_TOR,2023-06-01,5,5,27
mlb,mlb_TOR,2023-07-01,3,3,23
mlb,mlb_TOR,2023-08-01,1,1,27
mlb,mlb_TOR,2023-09-01,5,5,27
mlb,mlb_TOR,2023-10-01,-1,-1,1
mlb,mlb_TOR,2024-03-01,0,0,4
mlb,mlb_TOR,2024-04-01,-1,-1,27
mlb,mlb_TOR,2024-05-01,-1,-1,25
mlb,mlb_TOR,2024-06-01,-4,-4,28
mlb,mlb_TOR,2024-07-01,-3,-3,25
mlb,mlb_TOR,2024-08-01,4,4,28
mlb,mlb_TOR,2024-09-01,-10,-10,24
mlb,mlb_WAS,2020-07-01,-1,-1,7
mlb,mlb_WAS,2020-08-01,-6,-6,24
mlb,mlb_WAS,2020-09-01,-3,-3,23
mlb,mlb_WAS,2021-04-01,-1,-1,21
mlb,mlb_WAS,2021-05-01,-5,-5,27
mlb,mlb_WAS,2021-06-01,10,10,26
mlb,mlb_WAS,2021-07-01,-9,-9,25
mlb,mlb_WAS,2021-08-01,-12,-12,26
mlb,mlb_WAS,2021-09-01,-9,-9,27
mlb,mlb_WAS,2021-10-01,-3,-3,3
mlb,mlb_WAS,2022-04-01,-10,-10,22
mlb,mlb_WAS,2022-05-01,-5,-5,27
mlb,mlb_WAS,2022-06-01,-4,-4,26
mlb,mlb_WAS,2022-07-01,-12,-12,24
mlb,mlb_WAS,2022-08-01,-9,-9,27
mlb,mlb_WAS,2022-09-01,-6,-6,26
mlb,mlb_WAS,2022-10-01,-2,-2,4
mlb,mlb_WAS,2023-03-01,-1,-1,1
mlb,mlb_WAS,2023-04-01,-5,-5,25
mlb,mlb_WAS,2023-05-01,-1,-1,29
mlb,mlb_WAS,2023-06-01,-7,-7,25
mlb,mlb_WAS,2023-07-01,-2,-2,26
mlb,mlb_WAS,2023-08-01,5,5,27
mlb,mlb_WAS,2023-09-01,-9,-9,25
mlb,mlb_WAS,2023-10-01,1,1,1
mlb,mlb_WAS,2024-03-01,-1,-1,3
mlb,mlb_WAS,2024-04-01,0,0,26
mlb,mlb_WAS,2024-05-01,-2,-2,26
mlb,mlb_WAS,2024-06-01,-1,-1,27
mlb,mlb_WAS,2024-07-01,-6,-6,26
mlb,mlb_WAS,2024-08-01,-3,-3,27
mlb,mlb_WAS,2024-09-01,-7,-7,25
nba,nba_ATL,2010-10-01,0,0,6
nba,nba_ATL,2010-11-01,0,0,30
nba,nba_ATL,2010-12-01,0,0,34
nba,nba_ATL,2011-01-01,0,0,26
nba,nba_ATL,2011-02-01,0,0,24
nba,nba_ATL,2011-03-01,0,0,30
nba,nba_ATL,2011-04-01,0,0,14
nba,nba_ATL,2011-12-01,0,0,8
nba,nba_ATL,2012-01-01,0,0,36
nba,nba_ATL,2012-02-01,0,0,26
nba,nba_ATL,2012-03-01,0,0,38
nba,nba_ATL,2012-04-01,0,0,24
nba,nba_ATL,2012-11-01,0,0,28
nba,nba_ATL,2012-12-01,0,0,30
nba,nba_ATL,2013-01-01,0,0,32
nba,nba_ATL,2013-02-01,0,0,22
nba,nba_ATL,2013-03-01,0,0,36
nba,nba_ATL,2013-04-01,0,0,16
nba,nba_ATL,2013-10-01,0,0,2
nba,nba_ATL,2013-11-01,0,0,34
nba,nba_ATL,2013-12-01,0,0,28
nba,nba_ATL,2014-01-01,0,0,26
nba,nba_ATL,2014-02-01,0,0,24
nba,nba_ATL,2014-03-01,0,0,32
nba,nba_ATL,2014-04-01,0,0,18
nba,nba_ATL,2014-10-01,0,0,2
nba,nba_ATL,2014-11-01,0,0,28
nba,nba_ATL,2014-12-01,0,0,32
nba,nba_ATL,2015-01-01,0,0,34
nba,nba_ATL,2015-02-01,0,0,22
nba,nba_ATL,2015-03-01,0,0,32
nba,nba_ATL,2015-04-01,0,0,14
nba,nba_ATL,2015-10-01,0,0,6
nba,nba_ATL,2015-11-01,0,0,34
nba,nba_ATL,2015-12-01,0,0,28
nba,nba_ATL,2016-01-01,0,0,30
nba,nba_ATL,2016-02-01,0,0,22
nba,nba_ATL,2016-03-01,0,0,32
nba,nba_ATL,2016-04-01,0,0,12
nba,nba_ATL,2016-10-01,0,0,6
nba,nba_ATL,2016-11-01,0,0,32
nba,nba_ATL,2016-12-01,0,0,28
nba,nba_ATL,2017-01-01,0,0,30
nba,nba_ATL,2017-02-01,0,0,22
nba,nba_ATL,2017-03-01,0,0,32
nba,nba_ATL,2017-04-01,0,0,14
nba,nba_ATL,2017-10-01,0,0,14
nba,nba_ATL,2017-11-01,0,0,28
nba,nba_ATL,2017-12-01,0,0,30
nba,nba_ATL,2018-01-01,0,0,30
nba,nba_ATL,2018-02-01,0,0,22
nba,nba_ATL,2018-03-01,0,0,28
nba,nba_ATL,2018-04-01,0,0,12
nba,nba_ATL,2018-10-01,0,0,14
nba,nba_ATL,2018-11-01,0,0,32
nba,nba_ATL,2018-12-01,0,0,26
nba,nba_ATL,2019-01-01,0,0,28
nba,nba_ATL,2019-02-01,0,0,24
nba,nba_ATL,2019-03-01,0,0,30
nba,nba_ATL,2019-04-01,0,0,10
nba,nba_ATL,2019-10-01,0,0,10
nba,nba_ATL,2019-11-01,0,0,30
nba,nba_ATL,2019-12-01,0,0,28
nba,nba_ATL,2020-01-01,0,0,30
nba,nba_ATL,2020-02-01,0,0,26
nba,nba_ATL,2020-03-01,0,0,10
nba,nba_ATL,2020-12-01,0,0,8
nba,nba_ATL,2021-01-01,0,0,30
nba,nba_ATL,2021-02-01,0,0,30
nba,nba_ATL,2021-03-01,0,0,26
nba,nba_ATL,2021-04-01,0,0,34
nba,nba_ATL,2021-05-01,0,0,16
nba,nba_ATL,2021-10-01,0,0,12
nba,nba_ATL,2021-11-01,0,0,30
nba,nba_ATL,2021-12-01,0,0,28
nba,nba_ATL,2022-01-01,0,0,30
nba,nba_ATL,2022-02-01,0,0,20
nba,nba_ATL,2022-03-01,0,0,34
nba,nba_ATL,2022-04-01,0,0,10
nba,nba_ATL,2022-10-01,0,0,14
nba,nba_ATL,2022-11-01,0,0,30
nba,nba_ATL,2022-12-01,0,0,28
nba,nba_ATL,2023-01-01,0,0,30
nba,nba_ATL,2023-02-01,0,0,22
nba,nba_ATL,2023-03-01,0,0,30
nba,nba_ATL,2023-04-01,0,0,10
nba,nba_ATL,2023-10-01,0,0,8
nba,nba_ATL,2023-11-01,0,0,28
nba,nba_ATL,2023-12-01,0,0,28
nba,nba_ATL,2024-01-01,0,0,30
nba,nba_ATL,2024-02-01,0,0,24
nba,nba_ATL,2024-03-01,0,0,30
nba,nba_ATL,2024-04-01,0,0,16
nba,nba_BKN,2012-11-01,0,0,30
nba,nba_BKN,2012-12-01,0,0,32
nba,nba_BKN,2013-01-01,0,0,26
nba,nba_BKN,2013-02-01,0,0,24
nba,nba_BKN,2013-03-01,0,0,26
nba,nba_BKN,2013-04-01,0,0,18
nba,nba_BKN,2013-10-01,0,0,2
nba,nba_BKN,2013-11-01,0,0,32
nba,nba_BKN,2013-12-01,0,0,28
nba,nba_BKN,2014-01-01,0,0,22
nba,nba_BKN,2014-02-01,0,0,24
nba,nba_BKN,2014-03-01,0,0,32
nba,nba_BKN,2014-04-01,0,0,18
nba,nba_BKN,2014-10-01,0,0,2
nba,nba_BKN,2014-11-01,0,0,28
nba,nba_BKN,2014-12-01,0,0,30
nba,nba_BKN,2015-01-01,0,0,28
nba,nba_BKN,2015-02-01,0,0,22
nba,nba_BKN,2015-03-01,0,0,32
nba,nba_BKN,2015-04-01,0,0,14
nba,nba_BKN,2015-10-01,0,0,6
nba,nba_BKN,2015-11-01,0,0,24
nba,nba_BKN,2015-12-01,0,0,30
nba,nba_BKN,2016-01-01,0,0,30
nba,nba_BKN,2016-02-01,0,0,24
nba,nba_BKN,2016-03-01,0,0,30
nba,nba_BKN,2016-04-01,0,0,14
nba,nba_BKN,2016-10-01,0,0,8
nba,nba_BKN,2016-11-01,0,0,26
nba,nba_BKN,2016-12-01,0,0,30
nba,nba_BKN,2017-01-01,0,0,30
nba,nba_BKN,2017-02-01,0,0,20
nba,nba_BKN,2017-03-01,0,0,30
nba,nba_BKN,2017-04-01,0,0,12
nba,nba_BKN,2017-10-01,0,0,14
nba,nba_BKN,2017-11-01,0,0,26
nba,nba_BKN,2017-12-01,0,0,26
nba,nba_BKN,2018-01-01,0,0,30
