league,team_id,month_start,index_score_sum,weighted_score_sum,games
nba,nba_BKN,2018-02-01,0,0,20
nba,nba_BKN,2018-03-01,0,0,28
nba,nba_BKN,2018-04-01,0,0,12
nba,nba_BKN,2018-10-01,0,0,16
nba,nba_BKN,2018-11-01,0,0,30
nba,nba_BKN,2018-12-01,0,0,28
nba,nba_BKN,2019-01-01,0,0,28
nba,nba_BKN,2019-02-01,0,0,20
nba,nba_BKN,2019-03-01,0,0,26
nba,nba_BKN,2019-04-01,0,0,10
nba,nba_BKN,2019-10-01,0,0,8
nba,nba_BKN,2019-11-01,0,0,30
nba,nba_BKN,2019-12-01,0,0,22
nba,nba_BKN,2020-01-01,0,0,28
nba,nba_BKN,2020-02-01,0,0,22
nba,nba_BKN,2020-03-01,0,0,10
nba,nba_BKN,2020-07-01,0,0,2
nba,nba_BKN,2020-08-01,0,0,14
nba,nba_BKN,2020-12-01,0,0,8
nba,nba_BKN,2021-01-01,0,0,30
nba,nba_BKN,2021-02-01,0,0,26
nba,nba_BKN,2021-03-01,0,0,26
nba,nba_BKN,2021-04-01,0,0,32
nba,nba_BKN,2021-05-01,0,0,16
nba,nba_BKN,2021-10-01,0,0,14
nba,nba_BKN,2021-11-01,0,0,26
nba,nba_BKN,2021-12-01,0,0,22
nba,nba_BKN,2022-01-01,0,0,32
nba,nba_BKN,2022-02-01,0,0,26
nba,nba_BKN,2022-03-01,0,0,30
nba,nba_BKN,2022-04-01,0,0,8
nba,nba_BKN,2022-10-01,0,0,14
nba,nba_BKN,2022-11-01,0,0,32
nba,nba_BKN,2022-12-01,0,0,22
nba,nba_BKN,2023-01-01,0,0,28
nba,nba_BKN,2023-02-01,0,0,20
nba,nba_BKN,2023-03-01,0,0,30
nba,nba_BKN,2023-04-01,0,0,10
nba,nba_BKN,2023-10-01,0,0,6
nba,nba_BKN,2023-11-01,0,0,28
nba,nba_BKN,2023-12-01,0,0,28
nba,nba_BKN,2024-01-01,0,0,28
nba,nba_BKN,2024-02-01,0,0,22
nba,nba_BKN,2024-03-01,0,0,30
nba,nba_BKN,2024-04-01,0,0,14
nba,nba_BOS,2010-10-01,0,0,6
nba,nba_BOS,2010-11-01,0,0,26
nba,nba_BOS,2010-12-01,0,0,26
nba,nba_BOS,2011-01-01,0,0,32
nba,nba_BOS,2011-02-01,0,0,22
nba,nba_BOS,2011-03-01,0,0,32
nba,nba_BOS,2011-04-01,0,0,14
nba,nba_BOS,2011-12-01,0,0,8
nba,nba_BOS,2012-01-01,0,0,32
nba,nba_BOS,2012-02-01,0,0,28
nba,nba_BOS,2012-03-01,0,0,32
nba,nba_BOS,2012-04-01,0,0,26
nba,nba_BOS,2012-10-01,0,0,2
nba,nba_BOS,2012-11-01,0,0,26
nba,nba_BOS,2012-12-01,0,0,26
nba,nba_BOS,2013-01-01,0,0,26
nba,nba_BOS,2013-02-01,0,0,24
nba,nba_BOS,2013-03-01,0,0,28
nba,nba_BOS,2013-04-01,0,0,14
nba,nba_BOS,2013-10-01,0,0,2
nba,nba_BOS,2013-11-01,0,0,34
nba,nba_BOS,2013-12-01,0,0,20
nba,nba_BOS,2014-01-01,0,0,32
nba,nba_BOS,2014-02-01,0,0,20
nba,nba_BOS,2014-03-01,0,0,26
nba,nba_BOS,2014-04-01,0,0,14
nba,nba_BOS,2014-11-01,0,0,26
nba,nba_BOS,2014-12-01,0,0,26
nba,nba_BOS,2015-01-01,0,0,28
nba,nba_BOS,2015-02-01,0,0,20
nba,nba_BOS,2015-03-01,0,0,34
nba,nba_BOS,2015-04-01,0,0,16
nba,nba_BOS,2015-10-01,0,0,4
nba,nba_BOS,2015-11-01,0,0,24
nba,nba_BOS,2015-12-01,0,0,26
nba,nba_BOS,2016-01-01,0,0,30
nba,nba_BOS,2016-02-01,0,0,24
nba,nba_BOS,2016-03-01,0,0,28
nba,nba_BOS,2016-04-01,0,0,12
nba,nba_BOS,2016-10-01,0,0,4
nba,nba_BOS,2016-11-01,0,0,28
nba,nba_BOS,2016-12-01,0,0,32
nba,nba_BOS,2017-01-01,0,0,26
nba,nba_BOS,2017-02-01,0,0,22
nba,nba_BOS,2017-03-01,0,0,30
nba,nba_BOS,2017-04-01,0,0,8
nba,nba_BOS,2017-10-01,0,0,14
nba,nba_BOS,2017-11-01,0,0,26
nba,nba_BOS,2017-12-01,0,0,32
nba,nba_BOS,2018-01-01,0,0,22
nba,nba_BOS,2018-02-01,0,0,20
nba,nba_BOS,2018-03-01,0,0,26
nba,nba_BOS,2018-04-01,0,0,8
nba,nba_BOS,2018-10-01,0,0,14
nba,nba_BOS,2018-11-01,0,0,28
nba,nba_BOS,2018-12-01,0,0,26
nba,nba_BOS,2019-01-01,0,0,22
nba,nba_BOS,2019-02-01,0,0,22
nba,nba_BOS,2019-03-01,0,0,26
nba,nba_BOS,2019-04-01,0,0,10
nba,nba_BOS,2019-10-01,0,0,8
nba,nba_BOS,2019-11-01,0,0,24
nba,nba_BOS,2019-12-01,0,0,26
nba,nba_BOS,2020-01-01,0,0,30
nba,nba_BOS,2020-02-01,0,0,20
nba,nba_BOS,2020-03-01,0,0,8
nba,nba_BOS,2020-07-01,0,0,2
nba,nba_BOS,2020-08-01,0,0,12
nba,nba_BOS,2020-12-01,0,0,8
nba,nba_BOS,2021-01-01,0,0,26
nba,nba_BOS,2021-02-01,0,0,26
nba,nba_BOS,2021-03-01,0,0,26
nba,nba_BOS,2021-04-01,0,0,30
nba,nba_BOS,2021-05-01,0,0,16
nba,nba_BOS,2021-10-01,0,0,12
nba,nba_BOS,2021-11-01,0,0,26
nba,nba_BOS,2021-12-01,0,0,30
nba,nba_BOS,2022-01-01,0,0,30
nba,nba_BOS,2022-02-01,0,0,16
nba,nba_BOS,2022-03-01,0,0,24
nba,nba_BOS,2022-04-01,0,0,10
nba,nba_BOS,2022-10-01,0,0,12
nba,nba_BOS,2022-11-01,0,0,30
nba,nba_BOS,2022-12-01,0,0,26
nba,nba_BOS,2023-01-01,0,0,28
nba,nba_BOS,2023-02-01,0,0,20
nba,nba_BOS,2023-03-01,0,0,28
nba,nba_BOS,2023-04-01,0,0,6
nba,nba_BOS,2023-10-01,0,0,6
nba,nba_BOS,2023-11-01,0,0,24
nba,nba_BOS,2023-12-01,0,0,28
nba,nba_BOS,2024-01-01,0,0,32
nba,nba_BOS,2024-02-01,0,0,14
nba,nba_BOS,2024-03-01,0,0,28
nba,nba_BOS,2024-04-01,0,0,16
nba,nba_CHA,2010-10-01,0,0,6
nba,nba_CHA,2010-11-01,0,0,28
nba,nba_CHA,2010-12-01,0,0,24
nba,nba_CHA,2011-01-01,0,0,28
nba,nba_CHA,2011-02-01,0,0,20
nba,nba_CHA,2011-03-01,0,0,28
nba,nba_CHA,2011-04-01,0,0,14
nba,nba_CHA,2011-12-01,0,0,6
nba,nba_CHA,2012-01-01,0,0,34
nba,nba_CHA,2012-02-01,0,0,20
nba,nba_CHA,2012-03-01,0,0,32
nba,nba_CHA,2012-04-01,0,0,26
nba,nba_CHA,2012-11-01,0,0,26
nba,nba_CHA,2012-12-01,0,0,28
nba,nba_CHA,2013-01-01,0,0,24
nba,nba_CHA,2013-02-01,0,0,22
nba,nba_CHA,2013-03-01,0,0,26
nba,nba_CHA,2013-04-01,0,0,16
nba,nba_CHA,2013-10-01,0,0,2
nba,nba_CHA,2013-11-01,0,0,24
nba,nba_CHA,2013-12-01,0,0,28
nba,nba_CHA,2014-01-01,0,0,32
nba,nba_CHA,2014-02-01,0,0,18
nba,nba_CHA,2014-03-01,0,0,26
nba,nba_CHA,2014-04-01,0,0,12
nba,nba_CHA,2014-10-01,0,0,2
nba,nba_CHA,2014-11-01,0,0,30
nba,nba_CHA,2014-12-01,0,0,26
nba,nba_CHA,2015-01-01,0,0,26
nba,nba_CHA,2015-02-01,0,0,16
nba,nba_CHA,2015-03-01,0,0,26
nba,nba_CHA,2015-04-01,0,0,16
nba,nba_CHA,2015-10-01,0,0,2
nba,nba_CHA,2015-11-01,0,0,26
nba,nba_CHA,2015-12-01,0,0,24
nba,nba_CHA,2016-01-01,0,0,32
nba,nba_CHA,2016-02-01,0,0,16
nba,nba_CHA,2016-03-01,0,0,30
nba,nba_CHA,2016-04-01,0,0,12
nba,nba_CHA,2016-10-01,0,0,4
nba,nba_CHA,2016-11-01,0,0,26
nba,nba_CHA,2016-12-01,0,0,26
nba,nba_CHA,2017-01-01,0,0,26
nba,nba_CHA,2017-02-01,0,0,20
nba,nba_CHA,2017-03-01,0,0,30
nba,nba_CHA,2017-04-01,0,0,8
nba,nba_CHA,2017-10-01,0,0,12
nba,nba_CHA,2017-11-01,0,0,24
nba,nba_CHA,2017-12-01,0,0,30
nba,nba_CHA,2018-01-01,0,0,24
nba,nba_CHA,2018-02-01,0,0,20
nba,nba_CHA,2018-03-01,0,0,24
nba,nba_CHA,2018-04-01,0,0,10
nba,nba_CHA,2018-10-01,0,0,16
nba,nba_CHA,2018-11-01,0,0,20
nba,nba_CHA,2018-12-01,0,0,22
nba,nba_CHA,2019-01-01,0,0,26
nba,nba_CHA,2019-02-01,0,0,18
nba,nba_CHA,2019-03-01,0,0,26
nba,nba_CHA,2019-04-01,0,0,12
nba,nba_CHA,2019-10-01,0,0,10
nba,nba_CHA,2019-11-01,0,0,28
nba,nba_CHA,2019-12-01,0,0,20
nba,nba_CHA,2020-01-01,0,0,24
nba,nba_CHA,2020-02-01,0,0,20
nba,nba_CHA,2020-03-01,0,0,10
nba,nba_CHA,2020-12-01,0,0,6
nba,nba_CHA,2021-01-01,0,0,28
nba,nba_CHA,2021-02-01,0,0,26
nba,nba_CHA,2021-03-01,0,0,26
nba,nba_CHA,2021-04-01,0,0,20
nba,nba_CHA,2021-05-01,0,0,20
nba,nba_CHA,2021-10-01,0,0,10
nba,nba_CHA,2021-11-01,0,0,30
nba,nba_CHA,2021-12-01,0,0,24
nba,nba_CHA,2022-01-01,0,0,26
nba,nba_CHA,2022-02-01,0,0,22
nba,nba_CHA,2022-03-01,0,0,20
nba,nba_CHA,2022-04-01,0,0,10
nba,nba_CHA,2022-10-01,0,0,12
nba,nba_CHA,2022-11-01,0,0,24
nba,nba_CHA,2022-12-01,0,0,26
nba,nba_CHA,2023-01-01,0,0,24
nba,nba_CHA,2023-02-01,0,0,18
nba,nba_CHA,2023-03-01,0,0,28
nba,nba_CHA,2023-04-01,0,0,8
nba,nba_CHA,2023-10-01,0,0,2
nba,nba_CHA,2023-11-01,0,0,24
nba,nba_CHA,2023-12-01,0,0,26
nba,nba_CHA,2024-01-01,0,0,32
nba,nba_CHA,2024-02-01,0,0,24
nba,nba_CHA,2024-03-01,0,0,26
nba,nba_CHA,2024-04-01,0,0,10
nba,nba_CHI,2010-10-01,0,0,4
nba,nba_CHI,2010-11-01,0,0,24
nba,nba_CHI,2010-12-01,0,0,30
nba,nba_CHI,2011-01-01,0,0,26
nba,nba_CHI,2011-02-01,0,0,20
nba,nba_CHI,2011-03-01,0,0,24
nba,nba_CHI,2011-04-01,0,0,14
nba,nba_CHI,2011-12-01,0,0,8
nba,nba_CHI,2012-01-01,0,0,30
nba,nba_CHI,2012-02-01,0,0,20
nba,nba_CHI,2012-03-01,0,0,30
nba,nba_CHI,2012-04-01,0,0,22
nba,nba_CHI,2012-10-01,0,0,2
nba,nba_CHI,2012-11-01,0,0,24
nba,nba_CHI,2012-12-01,0,0,22
nba,nba_CHI,2013-01-01,0,0,26
nba,nba_CHI,2013-02-01,0,0,18
nba,nba_CHI,2013-03-01,0,0,26
nba,nba_CHI,2013-04-01,0,0,18
nba,nba_CHI,2013-10-01,0,0,4
nba,nba_CHI,2013-11-01,0,0,24
nba,nba_CHI,2013-12-01,0,0,28
nba,nba_CHI,2014-01-01,0,0,22
nba,nba_CHI,2014-02-01,0,0,20
nba,nba_CHI,2014-03-01,0,0,26
nba,nba_CHI,2014-04-01,0,0,12
nba,nba_CHI,2014-10-01,0,0,4
nba,nba_CHI,2014-11-01,0,0,24
nba,nba_CHI,2014-12-01,0,0,22
nba,nba_CHI,2015-01-01,0,0,28
nba,nba_CHI,2015-02-01,0,0,18
nba,nba_CHI,2015-03-01,0,0,26
nba,nba_CHI,2015-04-01,0,0,12
nba,nba_CHI,2015-10-01,0,0,4
nba,nba_CHI,2015-11-01,0,0,20
nba,nba_CHI,2015-12-01,0,0,24
nba,nba_CHI,2016-01-01,0,0,26
nba,nba_CHI,2016-02-01,0,0,18
nba,nba_CHI,2016-03-01,0,0,30
nba,nba_CHI,2016-04-01,0,0,14
nba,nba_CHI,2016-10-01,0,0,2
nba,nba_CHI,2016-11-01,0,0,24
nba,nba_CHI,2016-12-01,0,0,30
nba,nba_CHI,2017-01-01,0,0,24
nba,nba_CHI,2017-02-01,0,0,20
nba,nba_CHI,2017-03-01,0,0,26
nba,nba_CHI,2017-04-01,0,0,8
nba,nba_CHI,2017-10-01,0,0,8
nba,nba_CHI,2017-11-01,0,0,28
nba,nba_CHI,2017-12-01,0,0,26
nba,nba_CHI,2018-01-01,0,0,28
nba,nba_CHI,2018-02-01,0,0,16
nba,nba_CHI,2018-03-01,0,0,26
nba,nba_CHI,2018-04-01,0,0,4
nba,nba_CHI,2018-10-01,0,0,10
nba,nba_CHI,2018-11-01,0,0,28
nba,nba_CHI,2018-12-01,0,0,24
nba,nba_CHI,2019-01-01,0,0,24
nba,nba_CHI,2019-02-01,0,0,14
nba,nba_CHI,2019-03-01,0,0,26
nba,nba_CHI,2019-04-01,0,0,10
nba,nba_CHI,2019-10-01,0,0,8
nba,nba_CHI,2019-11-01,0,0,24
nba,nba_CHI,2019-12-01,0,0,22
nba,nba_CHI,2020-01-01,0,0,28
nba,nba_CHI,2020-02-01,0,0,16
nba,nba_CHI,2020-03-01,0,0,8
nba,nba_CHI,2020-12-01,0,0,8
nba,nba_CHI,2021-01-01,0,0,22
nba,nba_CHI,2021-02-01,0,0,28
nba,nba_CHI,2021-03-01,0,0,28
nba,nba_CHI,2021-04-01,0,0,26
nba,nba_CHI,2021-05-01,0,0,8
nba,nba_CHI,2021-10-01,0,0,12
nba,nba_CHI,2021-11-01,0,0,26
nba,nba_CHI,2021-12-01,0,0,16
nba,nba_CHI,2022-01-01,0,0,28
nba,nba_CHI,2022-02-01,0,0,22
nba,nba_CHI,2022-03-01,0,0,28
nba,nba_CHI,2022-04-01,0,0,6
nba,nba_CHI,2022-10-01,0,0,12
nba,nba_CHI,2022-11-01,0,0,20
nba,nba_CHI,2022-12-01,0,0,26
nba,nba_CHI,2023-01-01,0,0,20
nba,nba_CHI,2023-02-01,0,0,18
nba,nba_CHI,2023-03-01,0,0,28
nba,nba_CHI,2023-04-01,0,0,8
nba,nba_CHI,2023-10-01,0,0,8
nba,nba_CHI,2023-11-01,0,0,26
nba,nba_CHI,2023-12-01,0,0,24
nba,nba_CHI,2024-01-01,0,0,24
nba,nba_CHI,2024-02-01,0,0,16
nba,nba_CHI,2024-03-01,0,0,28
nba,nba_CHI,2024-04-01,0,0,12
nba,nba_CLE,2010-10-01,0,0,4
nba,nba_CLE,2010-11-01,0,0,24
nba,nba_CLE,2010-12-01,0,0,24
nba,nba_CLE,2011-01-01,0,0,26
nba,nba_CLE,2011-02-01,0,0,22
nba,nba_CLE,2011-03-01,0,0,26
nba,nba_CLE,2011-04-01,0,0,12
nba,nba_CLE,2011-12-01,0,0,6
nba,nba_CLE,2012-01-01,0,0,22
nba,nba_CLE,2012-02-01,0,0,24
nba,nba_CLE,2012-03-01,0,0,28
nba,nba_CLE,2012-04-01,0,0,28
nba,nba_CLE,2012-10-01,0,0,2
nba,nba_CLE,2012-11-01,0,0,24
nba,nba_CLE,2012-12-01,0,0,24
nba,nba_CLE,2013-01-01,0,0,20
nba,nba_CLE,2013-02-01,0,0,20
nba,nba_CLE,2013-03-01,0,0,26
nba,nba_CLE,2013-04-01,0,0,12
nba,nba_CLE,2013-11-01,0,0,22
nba,nba_CLE,2013-12-01,0,0,20
nba,nba_CLE,2014-01-01,0,0,26
nba,nba_CLE,2014-02-01,0,0,28
nba,nba_CLE,2014-03-01,0,0,26
nba,nba_CLE,2014-04-01,0,0,6
nba,nba_CLE,2014-10-01,0,0,2
nba,nba_CLE,2014-11-01,0,0,22
nba,nba_CLE,2014-12-01,0,0,24
nba,nba_CLE,2015-01-01,0,0,28
nba,nba_CLE,2015-02-01,0,0,20
nba,nba_CLE,2015-03-01,0,0,22
nba,nba_CLE,2015-04-01,0,0,8
nba,nba_CLE,2015-10-01,0,0,4
nba,nba_CLE,2015-11-01,0,0,22
nba,nba_CLE,2015-12-01,0,0,24
nba,nba_CLE,2016-01-01,0,0,28
nba,nba_CLE,2016-02-01,0,0,18
nba,nba_CLE,2016-03-01,0,0,26
nba,nba_CLE,2016-04-01,0,0,6
nba,nba_CLE,2016-10-01,0,0,6
nba,nba_CLE,2016-11-01,0,0,20
nba,nba_CLE,2016-12-01,0,0,22
nba,nba_CLE,2017-01-01,0,0,24
nba,nba_CLE,2017-02-01,0,0,20
nba,nba_CLE,2017-03-01,0,0,26
nba,nba_CLE,2017-04-01,0,0,8
nba,nba_CLE,2017-10-01,0,0,8
nba,nba_CLE,2017-11-01,0,0,20
nba,nba_CLE,2017-12-01,0,0,22
nba,nba_CLE,2018-01-01,0,0,26
nba,nba_CLE,2018-02-01,0,0,14
nba,nba_CLE,2018-03-01,0,0,26
nba,nba_CLE,2018-04-01,0,0,12
nba,nba_CLE,2018-10-01,0,0,8
nba,nba_CLE,2018-11-01,0,0,20
nba,nba_CLE,2018-12-01,0,0,24
nba,nba_CLE,2019-01-01,0,0,24
nba,nba_CLE,2019-02-01,0,0,16
nba,nba_CLE,2019-03-01,0,0,26
nba,nba_CLE,2019-04-01,0,0,8
nba,nba_CLE,2019-10-01,0,0,6
nba,nba_CLE,2019-11-01,0,0,26
nba,nba_CLE,2019-12-01,0,0,20
nba,nba_CLE,2020-01-01,0,0,26
nba,nba_CLE,2020-02-01,0,0,20
nba,nba_CLE,2020-03-01,0,0,6
nba,nba_CLE,2020-12-01,0,0,8
nba,nba_CLE,2021-01-01,0,0,22
nba,nba_CLE,2021-02-01,0,0,26
nba,nba_CLE,2021-03-01,0,0,20
nba,nba_CLE,2021-04-01,0,0,24
nba,nba_CLE,2021-05-01,0,0,14
nba,nba_CLE,2021-10-01,0,0,10
nba,nba_CLE,2021-11-01,0,0,18
nba,nba_CLE,2021-12-01,0,0,24
nba,nba_CLE,2022-01-01,0,0,26
nba,nba_CLE,2022-02-01,0,0,16
nba,nba_CLE,2022-03-01,0,0,24
nba,nba_CLE,2022-04-01,0,0,8
nba,nba_CLE,2022-10-01,0,0,8
nba,nba_CLE,2022-11-01,0,0,26
nba,nba_CLE,2022-12-01,0,0,26
nba,nba_CLE,2023-01-01,0,0,30
nba,nba_CLE,2023-02-01,0,0,18
nba,nba_CLE,2023-03-01,0,0,14
nba,nba_CLE,2023-04-01,0,0,6
nba,nba_CLE,2023-10-01,0,0,6
nba,nba_CLE,2023-11-01,0,0,28
nba,nba_CLE,2023-12-01,0,0,18
nba,nba_CLE,2024-01-01,0,0,20
nba,nba_CLE,2024-02-01,0,0,20
nba,nba_CLE,2024-03-01,0,0,24
nba,nba_CLE,2024-04-01,0,0,12
nba,nba_DAL,2010-10-01,0,0,4
nba,nba_DAL,2010-11-01,0,0,22
nba,nba_DAL,2010-12-01,0,0,28
nba,nba_DAL,2011-01-01,0,0,26
nba,nba_DAL,2011-02-01,0,0,18
nba,nba_DAL,2011-03-01,0,0,32
nba,nba_DAL,2011-04-01,0,0,14
nba,nba_DAL,2011-12-01,0,0,8
nba,nba_DAL,2012-01-01,0,0,34
nba,nba_DAL,2012-02-01,0,0,24
nba,nba_DAL,2012-03-01,0,0,32
nba,nba_DAL,2012-04-01,0,0,22
nba,nba_DAL,2012-10-01,0,0,4
nba,nba_DAL,2012-11-01,0,0,20
nba,nba_DAL,2012-12-01,0,0,28
nba,nba_DAL,2013-01-01,0,0,30
nba,nba_DAL,2013-02-01,0,0,20
nba,nba_DAL,2013-03-01,0,0,20
nba,nba_DAL,2013-04-01,0,0,18
nba,nba_DAL,2013-11-01,0,0,32
nba,nba_DAL,2013-12-01,0,0,22
nba,nba_DAL,2014-01-01,0,0,30
nba,nba_DAL,2014-02-01,0,0,16
nba,nba_DAL,2014-03-01,0,0,24
nba,nba_DAL,2014-04-01,0,0,16
nba,nba_DAL,2014-10-01,0,0,4
nba,nba_DAL,2014-11-01,0,0,28
nba,nba_DAL,2014-12-01,0,0,26
nba,nba_DAL,2015-01-01,0,0,24
nba,nba_DAL,2015-02-01,0,0,18
nba,nba_DAL,2015-03-01,0,0,24
nba,nba_DAL,2015-04-01,0,0,16
nba,nba_DAL,2015-10-01,0,0,4
nba,nba_DAL,2015-11-01,0,0,28
nba,nba_DAL,2015-12-01,0,0,22
nba,nba_DAL,2016-01-01,0,0,28
nba,nba_DAL,2016-02-01,0,0,18
nba,nba_DAL,2016-03-01,0,0,26
nba,nba_DAL,2016-04-01,0,0,14
nba,nba_DAL,2016-10-01,0,0,6
nba,nba_DAL,2016-11-01,0,0,24
nba,nba_DAL,2016-12-01,0,0,28
nba,nba_DAL,2017-01-01,0,0,22
nba,nba_DAL,2017-02-01,0,0,20
nba,nba_DAL,2017-03-01,0,0,26
nba,nba_DAL,2017-04-01,0,0,14
nba,nba_DAL,2017-10-01,0,0,14
nba,nba_DAL,2017-11-01,0,0,22
nba,nba_DAL,2017-12-01,0,0,28
nba,nba_DAL,2018-01-01,0,0,24
nba,nba_DAL,2018-02-01,0,0,20
nba,nba_DAL,2018-03-01,0,0,22
nba,nba_DAL,2018-04-01,0,0,10
nba,nba_DAL,2018-10-01,0,0,12
nba,nba_DAL,2018-11-01,0,0,18
nba,nba_DAL,2018-12-01,0,0,30
nba,nba_DAL,2019-01-01,0,0,26
nba,nba_DAL,2019-02-01,0,0,16
nba,nba_DAL,2019-03-01,0,0,26
nba,nba_DAL,2019-04-01,0,0,12
nba,nba_DAL,2019-10-01,0,0,8
nba,nba_DAL,2019-11-01,0,0,22
nba,nba_DAL,2019-12-01,0,0,28
nba,nba_DAL,2020-01-01,0,0,24
nba,nba_DAL,2020-02-01,0,0,18
nba,nba_DAL,2020-03-01,0,0,12
nba,nba_DAL,2020-07-01,0,0,2
nba,nba_DAL,2020-08-01,0,0,14
nba,nba_DAL,2020-12-01,0,0,6
nba,nba_DAL,2021-01-01,0,0,26
nba,nba_DAL,2021-02-01,0,0,16
nba,nba_DAL,2021-03-01,0,0,26
nba,nba_DAL,2021-04-01,0,0,32
nba,nba_DAL,2021-05-01,0,0,14
nba,nba_DAL,2021-10-01,0,0,10
nba,nba_DAL,2021-11-01,0,0,20
nba,nba_DAL,2021-12-01,0,0,28
nba,nba_DAL,2022-01-01,0,0,30
nba,nba_DAL,2022-02-01,0,0,18
nba,nba_DAL,2022-03-01,0,0,24
nba,nba_DAL,2022-04-01,0,0,10
nba,nba_DAL,2022-10-01,0,0,10
nba,nba_DAL,2022-11-01,0,0,24
nba,nba_DAL,2022-12-01,0,0,28
nba,nba_DAL,2023-01-01,0,0,26
nba,nba_DAL,2023-02-01,0,0,22
nba,nba_DAL,2023-03-01,0,0,24
nba,nba_DAL,2023-04-01,0,0,6
nba,nba_DAL,2023-10-01,0,0,4
nba,nba_DAL,2023-11-01,0,0,24
nba,nba_DAL,2023-12-01,0,0,30
nba,nba_DAL,2024-01-01,0,0,26
nba,nba_DAL,2024-02-01,0,0,18
nba,nba_DAL,2024-03-01,0,0,26
nba,nba_DAL,2024-04-01,0,0,12
nba,nba_DEN,2010-10-01,0,0,6
nba,nba_DEN,2010-11-01,0,0,18
nba,nba_DEN,2010-12-01,0,0,26
nba,nba_DEN,2011-01-01,0,0,30
nba,nba_DEN,2011-02-01,0,0,20
nba,nba_DEN,2011-03-01,0,0,22
nba,nba_DEN,2011-04-01,0,0,14
nba,nba_DEN,2011-12-01,0,0,6
nba,nba_DEN,2012-01-01,0,0,34
nba,nba_DEN,2012-02-01,0,0,26
nba,nba_DEN,2012-03-01,0,0,20
nba,nba_DEN,2012-04-01,0,0,28
nba,nba_DEN,2012-10-01,0,0,2
nba,nba_DEN,2012-11-01,0,0,32
nba,nba_DEN,2012-12-01,0,0,24
nba,nba_DEN,2013-01-01,0,0,28
nba,nba_DEN,2013-02-01,0,0,12
nba,nba_DEN,2013-03-01,0,0,24
nba,nba_DEN,2013-04-01,0,0,12
nba,nba_DEN,2013-10-01,0,0,2
nba,nba_DEN,2013-11-01,0,0,20
nba,nba_DEN,2013-12-01,0,0,24
nba,nba_DEN,2014-01-01,0,0,24
nba,nba_DEN,2014-02-01,0,0,20
nba,nba_DEN,2014-03-01,0,0,26
nba,nba_DEN,2014-04-01,0,0,16
nba,nba_DEN,2014-10-01,0,0,2
nba,nba_DEN,2014-11-01,0,0,24
nba,nba_DEN,2014-12-01,0,0,26
nba,nba_DEN,2015-01-01,0,0,22
nba,nba_DEN,2015-02-01,0,0,16
nba,nba_DEN,2015-03-01,0,0,30
nba,nba_DEN,2015-04-01,0,0,14
nba,nba_DEN,2015-10-01,0,0,4
nba,nba_DEN,2015-11-01,0,0,30
nba,nba_DEN,2015-12-01,0,0,26
nba,nba_DEN,2016-01-01,0,0,24
nba,nba_DEN,2016-02-01,0,0,16
nba,nba_DEN,2016-03-01,0,0,22
nba,nba_DEN,2016-04-01,0,0,10
nba,nba_DEN,2016-10-01,0,0,6
nba,nba_DEN,2016-11-01,0,0,26
nba,nba_DEN,2016-12-01,0,0,22
nba,nba_DEN,2017-01-01,0,0,28
nba,nba_DEN,2017-02-01,0,0,16
nba,nba_DEN,2017-03-01,0,0,22
nba,nba_DEN,2017-04-01,0,0,12
nba,nba_DEN,2017-10-01,0,0,8
nba,nba_DEN,2017-11-01,0,0,24
nba,nba_DEN,2017-12-01,0,0,26
nba,nba_DEN,2018-01-01,0,0,22
nba,nba_DEN,2018-02-01,0,0,18
nba,nba_DEN,2018-03-01,0,0,22
nba,nba_DEN,2018-04-01,0,0,12
nba,nba_DEN,2018-10-01,0,0,12
nba,nba_DEN,2018-11-01,0,0,22
nba,nba_DEN,2018-12-01,0,0,18
nba,nba_DEN,2019-01-01,0,0,26
nba,nba_DEN,2019-02-01,0,0,18
nba,nba_DEN,2019-03-01,0,0,26
nba,nba_DEN,2019-04-01,0,0,12
nba,nba_DEN,2019-10-01,0,0,8
nba,nba_DEN,2019-11-01,0,0,18
nba,nba_DEN,2019-12-01,0,0,28
nba,nba_DEN,2020-01-01,0,0,24
nba,nba_DEN,2020-02-01,0,0,20
nba,nba_DEN,2020-03-01,0,0,6
nba,nba_DEN,2020-08-01,0,0,16
nba,nba_DEN,2020-12-01,0,0,8
nba,nba_DEN,2021-01-01,0,0,26
nba,nba_DEN,2021-02-01,0,0,18
nba,nba_DEN,2021-03-01,0,0,18
nba,nba_DEN,2021-04-01,0,0,30
nba,nba_DEN,2021-05-01,0,0,14
nba,nba_DEN,2021-10-01,0,0,8
nba,nba_DEN,2021-11-01,0,0,22
nba,nba_DEN,2021-12-01,0,0,20
nba,nba_DEN,2022-01-01,0,0,28
nba,nba_DEN,2022-02-01,0,0,20
nba,nba_DEN,2022-03-01,0,0,26
nba,nba_DEN,2022-04-01,0,0,10
nba,nba_DEN,2022-10-01,0,0,14
nba,nba_DEN,2022-11-01,0,0,20
nba,nba_DEN,2022-12-01,0,0,22
nba,nba_DEN,2023-01-01,0,0,28
nba,nba_DEN,2023-02-01,0,0,16
nba,nba_DEN,2023-03-01,0,0,22
nba,nba_DEN,2023-04-01,0,0,10
nba,nba_DEN,2023-10-01,0,0,8
nba,nba_DEN,2023-11-01,0,0,24
nba,nba_DEN,2023-12-01,0,0,18
nba,nba_DEN,2024-01-01,0,0,26
