date,City,index_sum,games,index_sum_7d,games_7d
2023-06-22,Arizona,0,0,0.0,0.0
2023-06-23,Arizona,0,0,0.0,0.0
2023-06-24,Arizona,0,0,0.0,0.0
2023-06-25,Arizona,0,0,0.0,0.0
2023-06-26,Arizona,0,0,0.0,0.0
2023-06-27,Arizona,0,0,0.0,0.0
2023-06-28,Arizona,0,0,0.0,0.0
2023-06-29,Arizona,0,0,0.0,0.0
2023-06-30,Arizona,0,0,0.0,0.0
2023-07-01,Arizona,0,0,0.0,0.0
2023-07-02,Arizona,0,0,0.0,0.0
2023-07-03,Arizona,0,0,0.0,0.0
2023-07-04,Arizona,0,0,0.0,0.0
2023-07-05,Arizona,0,0,0.0,0.0
2023-07-06,Arizona,0,0,0.0,0.0
2023-07-07,Arizona,0,0,0.0,0.0
2023-07-08,Arizona,0,0,0.0,0.0
2023-07-09,Arizona,0,0,0.0,0.0
2023-07-10,Arizona,0,0,0.0,0.0
2023-07-11,Arizona,0,0,0.0,0.0
2023-07-12,Arizona,0,0,0.0,0.0
2023-07-13,Arizona,0,0,0.0,0.0
2023-07-14,Arizona,0,0,0.0,0.0
2023-07-15,Arizona,0,0,0.0,0.0
2023-07-16,Arizona,0,0,0.0,0.0
2023-07-17,Arizona,0,0,0.0,0.0
2023-07-18,Arizona,0,0,0.0,0.0
2023-07-19,Arizona,0,0,0.0,0.0
2023-07-20,Arizona,0,0,0.0,0.0
2023-07-21,Arizona,0,0,0.0,0.0
2023-07-22,Arizona,0,0,0.0,0.0
2023-07-23,Arizona,0,0,0.0,0.0
2023-07-24,Arizona,0,0,0.0,0.0
2023-07-25,Arizona,0,0,0.0,0.0
2023-07-26,Arizona,0,0,0.0,0.0
2023-07-27,Arizona,0,0,0.0,0.0
2023-07-28,Arizona,0,0,0.0,0.0
2023-07-29,Arizona,0,0,0.0,0.0
2023-07-30,Arizona,0,0,0.0,0.0
2023-07-31,Arizona,0,0,0.0,0.0
2023-08-01,Arizona,0,0,0.0,0.0
2023-08-02,Arizona,0,0,0.0,0.0
2023-08-03,Arizona,0,0,0.0,0.0
2023-08-04,Arizona,0,0,0.0,0.0
2023-08-05,Arizona,0,0,0.0,0.0
2023-08-06,Arizona,0,0,0.0,0.0
2023-08-07,Arizona,0,0,0.0,0.0
2023-08-08,Arizona,0,0,0.0,0.0
2023-08-09,Arizona,0,0,0.0,0.0
2023-08-10,Arizona,0,0,0.0,0.0
2023-08-11,Arizona,0,0,0.0,0.0
2023-08-12,Arizona,0,0,0.0,0.0
2023-08-13,Arizona,0,0,0.0,0.0
2023-08-14,Arizona,0,0,0.0,0.0
2023-08-15,Arizona,0,0,0.0,0.0
2023-08-16,Arizona,0,0,0.0,0.0
2023-08-17,Arizona,0,0,0.0,0.0
2023-08-18,Arizona,0,0,0.0,0.0
2023-08-19,Arizona,0,0,0.0,0.0
2023-08-20,Arizona,0,0,0.0,0.0
2023-08-21,Arizona,0,0,0.0,0.0
2023-08-22,Arizona,0,0,0.0,0.0
2023-08-23,Arizona,0,0,0.0,0.0
2023-08-24,Arizona,0,0,0.0,0.0
2023-08-25,Arizona,0,0,0.0,0.0
2023-08-26,Arizona,0,0,0.0,0.0
2023-08-27,Arizona,0,0,0.0,0.0
2023-08-28,Arizona,0,0,0.0,0.0
2023-08-29,Arizona,0,0,0.0,0.0
2023-08-30,Arizona,0,0,0.0,0.0
2023-08-31,Arizona,0,0,0.0,0.0
2023-09-01,Arizona,0,0,0.0,0.0
2023-09-02,Arizona,0,0,0.0,0.0
2023-09-03,Arizona,0,0,0.0,0.0
2023-09-04,Arizona,0,0,0.0,0.0
2023-09-05,Arizona,0,0,0.0,0.0
2023-09-06,Arizona,0,0,0.0,0.0
2023-09-07,Arizona,0,0,0.0,0.0
2023-09-08,Arizona,0,0,0.0,0.0
2023-09-09,Arizona,0,0,0.0,0.0
2023-09-10,Arizona,-1,1,-1.0,1.0
2023-09-11,Arizona,0,0,-1.0,1.0
2023-09-12,Arizona,0,0,-1.0,1.0
2023-09-13,Arizona,0,0,-1.0,1.0
2023-09-14,Arizona,0,0,-1.0,1.0
2023-09-15,Arizona,0,0,-1.0,1.0
2023-09-16,Arizona,0,0,-1.0,1.0
2023-09-17,Arizona,-1,1,-1.0,1.0
2023-09-18,Arizona,0,0,-1.0,1.0
2023-09-19,Arizona,0,0,-1.0,1.0
2023-09-20,Arizona,0,0,-1.0,1.0
2023-09-21,Arizona,0,0,-1.0,1.0
2023-09-22,Arizona,0,0,-1.0,1.0
2023-09-23,Arizona,0,0,-1.0,1.0
2023-09-24,Arizona,1,1,1.0,1.0
2023-09-25,Arizona,0,0,1.0,1.0
2023-09-26,Arizona,0,0,1.0,1.0
2023-09-27,Arizona,0,0,1.0,1.0
2023-09-28,Arizona,0,0,1.0,1.0
2023-09-29,Arizona,0,0,1.0,1.0
2023-09-30,Arizona,0,0,1.0,1.0
2023-10-01,Arizona,-1,1,-1.0,1.0
2023-10-02,Arizona,0,0,-1.0,1.0
2023-10-03,Arizona,0,0,-1.0,1.0
2023-10-04,Arizona,0,0,-1.0,1.0
2023-10-05,Arizona,0,0,-1.0,1.0
2023-10-06,Arizona,0,0,-1.0,1.0
2023-10-07,Arizona,0,0,-1.0,1.0
2023-10-08,Arizona,-1,1,-1.0,1.0
2023-10-09,Arizona,0,0,-1.0,1.0
2023-10-10,Arizona,0,0,-1.0,1.0
2023-10-11,Arizona,0,0,-1.0,1.0
2023-10-12,Arizona,0,0,-1.0,1.0
2023-10-13,Arizona,1,1,0.0,2.0
2023-10-14,Arizona,0,0,0.0,2.0
2023-10-15,Arizona,-1,1,0.0,2.0
2023-10-16,Arizona,-1,1,-1.0,3.0
2023-10-17,Arizona,-1,1,-2.0,4.0
2023-10-18,Arizona,0,0,-2.0,4.0
2023-10-19,Arizona,1,1,-1.0,5.0
2023-10-20,Arizona,0,0,-2.0,4.0
2023-10-21,Arizona,1,1,-1.0,5.0
2023-10-22,Arizona,-1,1,-1.0,5.0
2023-10-23,Arizona,0,0,0.0,4.0
2023-10-24,Arizona,-1,1,0.0,4.0
2023-10-25,Arizona,0,0,0.0,4.0
2023-10-26,Arizona,0,0,-1.0,3.0
2023-10-27,Arizona,-1,1,-2.0,4.0
2023-10-28,Arizona,0,0,-3.0,3.0
2023-10-29,Arizona,-1,1,-3.0,3.0
2023-10-30,Arizona,1,1,-2.0,4.0
2023-10-31,Arizona,0,0,-1.0,3.0
2023-11-01,Arizona,-1,1,-2.0,4.0
2023-11-02,Arizona,1,1,-1.0,5.0
2023-11-03,Arizona,0,0,0.0,4.0
2023-11-04,Arizona,-1,1,-1.0,5.0
2023-11-05,Arizona,-1,1,-1.0,5.0
2023-11-06,Arizona,0,0,-2.0,4.0
2023-11-07,Arizona,1,1,-1.0,5.0
2023-11-08,Arizona,0,0,0.0,4.0
2023-11-09,Arizona,-1,1,-2.0,4.0
2023-11-10,Arizona,0,0,-2.0,4.0
2023-11-11,Arizona,1,1,0.0,4.0
2023-11-12,Arizona,1,1,2.0,4.0
2023-11-13,Arizona,0,0,2.0,4.0
2023-11-14,Arizona,-1,1,0.0,4.0
2023-11-15,Arizona,0,0,0.0,4.0
2023-11-16,Arizona,1,1,2.0,4.0
2023-11-17,Arizona,0,0,2.0,4.0
2023-11-18,Arizona,-1,1,0.0,4.0
2023-11-19,Arizona,-1,1,-2.0,4.0
2023-11-20,Arizona,-1,1,-3.0,5.0
2023-11-21,Arizona,0,0,-2.0,4.0
2023-11-22,Arizona,-1,1,-3.0,5.0
2023-11-23,Arizona,0,0,-4.0,4.0
2023-11-24,Arizona,0,0,-4.0,4.0
2023-11-25,Arizona,1,1,-2.0,4.0
2023-11-26,Arizona,-1,1,-2.0,4.0
2023-11-27,Arizona,0,0,-1.0,3.0
2023-11-28,Arizona,1,1,0.0,4.0
2023-11-29,Arizona,0,0,1.0,3.0
2023-11-30,Arizona,1,1,2.0,4.0
2023-12-01,Arizona,0,0,2.0,4.0
2023-12-02,Arizona,1,1,2.0,4.0
2023-12-03,Arizona,1,1,4.0,4.0
2023-12-04,Arizona,1,1,5.0,5.0
2023-12-05,Arizona,0,0,4.0,4.0
2023-12-06,Arizona,0,0,4.0,4.0
2023-12-07,Arizona,-1,1,2.0,4.0
2023-12-08,Arizona,0,0,2.0,4.0
2023-12-09,Arizona,-1,1,0.0,4.0
2023-12-10,Arizona,0,0,-1.0,3.0
2023-12-11,Arizona,-1,1,-3.0,3.0
2023-12-12,Arizona,-1,1,-4.0,4.0
2023-12-13,Arizona,0,0,-4.0,4.0
2023-12-14,Arizona,0,0,-3.0,3.0
2023-12-15,Arizona,1,1,-2.0,4.0
2023-12-16,Arizona,1,1,0.0,4.0
2023-12-17,Arizona,-1,1,-1.0,5.0
2023-12-18,Arizona,0,0,0.0,4.0
2023-12-19,Arizona,1,1,2.0,4.0
2023-12-20,Arizona,0,0,2.0,4.0
2023-12-21,Arizona,1,1,3.0,5.0
2023-12-22,Arizona,0,0,2.0,4.0
2023-12-23,Arizona,-1,1,0.0,4.0
2023-12-24,Arizona,-1,1,0.0,4.0
2023-12-25,Arizona,0,0,0.0,4.0
2023-12-26,Arizona,0,0,-1.0,3.0
2023-12-27,Arizona,1,1,0.0,4.0
2023-12-28,Arizona,0,0,-1.0,3.0
2023-12-29,Arizona,1,1,0.0,4.0
2023-12-30,Arizona,0,0,1.0,3.0
2023-12-31,Arizona,1,1,3.0,3.0
2024-01-01,Arizona,0,0,3.0,3.0
2024-01-02,Arizona,-1,1,2.0,4.0
2024-01-03,Arizona,0,0,1.0,3.0
2024-01-04,Arizona,-1,1,0.0,4.0
2024-01-05,Arizona,0,0,-1.0,3.0
2024-01-06,Arizona,0,0,-1.0,3.0
2024-01-07,Arizona,-2,2,-4.0,4.0
2024-01-08,Arizona,0,0,-4.0,4.0
2024-01-09,Arizona,1,1,-2.0,4.0
2024-01-10,Arizona,0,0,-2.0,4.0
2024-01-11,Arizona,-1,1,-2.0,4.0
2024-01-12,Arizona,0,0,-2.0,4.0
2024-01-13,Arizona,1,1,-1.0,5.0
2024-01-14,Arizona,0,0,1.0,3.0
2024-01-15,Arizona,0,0,1.0,3.0
2024-01-16,Arizona,-1,1,-1.0,3.0
2024-01-17,Arizona,0,0,-1.0,3.0
2024-01-18,Arizona,-1,1,-1.0,3.0
2024-01-19,Arizona,0,0,-1.0,3.0
2024-01-20,Arizona,1,1,-1.0,3.0
2024-01-21,Arizona,0,0,-1.0,3.0
2024-01-22,Arizona,1,1,0.0,4.0
2024-01-23,Arizona,0,0,1.0,3.0
2024-01-24,Arizona,-1,1,0.0,4.0
2024-01-25,Arizona,-1,1,0.0,4.0
2024-01-26,Arizona,0,0,0.0,4.0
2024-01-27,Arizona,-1,1,-2.0,4.0
2024-01-28,Arizona,0,0,-2.0,4.0
2024-01-29,Arizona,0,0,-3.0,3.0
2024-01-30,Arizona,0,0,-3.0,3.0
2024-01-31,Arizona,0,0,-2.0,2.0
2024-02-01,Arizona,0,0,-1.0,1.0
2024-02-02,Arizona,0,0,-1.0,1.0
2024-02-03,Arizona,0,0,0.0,0.0
2024-02-04,Arizona,0,0,0.0,0.0
2024-02-05,Arizona,0,0,0.0,0.0
2024-02-06,Arizona,0,0,0.0,0.0
2024-02-07,Arizona,0,0,0.0,0.0
2024-02-08,Arizona,-1,1,-1.0,1.0
2024-02-09,Arizona,0,0,-1.0,1.0
2024-02-10,Arizona,-1,1,-2.0,2.0
2024-02-11,Arizona,0,0,-2.0,2.0
2024-02-12,Arizona,-1,1,-3.0,3.0
2024-02-13,Arizona,0,0,-3.0,3.0
2024-02-14,Arizona,-1,1,-4.0,4.0
2024-02-15,Arizona,0,0,-3.0,3.0
2024-02-16,Arizona,-1,1,-4.0,4.0
2024-02-17,Arizona,0,0,-3.0,3.0
2024-02-18,Arizona,-1,1,-4.0,4.0
2024-02-19,Arizona,-1,1,-4.0,4.0
2024-02-20,Arizona,0,0,-4.0,4.0
2024-02-21,Arizona,-1,1,-4.0,4.0
2024-02-22,Arizona,0,0,-4.0,4.0
2024-02-23,Arizona,0,0,-3.0,3.0
2024-02-24,Arizona,0,0,-3.0,3.0
2024-02-25,Arizona,-1,1,-3.0,3.0
2024-02-26,Arizona,0,0,-2.0,2.0
2024-02-27,Arizona,-1,1,-3.0,3.0
2024-02-28,Arizona,0,0,-2.0,2.0
2024-02-29,Arizona,-1,1,-3.0,3.0
2024-03-01,Arizona,1,1,-2.0,4.0
2024-03-02,Arizona,0,0,-2.0,4.0
2024-03-03,Arizona,1,1,0.0,4.0
2024-03-04,Arizona,0,0,0.0,4.0
2024-03-05,Arizona,-1,1,0.0,4.0
2024-03-06,Arizona,0,0,0.0,4.0
2024-03-07,Arizona,-1,1,0.0,4.0
2024-03-08,Arizona,1,1,0.0,4.0
2024-03-09,Arizona,0,0,0.0,4.0
2024-03-10,Arizona,-1,1,-2.0,4.0
2024-03-11,Arizona,0,0,-2.0,4.0
2024-03-12,Arizona,-1,1,-2.0,4.0
2024-03-13,Arizona,0,0,-2.0,4.0
2024-03-14,Arizona,1,1,0.0,4.0
2024-03-15,Arizona,0,0,-1.0,3.0
2024-03-16,Arizona,1,1,0.0,4.0
2024-03-17,Arizona,0,0,1.0,3.0
2024-03-18,Arizona,0,0,1.0,3.0
2024-03-19,Arizona,0,0,2.0,2.0
2024-03-20,Arizona,-1,1,1.0,3.0
2024-03-21,Arizona,0,0,0.0,2.0
2024-03-22,Arizona,1,1,1.0,3.0
2024-03-23,Arizona,0,0,0.0,2.0
2024-03-24,Arizona,-1,1,-1.0,3.0
2024-03-25,Arizona,0,0,-1.0,3.0
2024-03-26,Arizona,1,1,0.0,4.0
2024-03-27,Arizona,0,0,1.0,3.0
2024-03-28,Arizona,1,1,2.0,4.0
2024-03-29,Arizona,0,0,1.0,3.0
2024-03-30,Arizona,-1,1,0.0,4.0
2024-03-31,Arizona,0,0,1.0,3.0
2024-04-01,Arizona,0,0,1.0,3.0
2024-04-02,Arizona,0,0,0.0,2.0
2024-04-03,Arizona,-1,1,-1.0,3.0
2024-04-04,Arizona,0,0,-2.0,2.0
2024-04-05,Arizona,1,1,-1.0,3.0
2024-04-06,Arizona,0,0,0.0,2.0
2024-04-07,Arizona,1,1,1.0,3.0
2024-04-08,Arizona,0,0,1.0,3.0
2024-04-09,Arizona,-1,1,0.0,4.0
2024-04-10,Arizona,1,1,2.0,4.0
2024-04-11,Arizona,0,0,2.0,4.0
2024-04-12,Arizona,1,1,2.0,4.0
2024-04-13,Arizona,0,0,2.0,4.0
2024-04-14,Arizona,-1,1,0.0,4.0
2024-04-15,Arizona,0,0,0.0,4.0
2024-04-16,Arizona,0,0,1.0,3.0
2024-04-17,Arizona,1,1,1.0,3.0
2024-04-18,Arizona,0,0,1.0,3.0
2024-04-19,Arizona,0,0,0.0,2.0
2024-04-20,Arizona,0,0,0.0,2.0
2024-04-21,Arizona,0,0,1.0,1.0
2024-04-22,Arizona,0,0,1.0,1.0
2024-04-23,Arizona,0,0,1.0,1.0
2024-04-24,Arizona,0,0,0.0,0.0
2024-04-25,Arizona,0,0,0.0,0.0
2024-04-26,Arizona,0,0,0.0,0.0
2024-04-27,Arizona,0,0,0.0,0.0
2024-04-28,Arizona,0,0,0.0,0.0
2024-04-29,Arizona,0,0,0.0,0.0
2024-04-30,Arizona,0,0,0.0,0.0
2024-05-01,Arizona,0,0,0.0,0.0
2024-05-02,Arizona,0,0,0.0,0.0
2024-05-03,Arizona,0,0,0.0,0.0
2024-05-04,Arizona,0,0,0.0,0.0
2024-05-05,Arizona,0,0,0.0,0.0
2024-05-06,Arizona,0,0,0.0,0.0
2024-05-07,Arizona,0,0,0.0,0.0
2024-05-08,Arizona,0,0,0.0,0.0
2024-05-09,Arizona,0,0,0.0,0.0
2024-05-10,Arizona,0,0,0.0,0.0
2024-05-11,Arizona,0,0,0.0,0.0
2024-05-12,Arizona,0,0,0.0,0.0
2024-05-13,Arizona,0,0,0.0,0.0
2024-05-14,Arizona,0,0,0.0,0.0
2024-05-15,Arizona,0,0,0.0,0.0
2024-05-16,Arizona,0,0,0.0,0.0
2024-05-17,Arizona,0,0,0.0,0.0
2024-05-18,Arizona,0,0,0.0,0.0
2024-05-19,Arizona,0,0,0.0,0.0
2024-05-20,Arizona,0,0,0.0,0.0
2024-05-21,Arizona,0,0,0.0,0.0
2024-05-22,Arizona,0,0,0.0,0.0
2024-05-23,Arizona,0,0,0.0,0.0
2024-05-24,Arizona,0,0,0.0,0.0
2024-05-25,Arizona,0,0,0.0,0.0
2024-05-26,Arizona,0,0,0.0,0.0
2024-05-27,Arizona,0,0,0.0,0.0
2024-05-28,Arizona,0,0,0.0,0.0
2024-05-29,Arizona,0,0,0.0,0.0
2024-05-30,Arizona,0,0,0.0,0.0
2024-05-31,Arizona,0,0,0.0,0.0
2024-06-01,Arizona,0,0,0.0,0.0
2024-06-02,Arizona,0,0,0.0,0.0
2024-06-03,Arizona,0,0,0.0,0.0
2024-06-04,Arizona,0,0,0.0,0.0
2024-06-05,Arizona,0,0,0.0,0.0
2024-06-06,Arizona,0,0,0.0,0.0
2024-06-07,Arizona,0,0,0.0,0.0
2024-06-08,Arizona,0,0,0.0,0.0
2024-06-09,Arizona,0,0,0.0,0.0
2024-06-10,Arizona,0,0,0.0,0.0
2024-06-11,Arizona,0,0,0.0,0.0
2024-06-12,Arizona,0,0,0.0,0.0
2024-06-13,Arizona,0,0,0.0,0.0
2024-06-14,Arizona,0,0,0.0,0.0
2024-06-15,Arizona,0,0,0.0,0.0
2024-06-16,Arizona,0,0,0.0,0.0
2024-06-17,Arizona,0,0,0.0,0.0
2024-06-18,Arizona,0,0,0.0,0.0
2024-06-19,Arizona,0,0,0.0,0.0
2024-06-20,Arizona,0,0,0.0,0.0
2024-06-21,Arizona,0,0,0.0,0.0
2024-06-22,Arizona,0,0,0.0,0.0
2024-06-23,Arizona,0,0,0.0,0.0
2024-06-24,Arizona,0,0,0.0,0.0
2024-06-25,Arizona,0,0,0.0,0.0
2024-06-26,Arizona,0,0,0.0,0.0
2024-06-27,Arizona,0,0,0.0,0.0
2024-06-28,Arizona,0,0,0.0,0.0
2024-06-29,Arizona,0,0,0.0,0.0
2024-06-30,Arizona,0,0,0.0,0.0
2024-07-01,Arizona,0,0,0.0,0.0
2024-07-02,Arizona,0,0,0.0,0.0
2024-07-03,Arizona,0,0,0.0,0.0
2024-07-04,Arizona,0,0,0.0,0.0
2024-07-05,Arizona,0,0,0.0,0.0
2024-07-06,Arizona,0,0,0.0,0.0
2024-07-07,Arizona,0,0,0.0,0.0
2024-07-08,Arizona,0,0,0.0,0.0
2024-07-09,Arizona,0,0,0.0,0.0
2024-07-10,Arizona,0,0,0.0,0.0
2024-07-11,Arizona,0,0,0.0,0.0
2024-07-12,Arizona,0,0,0.0,0.0
2024-07-13,Arizona,0,0,0.0,0.0
2024-07-14,Arizona,0,0,0.0,0.0
2024-07-15,Arizona,0,0,0.0,0.0
2024-07-16,Arizona,0,0,0.0,0.0
2024-07-17,Arizona,0,0,0.0,0.0
2024-07-18,Arizona,0,0,0.0,0.0
2024-07-19,Arizona,0,0,0.0,0.0
2024-07-20,Arizona,0,0,0.0,0.0
2024-07-21,Arizona,0,0,0.0,0.0
2024-07-22,Arizona,0,0,0.0,0.0
2024-07-23,Arizona,0,0,0.0,0.0
2024-07-24,Arizona,0,0,0.0,0.0
2024-07-25,Arizona,0,0,0.0,0.0
2024-07-26,Arizona,0,0,0.0,0.0
2024-07-27,Arizona,0,0,0.0,0.0
2024-07-28,Arizona,0,0,0.0,0.0
2024-07-29,Arizona,0,0,0.0,0.0
2024-07-30,Arizona,0,0,0.0,0.0
2024-07-31,Arizona,0,0,0.0,0.0
2024-08-01,Arizona,0,0,0.0,0.0
2024-08-02,Arizona,0,0,0.0,0.0
2024-08-03,Arizona,0,0,0.0,0.0
2024-08-04,Arizona,0,0,0.0,0.0
2024-08-05,Arizona,0,0,0.0,0.0
2024-08-06,Arizona,0,0,0.0,0.0
2024-08-07,Arizona,0,0,0.0,0.0
2024-08-08,Arizona,0,0,0.0,0.0
2024-08-09,Arizona,0,0,0.0,0.0
2024-08-10,Arizona,0,0,0.0,0.0
2024-08-11,Arizona,0,0,0.0,0.0
2024-08-12,Arizona,0,0,0.0,0.0
2024-08-13,Arizona,0,0,0.0,0.0
2024-08-14,Arizona,0,0,0.0,0.0
2024-08-15,Arizona,0,0,0.0,0.0
2024-08-16,Arizona,0,0,0.0,0.0
2024-08-17,Arizona,0,0,0.0,0.0
2024-08-18,Arizona,0,0,0.0,0.0
2024-08-19,Arizona,0,0,0.0,0.0
2024-08-20,Arizona,0,0,0.0,0.0
2024-08-21,Arizona,0,0,0.0,0.0
2024-08-22,Arizona,0,0,0.0,0.0
2024-08-23,Arizona,0,0,0.0,0.0
2024-08-24,Arizona,0,0,0.0,0.0
2024-08-25,Arizona,0,0,0.0,0.0
2024-08-26,Arizona,0,0,0.0,0.0
2024-08-27,Arizona,0,0,0.0,0.0
2024-08-28,Arizona,0,0,0.0,0.0
2024-08-29,Arizona,0,0,0.0,0.0
2024-08-30,Arizona,0,0,0.0,0.0
2024-08-31,Arizona,0,0,0.0,0.0
2024-09-01,Arizona,0,0,0.0,0.0
2024-09-02,Arizona,0,0,0.0,0.0
2024-09-03,Arizona,0,0,0.0,0.0
2024-09-04,Arizona,0,0,0.0,0.0
2024-09-05,Arizona,0,0,0.0,0.0
2024-09-06,Arizona,0,0,0.0,0.0
2024-09-07,Arizona,0,0,0.0,0.0
2024-09-08,Arizona,-1,1,-1.0,1.0
2024-09-09,Arizona,0,0,-1.0,1.0
2024-09-10,Arizona,0,0,-1.0,1.0
2024-09-11,Arizona,0,0,-1.0,1.0
2024-09-12,Arizona,0,0,-1.0,1.0
2024-09-13,Arizona,0,0,-1.0,1.0
2024-09-14,Arizona,0,0,-1.0,1.0
2024-09-15,Arizona,1,1,1.0,1.0
2024-09-16,Arizona,0,0,1.0,1.0
2024-09-17,Arizona,0,0,1.0,1.0
2024-09-18,Arizona,0,0,1.0,1.0
2024-09-19,Arizona,0,0,1.0,1.0
2024-09-20,Arizona,0,0,1.0,1.0
2024-09-21,Arizona,0,0,1.0,1.0
2024-09-22,Arizona,-1,1,-1.0,1.0
2024-09-23,Arizona,0,0,-1.0,1.0
2024-09-24,Arizona,0,0,-1.0,1.0
2024-09-25,Arizona,0,0,-1.0,1.0
2024-09-26,Arizona,0,0,-1.0,1.0
2024-09-27,Arizona,0,0,-1.0,1.0
2024-09-28,Arizona,0,0,-1.0,1.0
2024-09-29,Arizona,-1,1,-1.0,1.0
2024-09-30,Arizona,0,0,-1.0,1.0
2024-10-01,Arizona,0,0,-1.0,1.0
2024-10-02,Arizona,0,0,-1.0,1.0
2024-10-03,Arizona,0,0,-1.0,1.0
2024-10-04,Arizona,0,0,-1.0,1.0
2024-10-05,Arizona,0,0,-1.0,1.0
2024-10-06,Arizona,1,1,1.0,1.0
2024-10-07,Arizona,0,0,1.0,1.0
2024-10-08,Arizona,0,0,1.0,1.0
2024-10-09,Arizona,0,0,1.0,1.0
2024-10-10,Arizona,0,0,1.0,1.0
2024-10-11,Arizona,0,0,1.0,1.0
2024-10-12,Arizona,0,0,1.0,1.0
2024-10-13,Arizona,-1,1,-1.0,1.0
2024-10-14,Arizona,0,0,-1.0,1.0
2024-10-15,Arizona,0,0,-1.0,1.0
2024-10-16,Arizona,0,0,-1.0,1.0
2024-10-17,Arizona,0,0,-1.0,1.0
2024-10-18,Arizona,0,0,-1.0,1.0
2024-10-19,Arizona,0,0,-1.0,1.0
2024-10-20,Arizona,0,0,0.0,0.0
2024-10-21,Arizona,1,1,1.0,1.0
2024-10-22,Arizona,0,0,1.0,1.0
2024-10-23,Arizona,0,0,1.0,1.0
2024-10-24,Arizona,0,0,1.0,1.0
2024-10-25,Arizona,0,0,1.0,1.0
2024-10-26,Arizona,0,0,1.0,1.0
2024-10-27,Arizona,1,1,2.0,2.0
2024-10-28,Arizona,0,0,1.0,1.0
2024-10-29,Arizona,0,0,1.0,1.0
2024-10-30,Arizona,0,0,1.0,1.0
2024-10-31,Arizona,0,0,1.0,1.0
2024-11-01,Arizona,0,0,1.0,1.0
2024-11-02,Arizona,0,0,1.0,1.0
2024-11-03,Arizona,1,1,1.0,1.0
2024-11-04,Arizona,0,0,1.0,1.0
2024-11-05,Arizona,0,0,1.0,1.0
2024-11-06,Arizona,0,0,1.0,1.0
2024-11-07,Arizona,0,0,1.0,1.0
2024-11-08,Arizona,0,0,1.0,1.0
2024-11-09,Arizona,0,0,1.0,1.0
2024-11-10,Arizona,1,1,1.0,1.0
2024-11-11,Arizona,0,0,1.0,1.0
2024-11-12,Arizona,0,0,1.0,1.0
2024-11-13,Arizona,0,0,1.0,1.0
2024-11-14,Arizona,0,0,1.0,1.0
2024-11-15,Arizona,0,0,1.0,1.0
2024-11-16,Arizona,0,0,1.0,1.0
2024-11-17,Arizona,0,0,0.0,0.0
2024-11-18,Arizona,0,0,0.0,0.0
2024-11-19,Arizona,0,0,0.0,0.0
2024-11-20,Arizona,0,0,0.0,0.0
2024-11-21,Arizona,0,0,0.0,0.0
2024-11-22,Arizona,0,0,0.0,0.0
2024-11-23,Arizona,0,0,0.0,0.0
2024-11-24,Arizona,-1,1,-1.0,1.0
2024-11-25,Arizona,0,0,-1.0,1.0
2024-11-26,Arizona,0,0,-1.0,1.0
2024-11-27,Arizona,0,0,-1.0,1.0
2024-11-28,Arizona,0,0,-1.0,1.0
2024-11-29,Arizona,0,0,-1.0,1.0
2024-11-30,Arizona,0,0,-1.0,1.0
2024-12-01,Arizona,-1,1,-1.0,1.0
2024-12-02,Arizona,0,0,-1.0,1.0
2024-12-03,Arizona,0,0,-1.0,1.0
2024-12-04,Arizona,0,0,-1.0,1.0
2024-12-05,Arizona,0,0,-1.0,1.0
2024-12-06,Arizona,0,0,-1.0,1.0
2024-12-07,Arizona,0,0,-1.0,1.0
2024-12-08,Arizona,-1,1,-1.0,1.0
2024-12-09,Arizona,0,0,-1.0,1.0
2024-12-10,Arizona,0,0,-1.0,1.0
2024-12-11,Arizona,0,0,-1.0,1.0
2024-12-12,Arizona,0,0,-1.0,1.0
2024-12-13,Arizona,0,0,-1.0,1.0
2024-12-14,Arizona,0,0,-1.0,1.0
2024-12-15,Arizona,1,1,1.0,1.0
2024-12-16,Arizona,0,0,1.0,1.0
2024-12-17,Arizona,0,0,1.0,1.0
2024-12-18,Arizona,0,0,1.0,1.0
2024-12-19,Arizona,0,0,1.0,1.0
2024-12-20,Arizona,0,0,1.0,1.0
2024-12-21,Arizona,0,0,1.0,1.0
2024-12-22,Arizona,-1,1,-1.0,1.0
2024-12-23,Arizona,0,0,-1.0,1.0
2024-12-24,Arizona,0,0,-1.0,1.0
2024-12-25,Arizona,0,0,-1.0,1.0
2024-12-26,Arizona,0,0,-1.0,1.0
2024-12-27,Arizona,0,0,-1.0,1.0
2024-12-28,Arizona,-1,1,-2.0,2.0
2024-12-29,Arizona,0,0,-1.0,1.0
2024-12-30,Arizona,0,0,-1.0,1.0
2024-12-31,Arizona,0,0,-1.0,1.0
2025-01-01,Arizona,0,0,-1.0,1.0
2025-01-02,Arizona,0,0,-1.0,1.0
2025-01-03,Arizona,0,0,-1.0,1.0
2025-01-04,Arizona,0,0,0.0,0.0
2025-01-05,Arizona,1,1,1.0,1.0
2022-04-08,Arlington,-1,1,-1.0,1.0
2022-04-09,Arlington,-1,1,-2.0,2.0
2022-04-10,Arlington,1,1,-1.0,3.0
2022-04-11,Arlington,-1,1,-2.0,4.0
2022-04-12,Arlington,-1,1,-3.0,5.0
2022-04-13,Arlington,0,0,-3.0,5.0
2022-04-14,Arlington,1,1,-2.0,6.0
