date,City,index_sum,games,index_sum_7d,games_7d
2024-04-09,Los Angeles,0,4,8.0,18.0
2024-04-10,Los Angeles,-2,2,3.0,17.0
2024-04-11,Los Angeles,1,1,2.0,16.0
2024-04-12,Los Angeles,-1,3,1.0,17.0
2024-04-13,Los Angeles,2,2,0.0,16.0
2024-04-14,Los Angeles,-1,3,0.0,16.0
2024-04-15,Los Angeles,-2,2,-3.0,17.0
2024-04-16,Los Angeles,1,1,-2.0,14.0
2024-04-17,Los Angeles,-1,1,-1.0,13.0
2024-04-18,Los Angeles,1,1,-1.0,13.0
2024-04-19,Los Angeles,-1,1,-1.0,11.0
2024-04-20,Los Angeles,-1,1,-4.0,10.0
2024-04-21,Los Angeles,1,1,-2.0,8.0
2024-04-22,Los Angeles,-1,1,-1.0,7.0
2024-04-23,Los Angeles,1,1,-1.0,7.0
2024-04-24,Los Angeles,2,2,2.0,8.0
2024-04-25,Los Angeles,1,1,2.0,8.0
2024-04-26,Los Angeles,0,2,3.0,9.0
2024-04-27,Los Angeles,1,1,5.0,9.0
2024-04-28,Los Angeles,-2,2,2.0,10.0
2024-04-29,Los Angeles,1,1,4.0,10.0
2024-04-30,Los Angeles,-1,1,2.0,10.0
2024-05-01,Los Angeles,0,2,0.0,10.0
2024-05-02,Los Angeles,0,0,-1.0,9.0
2024-05-03,Los Angeles,1,1,0.0,8.0
2024-05-04,Los Angeles,1,1,0.0,8.0
2024-05-05,Los Angeles,1,1,3.0,7.0
2024-05-06,Los Angeles,1,1,3.0,7.0
2024-05-07,Los Angeles,1,1,5.0,7.0
2024-05-08,Los Angeles,1,1,6.0,6.0
2024-05-09,Los Angeles,0,0,6.0,6.0
2024-05-10,Los Angeles,-1,1,4.0,6.0
2024-05-11,Los Angeles,1,1,4.0,6.0
2024-05-12,Los Angeles,-1,1,2.0,6.0
2024-05-13,Los Angeles,1,1,2.0,6.0
2024-05-14,Los Angeles,1,1,2.0,6.0
2024-05-15,Los Angeles,-1,1,0.0,6.0
2024-05-16,Los Angeles,-1,1,-1.0,7.0
2024-05-17,Los Angeles,1,1,1.0,7.0
2024-05-18,Los Angeles,1,1,1.0,7.0
2024-05-19,Los Angeles,1,1,3.0,7.0
2024-05-20,Los Angeles,1,1,3.0,7.0
2024-05-21,Los Angeles,-1,1,1.0,7.0
2024-05-22,Los Angeles,-1,1,1.0,7.0
2024-05-23,Los Angeles,0,0,2.0,6.0
2024-05-24,Los Angeles,-1,1,0.0,6.0
2024-05-25,Los Angeles,-1,1,-2.0,6.0
2024-05-26,Los Angeles,-1,1,-4.0,6.0
2024-05-27,Los Angeles,0,0,-5.0,5.0
2024-05-28,Los Angeles,2,2,-2.0,6.0
2024-05-29,Los Angeles,1,1,0.0,6.0
2024-05-30,Los Angeles,0,0,0.0,6.0
2024-05-31,Los Angeles,-1,1,0.0,6.0
2024-06-01,Los Angeles,1,1,2.0,6.0
2024-06-02,Los Angeles,1,1,4.0,6.0
2024-06-03,Los Angeles,0,0,4.0,6.0
2024-06-04,Los Angeles,-1,1,1.0,5.0
2024-06-05,Los Angeles,-1,1,-1.0,5.0
2024-06-06,Los Angeles,1,1,0.0,6.0
2024-06-07,Los Angeles,1,1,2.0,6.0
2024-06-08,Los Angeles,1,1,2.0,6.0
2024-06-09,Los Angeles,-1,1,0.0,6.0
2024-06-10,Los Angeles,0,0,0.0,6.0
2024-06-11,Los Angeles,1,1,2.0,6.0
2024-06-12,Los Angeles,-1,1,2.0,6.0
2024-06-13,Los Angeles,-1,1,0.0,6.0
2024-06-14,Los Angeles,1,1,0.0,6.0
2024-06-15,Los Angeles,-1,1,-2.0,6.0
2024-06-16,Los Angeles,1,1,0.0,6.0
2024-06-17,Los Angeles,1,1,1.0,7.0
2024-06-18,Los Angeles,1,1,1.0,7.0
2024-06-19,Los Angeles,-1,1,1.0,7.0
2024-06-20,Los Angeles,1,1,3.0,7.0
2024-06-21,Los Angeles,-1,1,1.0,7.0
2024-06-22,Los Angeles,1,1,3.0,7.0
2024-06-23,Los Angeles,0,0,2.0,6.0
2024-06-24,Los Angeles,1,1,2.0,6.0
2024-06-25,Los Angeles,1,1,2.0,6.0
2024-06-26,Los Angeles,1,1,4.0,6.0
2024-06-27,Los Angeles,0,0,3.0,5.0
2024-06-28,Los Angeles,-1,1,3.0,5.0
2024-06-29,Los Angeles,1,1,3.0,5.0
2024-06-30,Los Angeles,-1,1,2.0,6.0
2024-07-01,Los Angeles,0,0,1.0,5.0
2024-07-02,Los Angeles,1,1,1.0,5.0
2024-07-03,Los Angeles,-1,1,-1.0,5.0
2024-07-04,Los Angeles,-1,1,-2.0,6.0
2024-07-05,Los Angeles,1,1,0.0,6.0
2024-07-06,Los Angeles,1,1,0.0,6.0
2024-07-07,Los Angeles,-1,1,0.0,6.0
2024-07-08,Los Angeles,0,0,0.0,6.0
2024-07-09,Los Angeles,-1,1,-2.0,6.0
2024-07-10,Los Angeles,-1,1,-2.0,6.0
2024-07-11,Los Angeles,-1,1,-2.0,6.0
2024-07-12,Los Angeles,1,1,-2.0,6.0
2024-07-13,Los Angeles,-1,1,-4.0,6.0
2024-07-14,Los Angeles,-1,1,-4.0,6.0
2024-07-15,Los Angeles,0,0,-4.0,6.0
2024-07-16,Los Angeles,0,0,-3.0,5.0
2024-07-17,Los Angeles,0,0,-2.0,4.0
2024-07-18,Los Angeles,0,0,-1.0,3.0
2024-07-19,Los Angeles,1,1,-1.0,3.0
2024-07-20,Los Angeles,1,1,1.0,3.0
2024-07-21,Los Angeles,1,1,3.0,3.0
2024-07-22,Los Angeles,1,1,4.0,4.0
2024-07-23,Los Angeles,1,1,5.0,5.0
2024-07-24,Los Angeles,-1,1,4.0,6.0
2024-07-25,Los Angeles,1,1,5.0,7.0
2024-07-26,Los Angeles,-1,1,3.0,7.0
2024-07-27,Los Angeles,-1,1,1.0,7.0
2024-07-28,Los Angeles,1,1,1.0,7.0
2024-07-29,Los Angeles,0,0,0.0,6.0
2024-07-30,Los Angeles,-1,1,-2.0,6.0
2024-07-31,Los Angeles,-1,1,-2.0,6.0
2024-08-01,Los Angeles,0,0,-3.0,5.0
2024-08-02,Los Angeles,-1,1,-3.0,5.0
2024-08-03,Los Angeles,1,1,-1.0,5.0
2024-08-04,Los Angeles,1,1,-1.0,5.0
2024-08-05,Los Angeles,1,1,0.0,6.0
2024-08-06,Los Angeles,-1,1,0.0,6.0
2024-08-07,Los Angeles,-1,1,0.0,6.0
2024-08-08,Los Angeles,0,0,0.0,6.0
2024-08-09,Los Angeles,1,1,2.0,6.0
2024-08-10,Los Angeles,1,1,2.0,6.0
2024-08-11,Los Angeles,1,1,2.0,6.0
2024-08-12,Los Angeles,1,1,2.0,6.0
2024-08-13,Los Angeles,1,1,4.0,6.0
2024-08-14,Los Angeles,-1,1,4.0,6.0
2024-08-15,Los Angeles,-1,1,3.0,7.0
2024-08-16,Los Angeles,1,1,3.0,7.0
2024-08-17,Los Angeles,-1,1,1.0,7.0
2024-08-18,Los Angeles,1,1,1.0,7.0
2024-08-19,Los Angeles,1,1,1.0,7.0
2024-08-20,Los Angeles,1,1,1.0,7.0
2024-08-21,Los Angeles,1,1,3.0,7.0
2024-08-22,Los Angeles,0,0,4.0,6.0
2024-08-23,Los Angeles,1,1,4.0,6.0
2024-08-24,Los Angeles,-1,1,4.0,6.0
2024-08-25,Los Angeles,1,1,4.0,6.0
2024-08-26,Los Angeles,0,0,3.0,5.0
2024-08-27,Los Angeles,-1,1,1.0,5.0
2024-08-28,Los Angeles,1,1,1.0,5.0
2024-08-29,Los Angeles,1,1,2.0,6.0
2024-08-30,Los Angeles,1,1,2.0,6.0
2024-08-31,Los Angeles,1,1,4.0,6.0
2024-09-01,Los Angeles,-1,1,2.0,6.0
2024-09-02,Los Angeles,1,1,3.0,7.0
2024-09-03,Los Angeles,1,1,5.0,7.0
2024-09-04,Los Angeles,-1,1,3.0,7.0
2024-09-05,Los Angeles,0,0,2.0,6.0
2024-09-06,Los Angeles,-1,1,0.0,6.0
2024-09-07,Los Angeles,1,1,0.0,6.0
2024-09-08,Los Angeles,1,3,2.0,8.0
2024-09-09,Los Angeles,-1,1,0.0,8.0
2024-09-10,Los Angeles,-1,1,-2.0,8.0
2024-09-11,Los Angeles,1,1,0.0,8.0
2024-09-12,Los Angeles,0,0,0.0,8.0
2024-09-13,Los Angeles,-1,1,0.0,8.0
2024-09-14,Los Angeles,-1,1,-2.0,8.0
2024-09-15,Los Angeles,1,3,-2.0,8.0
2024-09-16,Los Angeles,1,1,0.0,8.0
2024-09-17,Los Angeles,-1,1,0.0,8.0
2024-09-18,Los Angeles,1,1,0.0,8.0
2024-09-19,Los Angeles,1,1,1.0,9.0
2024-09-20,Los Angeles,1,1,3.0,9.0
2024-09-21,Los Angeles,-1,1,3.0,9.0
2024-09-22,Los Angeles,1,3,3.0,9.0
2024-09-23,Los Angeles,0,0,2.0,8.0
2024-09-24,Los Angeles,-1,1,2.0,8.0
2024-09-25,Los Angeles,1,1,2.0,8.0
2024-09-26,Los Angeles,1,1,2.0,8.0
2024-09-27,Los Angeles,1,1,2.0,8.0
2024-09-28,Los Angeles,1,1,4.0,8.0
2024-09-29,Los Angeles,-1,3,2.0,8.0
2024-09-30,Los Angeles,0,0,2.0,8.0
2024-10-01,Los Angeles,0,0,3.0,7.0
2024-10-02,Los Angeles,0,0,2.0,6.0
2024-10-03,Los Angeles,0,0,1.0,5.0
2024-10-04,Los Angeles,0,0,0.0,4.0
2024-10-05,Los Angeles,0,0,-1.0,3.0
2024-10-06,Los Angeles,-1,1,-1.0,1.0
2024-10-07,Los Angeles,0,0,-1.0,1.0
2024-10-08,Los Angeles,0,0,-1.0,1.0
2024-10-09,Los Angeles,0,0,-1.0,1.0
2024-10-10,Los Angeles,1,1,0.0,2.0
2024-10-11,Los Angeles,0,0,0.0,2.0
2024-10-12,Los Angeles,-1,1,-1.0,3.0
2024-10-13,Los Angeles,1,1,1.0,3.0
2024-10-14,Los Angeles,-1,1,0.0,4.0
2024-10-15,Los Angeles,0,0,0.0,4.0
2024-10-16,Los Angeles,-1,1,-1.0,5.0
2024-10-17,Los Angeles,1,1,-1.0,5.0
2024-10-18,Los Angeles,0,0,-1.0,5.0
2024-10-19,Los Angeles,0,0,0.0,4.0
2024-10-20,Los Angeles,2,2,1.0,5.0
2024-10-21,Los Angeles,-1,1,1.0,5.0
2024-10-22,Los Angeles,-1,1,0.0,6.0
2024-10-23,Los Angeles,0,0,1.0,5.0
2024-10-24,Los Angeles,2,2,2.0,6.0
2024-10-25,Los Angeles,0,0,2.0,6.0
2024-10-26,Los Angeles,1,1,3.0,7.0
2024-10-27,Los Angeles,1,1,2.0,6.0
2024-10-28,Los Angeles,0,0,3.0,5.0
2024-10-29,Los Angeles,-1,1,3.0,5.0
2024-10-30,Los Angeles,1,1,4.0,6.0
2024-10-31,Los Angeles,0,0,2.0,4.0
2024-11-01,Los Angeles,0,0,2.0,4.0
2024-11-02,Los Angeles,-1,1,0.0,4.0
2024-11-03,Los Angeles,2,2,1.0,5.0
2024-11-04,Los Angeles,1,1,2.0,6.0
2024-11-05,Los Angeles,1,1,4.0,6.0
2024-11-06,Los Angeles,0,0,3.0,5.0
2024-11-07,Los Angeles,-1,1,2.0,6.0
2024-11-08,Los Angeles,0,0,2.0,6.0
2024-11-09,Los Angeles,1,1,4.0,6.0
2024-11-10,Los Angeles,1,1,3.0,5.0
2024-11-11,Los Angeles,-2,2,0.0,6.0
2024-11-12,Los Angeles,0,0,-1.0,5.0
2024-11-13,Los Angeles,-1,1,-2.0,6.0
2024-11-14,Los Angeles,0,0,-1.0,5.0
2024-11-15,Los Angeles,0,0,-1.0,5.0
2024-11-16,Los Angeles,1,1,-1.0,5.0
2024-11-17,Los Angeles,2,2,0.0,6.0
2024-11-18,Los Angeles,0,0,2.0,4.0
2024-11-19,Los Angeles,0,0,2.0,4.0
2024-11-20,Los Angeles,-1,1,2.0,4.0
2024-11-21,Los Angeles,0,0,2.0,4.0
2024-11-22,Los Angeles,0,0,2.0,4.0
2024-11-23,Los Angeles,1,1,2.0,4.0
2024-11-24,Los Angeles,-1,1,-1.0,3.0
2024-11-25,Los Angeles,-2,2,-3.0,5.0
2024-11-26,Los Angeles,0,0,-3.0,5.0
2024-11-27,Los Angeles,1,1,-1.0,5.0
2024-11-28,Los Angeles,0,0,-1.0,5.0
2024-11-29,Los Angeles,1,1,0.0,6.0
2024-11-30,Los Angeles,1,1,0.0,6.0
2024-12-01,Los Angeles,2,2,3.0,7.0
2024-12-02,Los Angeles,0,0,5.0,5.0
2024-12-03,Los Angeles,0,0,5.0,5.0
2024-12-04,Los Angeles,1,1,5.0,5.0
2024-12-05,Los Angeles,0,0,5.0,5.0
2024-12-06,Los Angeles,0,0,4.0,4.0
2024-12-07,Los Angeles,1,1,4.0,4.0
2024-12-08,Los Angeles,0,2,2.0,4.0
2024-12-09,Los Angeles,0,0,2.0,4.0
2024-12-10,Los Angeles,1,1,3.0,5.0
2024-12-11,Los Angeles,0,0,2.0,4.0
2024-12-12,Los Angeles,0,2,2.0,6.0
2024-12-13,Los Angeles,0,0,2.0,6.0
2024-12-14,Los Angeles,1,1,2.0,6.0
2024-12-15,Los Angeles,-1,1,1.0,5.0
2024-12-16,Los Angeles,0,0,1.0,5.0
2024-12-17,Los Angeles,-1,1,-1.0,5.0
2024-12-18,Los Angeles,0,0,-1.0,5.0
2024-12-19,Los Angeles,2,2,1.0,5.0
2024-12-20,Los Angeles,0,0,1.0,5.0
2024-12-21,Los Angeles,-1,1,-1.0,5.0
2024-12-22,Los Angeles,0,2,0.0,6.0
2024-12-23,Los Angeles,0,0,0.0,6.0
2024-12-24,Los Angeles,0,0,1.0,5.0
2024-12-25,Los Angeles,0,0,1.0,5.0
2024-12-26,Los Angeles,0,0,-1.0,3.0
2024-12-27,Los Angeles,0,0,-1.0,3.0
2024-12-28,Los Angeles,3,3,3.0,5.0
2024-12-29,Los Angeles,1,1,4.0,4.0
2024-12-30,Los Angeles,0,0,4.0,4.0
2024-12-31,Los Angeles,0,0,4.0,4.0
2025-01-01,Los Angeles,1,1,5.0,5.0
2025-01-02,Los Angeles,0,0,5.0,5.0
2025-01-03,Los Angeles,0,0,5.0,5.0
2025-01-04,Los Angeles,1,1,3.0,3.0
2025-01-05,Los Angeles,0,2,2.0,4.0
2025-01-06,Los Angeles,0,0,2.0,4.0
2025-01-07,Los Angeles,0,0,2.0,4.0
2025-01-08,Los Angeles,0,0,1.0,3.0
2025-01-09,Los Angeles,0,0,1.0,3.0
2025-01-10,Los Angeles,1,1,2.0,4.0
2025-01-11,Los Angeles,-2,2,-1.0,5.0
2025-01-12,Los Angeles,0,0,-1.0,3.0
2025-01-13,Los Angeles,0,2,-1.0,5.0
2025-01-14,Los Angeles,0,0,-1.0,5.0
2025-01-15,Los Angeles,0,0,-1.0,5.0
2025-01-16,Los Angeles,1,1,0.0,6.0
2025-01-17,Los Angeles,0,0,-1.0,5.0
2025-01-18,Los Angeles,-1,1,0.0,4.0
2025-01-19,Los Angeles,-1,1,-1.0,5.0
2025-01-20,Los Angeles,-1,1,-2.0,4.0
2025-01-21,Los Angeles,0,0,-2.0,4.0
2025-01-22,Los Angeles,1,1,-1.0,5.0
2025-01-23,Los Angeles,0,0,-2.0,4.0
2025-01-24,Los Angeles,0,0,-2.0,4.0
2025-01-25,Los Angeles,-1,1,-2.0,4.0
2025-01-26,Los Angeles,0,0,-1.0,3.0
2025-01-27,Los Angeles,-1,1,-1.0,3.0
2025-01-28,Los Angeles,0,0,-1.0,3.0
2025-01-29,Los Angeles,-1,1,-3.0,3.0
2025-01-30,Los Angeles,-1,1,-4.0,4.0
2025-01-31,Los Angeles,0,0,-4.0,4.0
2025-02-01,Los Angeles,1,1,-2.0,4.0
2025-02-02,Los Angeles,0,0,-2.0,4.0
2025-02-03,Los Angeles,0,0,-1.0,3.0
2025-02-04,Los Angeles,0,0,-1.0,3.0
2025-02-05,Los Angeles,1,1,1.0,3.0
2025-02-06,Los Angeles,0,0,2.0,2.0
2025-02-07,Los Angeles,1,1,3.0,3.0
2025-02-08,Los Angeles,-1,1,1.0,3.0
2025-02-09,Los Angeles,0,0,1.0,3.0
2025-02-10,Los Angeles,0,0,1.0,3.0
2025-02-11,Los Angeles,0,0,1.0,3.0
2025-02-12,Los Angeles,0,0,0.0,2.0
2025-02-13,Los Angeles,0,0,0.0,2.0
2025-02-14,Los Angeles,0,0,-1.0,1.0
2025-02-15,Los Angeles,0,0,0.0,0.0
2025-02-16,Los Angeles,0,0,0.0,0.0
2025-02-17,Los Angeles,0,0,0.0,0.0
2025-02-18,Los Angeles,0,0,0.0,0.0
2025-02-19,Los Angeles,0,0,0.0,0.0
2025-02-20,Los Angeles,0,0,0.0,0.0
2025-02-21,Los Angeles,0,0,0.0,0.0
2025-02-22,Los Angeles,1,1,1.0,1.0
2025-02-23,Los Angeles,0,0,1.0,1.0
2025-02-24,Los Angeles,1,1,2.0,2.0
2025-02-25,Los Angeles,0,0,2.0,2.0
2025-02-26,Los Angeles,-1,1,1.0,3.0
2025-02-27,Los Angeles,0,0,1.0,3.0
2025-02-28,Los Angeles,-1,1,0.0,4.0
2025-03-01,Los Angeles,-1,1,-2.0,4.0
2025-03-02,Los Angeles,0,0,-2.0,4.0
2025-03-03,Los Angeles,-1,1,-4.0,4.0
2025-03-04,Los Angeles,0,0,-4.0,4.0
2025-03-05,Los Angeles,-1,1,-4.0,4.0
2025-03-06,Los Angeles,0,0,-4.0,4.0
2025-03-07,Los Angeles,0,0,-3.0,3.0
2025-03-08,Los Angeles,1,1,-1.0,3.0
2025-03-09,Los Angeles,1,1,0.0,4.0
2025-03-10,Los Angeles,0,0,1.0,3.0
2025-03-11,Los Angeles,1,1,2.0,4.0
2025-03-12,Los Angeles,0,0,3.0,3.0
2025-03-13,Los Angeles,1,1,4.0,4.0
2025-03-14,Los Angeles,0,0,4.0,4.0
2025-03-15,Los Angeles,1,1,4.0,4.0
2025-03-16,Los Angeles,0,0,3.0,3.0
2025-03-17,Los Angeles,-1,1,2.0,4.0
2025-03-18,Los Angeles,0,0,1.0,3.0
2025-03-19,Los Angeles,0,0,1.0,3.0
2025-03-20,Los Angeles,1,1,1.0,3.0
2025-03-21,Los Angeles,0,0,1.0,3.0
2025-03-22,Los Angeles,1,1,1.0,3.0
2025-03-23,Los Angeles,1,1,2.0,4.0
2025-03-24,Los Angeles,0,0,3.0,3.0
2025-03-25,Los Angeles,1,1,4.0,4.0
2025-03-26,Los Angeles,0,0,4.0,4.0
2025-03-27,Los Angeles,-1,1,2.0,4.0
2025-03-28,Los Angeles,0,0,2.0,4.0
2025-03-29,Los Angeles,-1,1,0.0,4.0
2025-03-30,Los Angeles,1,1,0.0,4.0
2025-03-31,Los Angeles,0,0,0.0,4.0
2025-04-01,Los Angeles,1,1,0.0,4.0
2025-04-02,Los Angeles,0,0,0.0,4.0
2025-04-03,Los Angeles,1,1,2.0,4.0
2025-04-04,Los Angeles,0,0,2.0,4.0
2025-04-05,Los Angeles,1,1,4.0,4.0
2025-04-06,Los Angeles,0,0,3.0,3.0
2025-04-07,Los Angeles,-1,1,2.0,4.0
2025-04-08,Los Angeles,0,0,1.0,3.0
2025-04-09,Los Angeles,0,0,1.0,3.0
2025-04-10,Los Angeles,1,1,1.0,3.0
2025-04-11,Los Angeles,0,0,1.0,3.0
2025-04-12,Los Angeles,1,1,1.0,3.0
2025-04-13,Los Angeles,0,0,1.0,3.0
2025-04-14,Los Angeles,1,1,3.0,3.0
2025-04-15,Los Angeles,1,1,4.0,4.0
2025-04-16,Los Angeles,0,0,4.0,4.0
2025-04-17,Los Angeles,-1,1,2.0,4.0
2025-04-18,Los Angeles,0,0,2.0,4.0
2025-04-19,Los Angeles,0,0,1.0,3.0
2025-04-20,Los Angeles,0,0,1.0,3.0
2025-04-21,Los Angeles,1,1,1.0,3.0
2025-04-22,Los Angeles,0,0,0.0,2.0
2025-04-23,Los Angeles,1,1,1.0,3.0
2025-04-24,Los Angeles,0,0,2.0,2.0
2025-04-25,Los Angeles,-1,1,1.0,3.0
2025-04-26,Los Angeles,0,0,1.0,3.0
2025-04-27,Los Angeles,-1,1,0.0,4.0
2025-04-28,Los Angeles,0,0,-1.0,3.0
2025-04-29,Los Angeles,-1,1,-2.0,4.0
2025-04-30,Los Angeles,0,0,-3.0,3.0
2025-05-01,Los Angeles,-1,1,-4.0,4.0
2022-01-03,Memphis,1,1,1.0,1.0
2022-01-04,Memphis,1,1,2.0,2.0
2022-01-05,Memphis,0,0,2.0,2.0
2022-01-06,Memphis,1,1,3.0,3.0
2022-01-07,Memphis,0,0,3.0,3.0
2022-01-08,Memphis,1,1,4.0,4.0
2022-01-09,Memphis,1,1,5.0,5.0
2022-01-10,Memphis,0,0,4.0,4.0
2022-01-11,Memphis,1,1,4.0,4.0
2022-01-12,Memphis,0,0,4.0,4.0
2022-01-13,Memphis,1,1,4.0,4.0
2022-01-14,Memphis,-1,1,3.0,5.0
2022-01-15,Memphis,0,0,2.0,4.0
2022-01-16,Memphis,0,0,1.0,3.0
2022-01-17,Memphis,1,1,2.0,4.0
2022-01-18,Memphis,0,0,1.0,3.0
2022-01-19,Memphis,-1,1,0.0,4.0
2022-01-20,Memphis,0,0,-1.0,3.0
2022-01-21,Memphis,1,1,1.0,3.0
2022-01-22,Memphis,0,0,1.0,3.0
2022-01-23,Memphis,-1,1,0.0,4.0
2022-01-24,Memphis,0,0,-1.0,3.0
2022-01-25,Memphis,0,0,-1.0,3.0
2022-01-26,Memphis,1,1,1.0,3.0
2022-01-27,Memphis,0,0,1.0,3.0
2022-01-28,Memphis,1,1,1.0,3.0
2022-01-29,Memphis,1,1,2.0,4.0
2022-01-30,Memphis,0,0,3.0,3.0
2022-01-31,Memphis,-1,1,2.0,4.0
2022-02-01,Memphis,0,0,2.0,4.0
2022-02-02,Memphis,1,1,2.0,4.0
2022-02-03,Memphis,0,0,2.0,4.0
2022-02-04,Memphis,0,0,1.0,3.0
2022-02-05,Memphis,1,1,1.0,3.0
2022-02-06,Memphis,0,0,1.0,3.0
2022-02-07,Memphis,0,0,2.0,2.0
2022-02-08,Memphis,1,1,3.0,3.0
2022-02-09,Memphis,0,0,2.0,2.0
2022-02-10,Memphis,1,1,3.0,3.0
2022-02-11,Memphis,0,0,3.0,3.0
2022-02-12,Memphis,1,1,3.0,3.0
2022-02-13,Memphis,0,0,3.0,3.0
2022-02-14,Memphis,0,0,3.0,3.0
2022-02-15,Memphis,1,1,3.0,3.0
2022-02-16,Memphis,-1,1,2.0,4.0
2022-02-17,Memphis,0,0,1.0,3.0
2022-02-18,Memphis,0,0,1.0,3.0
2022-02-19,Memphis,0,0,0.0,2.0
2022-02-20,Memphis,0,0,0.0,2.0
2022-02-21,Memphis,0,0,0.0,2.0
2022-02-22,Memphis,0,0,-1.0,1.0
2022-02-23,Memphis,0,0,0.0,0.0
2022-02-24,Memphis,-1,1,-1.0,1.0
2022-02-25,Memphis,0,0,-1.0,1.0
2022-02-26,Memphis,1,1,0.0,2.0
2022-02-27,Memphis,0,0,0.0,2.0
2022-02-28,Memphis,1,1,1.0,3.0
2022-03-01,Memphis,0,0,1.0,3.0
2022-03-02,Memphis,0,0,1.0,3.0
2022-03-03,Memphis,-1,1,1.0,3.0
2022-03-04,Memphis,0,0,1.0,3.0
2022-03-05,Memphis,1,1,1.0,3.0
2022-03-06,Memphis,-1,1,0.0,4.0
2022-03-07,Memphis,0,0,-1.0,3.0
2022-03-08,Memphis,1,1,0.0,4.0
2022-03-09,Memphis,0,0,0.0,4.0
2022-03-10,Memphis,0,0,1.0,3.0
2022-03-11,Memphis,1,1,2.0,4.0
2022-03-12,Memphis,0,0,1.0,3.0
2022-03-13,Memphis,1,1,3.0,3.0
2022-03-14,Memphis,0,0,3.0,3.0
2022-03-15,Memphis,1,1,3.0,3.0
2022-03-16,Memphis,0,0,3.0,3.0
2022-03-17,Memphis,0,0,3.0,3.0
2022-03-18,Memphis,-1,1,1.0,3.0
2022-03-19,Memphis,0,0,1.0,3.0
2022-03-20,Memphis,1,1,1.0,3.0
2022-03-21,Memphis,0,0,1.0,3.0
2022-03-22,Memphis,0,0,0.0,2.0
2022-03-23,Memphis,1,1,1.0,3.0
2022-03-24,Memphis,1,1,2.0,4.0
2022-03-25,Memphis,0,0,3.0,3.0
2022-03-26,Memphis,1,1,4.0,4.0
2022-03-27,Memphis,0,0,3.0,3.0
2022-03-28,Memphis,1,1,4.0,4.0
2022-03-29,Memphis,0,0,4.0,4.0
2022-03-30,Memphis,1,1,4.0,4.0
2022-03-31,Memphis,0,0,3.0,3.0
2022-04-01,Memphis,1,1,4.0,4.0
2022-04-02,Memphis,0,0,3.0,3.0
2022-04-03,Memphis,0,0,3.0,3.0
2022-04-04,Memphis,0,0,2.0,2.0
2022-04-05,Memphis,-1,1,1.0,3.0
2022-04-06,Memphis,0,0,0.0,2.0
2022-04-07,Memphis,-1,1,-1.0,3.0
2022-04-08,Memphis,0,0,-2.0,2.0
2022-04-09,Memphis,1,1,-1.0,3.0
2022-04-10,Memphis,-1,1,-2.0,4.0
2022-04-11,Memphis,0,0,-2.0,4.0
2022-04-12,Memphis,0,0,-1.0,3.0
2022-04-13,Memphis,0,0,-1.0,3.0
2022-04-14,Memphis,0,0,0.0,2.0
2022-04-15,Memphis,0,0,0.0,2.0
2022-04-16,Memphis,0,0,-1.0,1.0
2022-04-17,Memphis,0,0,0.0,0.0
2022-04-18,Memphis,0,0,0.0,0.0
2022-04-19,Memphis,0,0,0.0,0.0
2022-04-20,Memphis,0,0,0.0,0.0
2022-04-21,Memphis,0,0,0.0,0.0
2022-04-22,Memphis,0,0,0.0,0.0
2022-04-23,Memphis,0,0,0.0,0.0
2022-04-24,Memphis,0,0,0.0,0.0
2022-04-25,Memphis,0,0,0.0,0.0
2022-04-26,Memphis,0,0,0.0,0.0
2022-04-27,Memphis,0,0,0.0,0.0
2022-04-28,Memphis,0,0,0.0,0.0
2022-04-29,Memphis,0,0,0.0,0.0
2022-04-30,Memphis,0,0,0.0,0.0
2022-05-01,Memphis,0,0,0.0,0.0
2022-05-02,Memphis,0,0,0.0,0.0
2022-05-03,Memphis,0,0,0.0,0.0
2022-05-04,Memphis,0,0,0.0,0.0
2022-05-05,Memphis,0,0,0.0,0.0
2022-05-06,Memphis,0,0,0.0,0.0
2022-05-07,Memphis,0,0,0.0,0.0
2022-05-08,Memphis,0,0,0.0,0.0
2022-05-09,Memphis,0,0,0.0,0.0
2022-05-10,Memphis,0,0,0.0,0.0
2022-05-11,Memphis,0,0,0.0,0.0
2022-05-12,Memphis,0,0,0.0,0.0
2022-05-13,Memphis,0,0,0.0,0.0
2022-05-14,Memphis,0,0,0.0,0.0
2022-05-15,Memphis,0,0,0.0,0.0
2022-05-16,Memphis,0,0,0.0,0.0
2022-05-17,Memphis,0,0,0.0,0.0
2022-05-18,Memphis,0,0,0.0,0.0
2022-05-19,Memphis,0,0,0.0,0.0
2022-05-20,Memphis,0,0,0.0,0.0
2022-05-21,Memphis,0,0,0.0,0.0
2022-05-22,Memphis,0,0,0.0,0.0
2022-05-23,Memphis,0,0,0.0,0.0
2022-05-24,Memphis,0,0,0.0,0.0
2022-05-25,Memphis,0,0,0.0,0.0
2022-05-26,Memphis,0,0,0.0,0.0
2022-05-27,Memphis,0,0,0.0,0.0
2022-05-28,Memphis,0,0,0.0,0.0
2022-05-29,Memphis,0,0,0.0,0.0
2022-05-30,Memphis,0,0,0.0,0.0
2022-05-31,Memphis,0,0,0.0,0.0
2022-06-01,Memphis,0,0,0.0,0.0
2022-06-02,Memphis,0,0,0.0,0.0
2022-06-03,Memphis,0,0,0.0,0.0
