date,team,index_score,month,league,City
2018-03-27,New Jersey Devils,1,2018-03-01,nhl,New Jersey
2018-03-27,New York Islanders,1,2018-03-01,nhl,New York
2018-03-27,Ottawa Senators,-1,2018-03-01,nhl,Ottawa
2018-03-27,Philadelphia Flyers,-1,2018-03-01,nhl,Philadelphia
2018-03-27,Pittsburgh Penguins,-1,2018-03-01,nhl,Pittsburgh
2018-03-27,San Jose Sharks,-1,2018-03-01,nhl,San Jose
2018-03-27,St. Louis Blues,1,2018-03-01,nhl,St. Louis
2018-03-27,Vancouver Canucks,1,2018-03-01,nhl,Vancouver
2018-03-27,Winnipeg Jets,1,2018-03-01,nhl,Winnipeg
2018-03-28,Arizona Coyotes,1,2018-03-01,nhl,Arizona
2018-03-28,Colorado Avalanche,-1,2018-03-01,nhl,Colorado
2018-03-28,Florida Panthers,-1,2018-03-01,nhl,Florida
2018-03-28,New York Rangers,-1,2018-03-01,nhl,New York
2018-03-28,Philadelphia Flyers,1,2018-03-01,nhl,Philadelphia
2018-03-28,Toronto Maple Leafs,1,2018-03-01,nhl,Toronto
2018-03-28,Vegas Golden Knights,-1,2018-03-01,nhl,Vegas
2018-03-28,Washington Capitals,1,2018-03-01,nhl,Washington
2018-03-29,Arizona Coyotes,-1,2018-03-01,nhl,Arizona
2018-03-29,Boston Bruins,1,2018-03-01,nhl,Boston
2018-03-29,Buffalo Sabres,-1,2018-03-01,nhl,Buffalo
2018-03-29,Calgary Flames,-1,2018-03-01,nhl,Calgary
2018-03-29,Chicago Blackhawks,1,2018-03-01,nhl,Chicago
2018-03-29,Columbus Blue Jackets,1,2018-03-01,nhl,Columbus
2018-03-29,Dallas Stars,-1,2018-03-01,nhl,Dallas
2018-03-29,Detroit Red Wings,1,2018-03-01,nhl,Detroit
2018-03-29,Edmonton Oilers,-1,2018-03-01,nhl,Edmonton
2018-03-29,Florida Panthers,-1,2018-03-01,nhl,Florida
2018-03-29,Los Angeles Kings,1,2018-03-01,nhl,Los Angeles
2018-03-29,Minnesota Wild,1,2018-03-01,nhl,Minnesota
2018-03-29,Nashville Predators,1,2018-03-01,nhl,Nashville
2018-03-29,New Jersey Devils,-1,2018-03-01,nhl,New Jersey
2018-03-29,Ottawa Senators,1,2018-03-01,nhl,Ottawa
2018-03-29,Pittsburgh Penguins,1,2018-03-01,nhl,Pittsburgh
2018-03-29,San Jose Sharks,-1,2018-03-01,nhl,San Jose
2018-03-29,Tampa Bay Lightning,-1,2018-03-01,nhl,Tampa Bay
2018-03-29,Vancouver Canucks,1,2018-03-01,nhl,Vancouver
2018-03-29,Winnipeg Jets,-1,2018-03-01,nhl,Winnipeg
2018-03-30,Anaheim Ducks,1,2018-03-01,nhl,Anaheim
2018-03-30,Carolina Hurricanes,1,2018-03-01,nhl,Carolina
2018-03-30,Chicago Blackhawks,-1,2018-03-01,nhl,Chicago
2018-03-30,Colorado Avalanche,1,2018-03-01,nhl,Colorado
2018-03-30,Los Angeles Kings,-1,2018-03-01,nhl,Los Angeles
2018-03-30,New York Islanders,-1,2018-03-01,nhl,New York
2018-03-30,New York Rangers,-1,2018-03-01,nhl,New York
2018-03-30,St. Louis Blues,-1,2018-03-01,nhl,St. Louis
2018-03-30,Tampa Bay Lightning,1,2018-03-01,nhl,Tampa Bay
2018-03-30,Toronto Maple Leafs,1,2018-03-01,nhl,Toronto
2018-03-30,Vegas Golden Knights,1,2018-03-01,nhl,Vegas
2018-03-30,Washington Capitals,-1,2018-03-01,nhl,Washington
2018-03-31,Arizona Coyotes,1,2018-03-01,nhl,Arizona
2018-03-31,Boston Bruins,1,2018-03-01,nhl,Boston
2018-03-31,Buffalo Sabres,1,2018-03-01,nhl,Buffalo
2018-03-31,Calgary Flames,1,2018-03-01,nhl,Calgary
2018-03-31,Carolina Hurricanes,-1,2018-03-01,nhl,Carolina
2018-03-31,Columbus Blue Jackets,-1,2018-03-01,nhl,Columbus
2018-03-31,Dallas Stars,1,2018-03-01,nhl,Dallas
2018-03-31,Detroit Red Wings,1,2018-03-01,nhl,Detroit
2018-03-31,Edmonton Oilers,-1,2018-03-01,nhl,Edmonton
2018-03-31,Florida Panthers,-1,2018-03-01,nhl,Florida
2018-03-31,Minnesota Wild,-1,2018-03-01,nhl,Minnesota
2018-03-31,Montreal Canadiens,-1,2018-03-01,nhl,Montreal
2018-03-31,Nashville Predators,-1,2018-03-01,nhl,Nashville
2018-03-31,New Jersey Devils,1,2018-03-01,nhl,New Jersey
2018-03-31,New York Islanders,-1,2018-03-01,nhl,New York
2018-03-31,New York Rangers,1,2018-03-01,nhl,New York
2018-03-31,Ottawa Senators,-1,2018-03-01,nhl,Ottawa
2018-03-31,Pittsburgh Penguins,1,2018-03-01,nhl,Pittsburgh
2018-03-31,San Jose Sharks,-1,2018-03-01,nhl,San Jose
2018-03-31,St. Louis Blues,-1,2018-03-01,nhl,St. Louis
2018-03-31,Toronto Maple Leafs,-1,2018-03-01,nhl,Toronto
2018-03-31,Vancouver Canucks,1,2018-03-01,nhl,Vancouver
2018-03-31,Vegas Golden Knights,1,2018-03-01,nhl,Vegas
2018-03-31,Winnipeg Jets,1,2018-03-01,nhl,Winnipeg
2018-04-01,Anaheim Ducks,1,2018-04-01,nhl,Anaheim
2018-04-01,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-01,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-01,Montreal Canadiens,-1,2018-04-01,nhl,Montreal
2018-04-01,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-01,New Jersey Devils,1,2018-04-01,nhl,New Jersey
2018-04-01,Philadelphia Flyers,1,2018-04-01,nhl,Philadelphia
2018-04-01,Pittsburgh Penguins,-1,2018-04-01,nhl,Pittsburgh
2018-04-01,Tampa Bay Lightning,-1,2018-04-01,nhl,Tampa Bay
2018-04-01,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-02,Buffalo Sabres,-1,2018-04-01,nhl,Buffalo
2018-04-02,Carolina Hurricanes,-1,2018-04-01,nhl,Carolina
2018-04-02,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-02,Edmonton Oilers,-1,2018-04-01,nhl,Edmonton
2018-04-02,Florida Panthers,1,2018-04-01,nhl,Florida
2018-04-02,Los Angeles Kings,1,2018-04-01,nhl,Los Angeles
2018-04-02,Minnesota Wild,1,2018-04-01,nhl,Minnesota
2018-04-02,Ottawa Senators,-1,2018-04-01,nhl,Ottawa
2018-04-02,St. Louis Blues,-1,2018-04-01,nhl,St. Louis
2018-04-02,Toronto Maple Leafs,1,2018-04-01,nhl,Toronto
2018-04-02,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-02,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-03,Arizona Coyotes,1,2018-04-01,nhl,Arizona
2018-04-03,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-03,Calgary Flames,-1,2018-04-01,nhl,Calgary
2018-04-03,Columbus Blue Jackets,1,2018-04-01,nhl,Columbus
2018-04-03,Dallas Stars,1,2018-04-01,nhl,Dallas
2018-04-03,Detroit Red Wings,-1,2018-04-01,nhl,Detroit
2018-04-03,Florida Panthers,1,2018-04-01,nhl,Florida
2018-04-03,Montreal Canadiens,-1,2018-04-01,nhl,Montreal
2018-04-03,Nashville Predators,-1,2018-04-01,nhl,Nashville
2018-04-03,New Jersey Devils,1,2018-04-01,nhl,New Jersey
2018-04-03,New York Islanders,1,2018-04-01,nhl,New York
2018-04-03,New York Rangers,-1,2018-04-01,nhl,New York
2018-04-03,Philadelphia Flyers,-1,2018-04-01,nhl,Philadelphia
2018-04-03,San Jose Sharks,-1,2018-04-01,nhl,San Jose
2018-04-03,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-03,Vancouver Canucks,-1,2018-04-01,nhl,Vancouver
2018-04-03,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-03,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-04,Anaheim Ducks,1,2018-04-01,nhl,Anaheim
2018-04-04,Buffalo Sabres,-1,2018-04-01,nhl,Buffalo
2018-04-04,Chicago Blackhawks,1,2018-04-01,nhl,Chicago
2018-04-04,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-04,Ottawa Senators,1,2018-04-01,nhl,Ottawa
2018-04-04,St. Louis Blues,-1,2018-04-01,nhl,St. Louis
2018-04-05,Arizona Coyotes,-1,2018-04-01,nhl,Arizona
2018-04-05,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-05,Calgary Flames,-1,2018-04-01,nhl,Calgary
2018-04-05,Carolina Hurricanes,-1,2018-04-01,nhl,Carolina
2018-04-05,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-05,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-05,Detroit Red Wings,-1,2018-04-01,nhl,Detroit
2018-04-05,Edmonton Oilers,1,2018-04-01,nhl,Edmonton
2018-04-05,Florida Panthers,1,2018-04-01,nhl,Florida
2018-04-05,Los Angeles Kings,1,2018-04-01,nhl,Los Angeles
2018-04-05,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-05,Montreal Canadiens,1,2018-04-01,nhl,Montreal
2018-04-05,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-05,New Jersey Devils,1,2018-04-01,nhl,New Jersey
2018-04-05,New York Islanders,1,2018-04-01,nhl,New York
2018-04-05,New York Rangers,-1,2018-04-01,nhl,New York
2018-04-05,Philadelphia Flyers,1,2018-04-01,nhl,Philadelphia
2018-04-05,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-05,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-05,Toronto Maple Leafs,-1,2018-04-01,nhl,Toronto
2018-04-05,Vancouver Canucks,1,2018-04-01,nhl,Vancouver
2018-04-05,Vegas Golden Knights,-1,2018-04-01,nhl,Vegas
2018-04-05,Washington Capitals,-1,2018-04-01,nhl,Washington
2018-04-05,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-06,Anaheim Ducks,1,2018-04-01,nhl,Anaheim
2018-04-06,Buffalo Sabres,-1,2018-04-01,nhl,Buffalo
2018-04-06,Chicago Blackhawks,-1,2018-04-01,nhl,Chicago
2018-04-06,Dallas Stars,-1,2018-04-01,nhl,Dallas
2018-04-06,Ottawa Senators,-1,2018-04-01,nhl,Ottawa
2018-04-06,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-06,St. Louis Blues,1,2018-04-01,nhl,St. Louis
2018-04-06,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-07,Anaheim Ducks,1,2018-04-01,nhl,Anaheim
2018-04-07,Arizona Coyotes,-1,2018-04-01,nhl,Arizona
2018-04-07,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-07,Buffalo Sabres,-1,2018-04-01,nhl,Buffalo
2018-04-07,Calgary Flames,1,2018-04-01,nhl,Calgary
2018-04-07,Carolina Hurricanes,1,2018-04-01,nhl,Carolina
2018-04-07,Chicago Blackhawks,-1,2018-04-01,nhl,Chicago
2018-04-07,Colorado Avalanche,1,2018-04-01,nhl,Colorado
2018-04-07,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-07,Dallas Stars,1,2018-04-01,nhl,Dallas
2018-04-07,Detroit Red Wings,-1,2018-04-01,nhl,Detroit
2018-04-07,Edmonton Oilers,1,2018-04-01,nhl,Edmonton
2018-04-07,Florida Panthers,1,2018-04-01,nhl,Florida
2018-04-07,Los Angeles Kings,-1,2018-04-01,nhl,Los Angeles
2018-04-07,Minnesota Wild,1,2018-04-01,nhl,Minnesota
2018-04-07,Montreal Canadiens,-1,2018-04-01,nhl,Montreal
2018-04-07,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-07,New Jersey Devils,-1,2018-04-01,nhl,New Jersey
2018-04-07,New York Islanders,1,2018-04-01,nhl,New York
2018-04-07,New York Rangers,-1,2018-04-01,nhl,New York
2018-04-07,Ottawa Senators,-1,2018-04-01,nhl,Ottawa
2018-04-07,Philadelphia Flyers,1,2018-04-01,nhl,Philadelphia
2018-04-07,San Jose Sharks,-1,2018-04-01,nhl,San Jose
2018-04-07,St. Louis Blues,-1,2018-04-01,nhl,St. Louis
2018-04-07,Tampa Bay Lightning,-1,2018-04-01,nhl,Tampa Bay
2018-04-07,Toronto Maple Leafs,1,2018-04-01,nhl,Toronto
2018-04-07,Vancouver Canucks,-1,2018-04-01,nhl,Vancouver
2018-04-07,Vegas Golden Knights,-1,2018-04-01,nhl,Vegas
2018-04-07,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-07,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-08,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-08,Florida Panthers,1,2018-04-01,nhl,Florida
2018-04-11,Los Angeles Kings,-1,2018-04-01,nhl,Los Angeles
2018-04-11,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-11,Philadelphia Flyers,-1,2018-04-01,nhl,Philadelphia
2018-04-11,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-11,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-11,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-12,Anaheim Ducks,-1,2018-04-01,nhl,Anaheim
2018-04-12,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-12,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-12,Columbus Blue Jackets,1,2018-04-01,nhl,Columbus
2018-04-12,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-12,New Jersey Devils,-1,2018-04-01,nhl,New Jersey
2018-04-12,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-12,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-12,Toronto Maple Leafs,-1,2018-04-01,nhl,Toronto
2018-04-12,Washington Capitals,-1,2018-04-01,nhl,Washington
2018-04-13,Los Angeles Kings,-1,2018-04-01,nhl,Los Angeles
2018-04-13,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-13,Philadelphia Flyers,1,2018-04-01,nhl,Philadelphia
2018-04-13,Pittsburgh Penguins,-1,2018-04-01,nhl,Pittsburgh
2018-04-13,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-13,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-14,Anaheim Ducks,-1,2018-04-01,nhl,Anaheim
2018-04-14,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-14,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-14,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-14,New Jersey Devils,-1,2018-04-01,nhl,New Jersey
2018-04-14,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-14,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-14,Toronto Maple Leafs,-1,2018-04-01,nhl,Toronto
2018-04-15,Columbus Blue Jackets,1,2018-04-01,nhl,Columbus
2018-04-15,Los Angeles Kings,-1,2018-04-01,nhl,Los Angeles
2018-04-15,Minnesota Wild,1,2018-04-01,nhl,Minnesota
2018-04-15,Philadelphia Flyers,-1,2018-04-01,nhl,Philadelphia
2018-04-15,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-15,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-15,Washington Capitals,-1,2018-04-01,nhl,Washington
2018-04-15,Winnipeg Jets,-1,2018-04-01,nhl,Winnipeg
2018-04-16,Anaheim Ducks,-1,2018-04-01,nhl,Anaheim
2018-04-16,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-16,Colorado Avalanche,1,2018-04-01,nhl,Colorado
2018-04-16,Nashville Predators,-1,2018-04-01,nhl,Nashville
2018-04-16,New Jersey Devils,1,2018-04-01,nhl,New Jersey
2018-04-16,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-16,Tampa Bay Lightning,-1,2018-04-01,nhl,Tampa Bay
2018-04-16,Toronto Maple Leafs,1,2018-04-01,nhl,Toronto
2018-04-17,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-17,Los Angeles Kings,-1,2018-04-01,nhl,Los Angeles
2018-04-17,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-17,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-17,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-17,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-18,Anaheim Ducks,-1,2018-04-01,nhl,Anaheim
2018-04-18,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-18,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-18,New Jersey Devils,-1,2018-04-01,nhl,New Jersey
2018-04-18,Philadelphia Flyers,-1,2018-04-01,nhl,Philadelphia
2018-04-18,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-18,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-18,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-19,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-19,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-19,Toronto Maple Leafs,-1,2018-04-01,nhl,Toronto
2018-04-19,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-20,Colorado Avalanche,1,2018-04-01,nhl,Colorado
2018-04-20,Minnesota Wild,-1,2018-04-01,nhl,Minnesota
2018-04-20,Nashville Predators,-1,2018-04-01,nhl,Nashville
2018-04-20,Philadelphia Flyers,1,2018-04-01,nhl,Philadelphia
2018-04-20,Pittsburgh Penguins,-1,2018-04-01,nhl,Pittsburgh
2018-04-20,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-21,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-21,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-21,New Jersey Devils,-1,2018-04-01,nhl,New Jersey
2018-04-21,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-21,Toronto Maple Leafs,1,2018-04-01,nhl,Toronto
2018-04-21,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-22,Colorado Avalanche,-1,2018-04-01,nhl,Colorado
2018-04-22,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-22,Philadelphia Flyers,-1,2018-04-01,nhl,Philadelphia
2018-04-22,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-23,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-23,Columbus Blue Jackets,-1,2018-04-01,nhl,Columbus
2018-04-23,Toronto Maple Leafs,1,2018-04-01,nhl,Toronto
2018-04-23,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-25,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-25,Toronto Maple Leafs,-1,2018-04-01,nhl,Toronto
2018-04-26,Pittsburgh Penguins,1,2018-04-01,nhl,Pittsburgh
2018-04-26,San Jose Sharks,-1,2018-04-01,nhl,San Jose
2018-04-26,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-04-26,Washington Capitals,-1,2018-04-01,nhl,Washington
2018-04-27,Nashville Predators,-1,2018-04-01,nhl,Nashville
2018-04-27,Winnipeg Jets,1,2018-04-01,nhl,Winnipeg
2018-04-28,Boston Bruins,1,2018-04-01,nhl,Boston
2018-04-28,San Jose Sharks,1,2018-04-01,nhl,San Jose
2018-04-28,Tampa Bay Lightning,-1,2018-04-01,nhl,Tampa Bay
2018-04-28,Vegas Golden Knights,-1,2018-04-01,nhl,Vegas
2018-04-29,Nashville Predators,1,2018-04-01,nhl,Nashville
2018-04-29,Pittsburgh Penguins,-1,2018-04-01,nhl,Pittsburgh
2018-04-29,Washington Capitals,1,2018-04-01,nhl,Washington
2018-04-29,Winnipeg Jets,-1,2018-04-01,nhl,Winnipeg
2018-04-30,Boston Bruins,-1,2018-04-01,nhl,Boston
2018-04-30,San Jose Sharks,-1,2018-04-01,nhl,San Jose
2018-04-30,Tampa Bay Lightning,1,2018-04-01,nhl,Tampa Bay
2018-04-30,Vegas Golden Knights,1,2018-04-01,nhl,Vegas
2018-05-01,Nashville Predators,-1,2018-05-01,nhl,Nashville
2018-05-01,Pittsburgh Penguins,-1,2018-05-01,nhl,Pittsburgh
2018-05-01,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-01,Winnipeg Jets,1,2018-05-01,nhl,Winnipeg
2018-05-02,Boston Bruins,-1,2018-05-01,nhl,Boston
2018-05-02,San Jose Sharks,1,2018-05-01,nhl,San Jose
2018-05-02,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-02,Vegas Golden Knights,-1,2018-05-01,nhl,Vegas
2018-05-03,Nashville Predators,1,2018-05-01,nhl,Nashville
2018-05-03,Pittsburgh Penguins,1,2018-05-01,nhl,Pittsburgh
2018-05-03,Washington Capitals,-1,2018-05-01,nhl,Washington
2018-05-03,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-04,Boston Bruins,-1,2018-05-01,nhl,Boston
2018-05-04,San Jose Sharks,-1,2018-05-01,nhl,San Jose
2018-05-04,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-04,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-05,Nashville Predators,-1,2018-05-01,nhl,Nashville
2018-05-05,Pittsburgh Penguins,-1,2018-05-01,nhl,Pittsburgh
2018-05-05,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-05,Winnipeg Jets,1,2018-05-01,nhl,Winnipeg
2018-05-06,Boston Bruins,-1,2018-05-01,nhl,Boston
2018-05-06,San Jose Sharks,-1,2018-05-01,nhl,San Jose
2018-05-06,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-06,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-07,Nashville Predators,1,2018-05-01,nhl,Nashville
2018-05-07,Pittsburgh Penguins,-1,2018-05-01,nhl,Pittsburgh
2018-05-07,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-07,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-10,Nashville Predators,-1,2018-05-01,nhl,Nashville
2018-05-10,Winnipeg Jets,1,2018-05-01,nhl,Winnipeg
2018-05-11,Tampa Bay Lightning,-1,2018-05-01,nhl,Tampa Bay
2018-05-11,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-12,Vegas Golden Knights,-1,2018-05-01,nhl,Vegas
2018-05-12,Winnipeg Jets,1,2018-05-01,nhl,Winnipeg
2018-05-13,Tampa Bay Lightning,-1,2018-05-01,nhl,Tampa Bay
2018-05-13,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-14,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-14,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-15,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-15,Washington Capitals,-1,2018-05-01,nhl,Washington
2018-05-16,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-16,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-17,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-17,Washington Capitals,-1,2018-05-01,nhl,Washington
2018-05-18,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-18,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-19,Tampa Bay Lightning,1,2018-05-01,nhl,Tampa Bay
2018-05-19,Washington Capitals,-1,2018-05-01,nhl,Washington
2018-05-20,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-20,Winnipeg Jets,-1,2018-05-01,nhl,Winnipeg
2018-05-21,Tampa Bay Lightning,-1,2018-05-01,nhl,Tampa Bay
2018-05-21,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-23,Tampa Bay Lightning,-1,2018-05-01,nhl,Tampa Bay
2018-05-23,Washington Capitals,1,2018-05-01,nhl,Washington
2018-05-28,Vegas Golden Knights,1,2018-05-01,nhl,Vegas
2018-05-28,Washington Capitals,-1,2018-05-01,nhl,Washington
2018-05-30,Vegas Golden Knights,-1,2018-05-01,nhl,Vegas
2018-05-30,Washington Capitals,1,2018-05-01,nhl,Washington
2018-06-02,Vegas Golden Knights,-1,2018-06-01,nhl,Vegas
2018-06-02,Washington Capitals,1,2018-06-01,nhl,Washington
2018-06-04,Vegas Golden Knights,-1,2018-06-01,nhl,Vegas
2018-06-04,Washington Capitals,1,2018-06-01,nhl,Washington
2018-06-07,Vegas Golden Knights,-1,2018-06-01,nhl,Vegas
2018-06-07,Washington Capitals,1,2018-06-01,nhl,Washington
2018-10-03,Anaheim Ducks,1,2018-10-01,nhl,Anaheim
2018-10-03,Boston Bruins,-1,2018-10-01,nhl,Boston
2018-10-03,Calgary Flames,-1,2018-10-01,nhl,Calgary
2018-10-03,Montreal Canadiens,-1,2018-10-01,nhl,Montreal
2018-10-03,San Jose Sharks,-1,2018-10-01,nhl,San Jose
2018-10-03,Toronto Maple Leafs,1,2018-10-01,nhl,Toronto
2018-10-03,Vancouver Canucks,1,2018-10-01,nhl,Vancouver
2018-10-03,Washington Capitals,1,2018-10-01,nhl,Washington
2018-10-04,Arizona Coyotes,-1,2018-10-01,nhl,Arizona
2018-10-04,Boston Bruins,1,2018-10-01,nhl,Boston
2018-10-04,Buffalo Sabres,-1,2018-10-01,nhl,Buffalo
2018-10-04,Carolina Hurricanes,-1,2018-10-01,nhl,Carolina
2018-10-04,Chicago Blackhawks,1,2018-10-01,nhl,Chicago
2018-10-04,Colorado Avalanche,1,2018-10-01,nhl,Colorado
2018-10-04,Columbus Blue Jackets,1,2018-10-01,nhl,Columbus
2018-10-04,Dallas Stars,1,2018-10-01,nhl,Dallas
2018-10-04,Detroit Red Wings,-1,2018-10-01,nhl,Detroit
2018-10-04,Minnesota Wild,-1,2018-10-01,nhl,Minnesota
2018-10-04,Nashville Predators,1,2018-10-01,nhl,Nashville
2018-10-04,New York Islanders,1,2018-10-01,nhl,New York
2018-10-04,New York Rangers,-1,2018-10-01,nhl,New York
2018-10-04,Ottawa Senators,-1,2018-10-01,nhl,Ottawa
2018-10-04,Philadelphia Flyers,1,2018-10-01,nhl,Philadelphia
2018-10-04,Pittsburgh Penguins,1,2018-10-01,nhl,Pittsburgh
2018-10-04,St. Louis Blues,-1,2018-10-01,nhl,St. Louis
2018-10-04,Vegas Golden Knights,-1,2018-10-01,nhl,Vegas
2018-10-04,Washington Capitals,-1,2018-10-01,nhl,Washington
2018-10-04,Winnipeg Jets,1,2018-10-01,nhl,Winnipeg
2018-10-05,Carolina Hurricanes,1,2018-10-01,nhl,Carolina
2018-10-05,Columbus Blue Jackets,-1,2018-10-01,nhl,Columbus
2018-10-05,Los Angeles Kings,-1,2018-10-01,nhl,Los Angeles
2018-10-05,San Jose Sharks,1,2018-10-01,nhl,San Jose
2018-10-06,Anaheim Ducks,1,2018-10-01,nhl,Anaheim
2018-10-06,Arizona Coyotes,-1,2018-10-01,nhl,Arizona
2018-10-06,Buffalo Sabres,1,2018-10-01,nhl,Buffalo
2018-10-06,Calgary Flames,1,2018-10-01,nhl,Calgary
2018-10-06,Chicago Blackhawks,1,2018-10-01,nhl,Chicago
2018-10-06,Colorado Avalanche,1,2018-10-01,nhl,Colorado
2018-10-06,Dallas Stars,1,2018-10-01,nhl,Dallas
2018-10-06,Edmonton Oilers,-1,2018-10-01,nhl,Edmonton
