Date,Time,Away,AwayGoals,Home,HomeGoals,Result,Attendance,length,Type
2018-03-01,8:30 PM,Tampa Bay Lightning,5.0,Dallas Stars,4.0,Overtime,17337.0,2:44,Regular Season
2018-03-01,9:00 PM,Nashville Predators,4.0,Edmonton Oilers,2.0,Full Time,18347.0,2:25,Regular Season
2018-03-01,7:30 PM,New Jersey Devils,2.0,Florida Panthers,3.0,Full Time,10846.0,2:31,Regular Season
2018-03-01,10:30 PM,Columbus Blue Jackets,2.0,Los Angeles Kings,5.0,Full Time,18230.0,2:25,Regular Season
2018-03-01,7:00 PM,Carolina Hurricanes,4.0,Philadelphia Flyers,1.0,Full Time,19245.0,2:21,Regular Season
2018-03-01,10:00 PM,Chicago Blackhawks,2.0,San Jose Sharks,7.0,Full Time,17086.0,2:26,Regular Season
2018-03-02,10:00 PM,Columbus Blue Jackets,2.0,Anaheim Ducks,4.0,Full Time,16447.0,2:37,Regular Season
2018-03-02,7:30 PM,New Jersey Devils,1.0,Carolina Hurricanes,3.0,Full Time,14337.0,2:26,Regular Season
2018-03-02,9:00 PM,New York Rangers,3.0,Calgary Flames,1.0,Full Time,19143.0,2:36,Regular Season
2018-03-02,9:00 PM,Minnesota Wild,1.0,Colorado Avalanche,7.0,Full Time,17325.0,2:31,Regular Season
2018-03-02,7:30 PM,Buffalo Sabres,1.0,Florida Panthers,4.0,Full Time,12759.0,2:31,Regular Season
2018-03-02,7:00 PM,Montreal Canadiens,6.0,New York Islanders,3.0,Full Time,10685.0,2:27,Regular Season
2018-03-02,10:00 PM,Nashville Predators,4.0,Vancouver Canucks,3.0,Overtime,18470.0,2:36,Regular Season
2018-03-02,10:00 PM,Ottawa Senators,5.0,Vegas Golden Knights,4.0,Full Time,18269.0,2:30,Regular Season
2018-03-02,8:00 PM,Detroit Red Wings,3.0,Winnipeg Jets,4.0,Full Time,15321.0,2:33,Regular Season
2018-03-03,8:00 PM,Ottawa Senators,1.0,Arizona Coyotes,2.0,Full Time,10955.0,2:23,Regular Season
2018-03-03,5:00 PM,Montreal Canadiens,1.0,Boston Bruins,2.0,Overtime,17565.0,2:41,Regular Season
2018-03-03,2:00 PM,St. Louis Blues,2.0,Dallas Stars,3.0,Overtime,18321.0,2:48,Regular Season
2018-03-03,10:30 PM,New York Rangers,3.0,Edmonton Oilers,2.0,Full Time,18347.0,2:29,Regular Season
2018-03-03,4:00 PM,Chicago Blackhawks,5.0,Los Angeles Kings,3.0,Full Time,18230.0,2:31,Regular Season
2018-03-03,5:00 PM,New York Islanders,2.0,Pittsburgh Penguins,3.0,Overtime,18661.0,2:31,Regular Season
2018-03-03,1:00 PM,Philadelphia Flyers,6.0,Tampa Bay Lightning,7.0,Shootout,19092.0,2:49,Regular Season
2018-03-03,8:00 PM,Toronto Maple Leafs,2.0,Washington Capitals,5.0,Full Time,29516.0,2:47,Regular Season
2018-03-04,4:00 PM,Chicago Blackhawks,3.0,Anaheim Ducks,6.0,Full Time,16989.0,2:24,Regular Season
2018-03-04,7:00 PM,Winnipeg Jets,3.0,Carolina Hurricanes,2.0,Full Time,11407.0,2:12,Regular Season
2018-03-04,3:00 PM,Nashville Predators,4.0,Colorado Avalanche,3.0,Overtime,17618.0,2:33,Regular Season
2018-03-04,3:00 PM,Philadelphia Flyers,1.0,Florida Panthers,4.0,Full Time,14428.0,2:27,Regular Season
2018-03-04,7:00 PM,Detroit Red Wings,1.0,Minnesota Wild,4.0,Full Time,19037.0,2:26,Regular Season
2018-03-04,5:00 PM,Vegas Golden Knights,3.0,New Jersey Devils,2.0,Full Time,16514.0,2:31,Regular Season
2018-03-04,9:00 PM,Columbus Blue Jackets,4.0,San Jose Sharks,2.0,Full Time,17211.0,2:25,Regular Season
2018-03-05,7:30 PM,Toronto Maple Leafs,3.0,Buffalo Sabres,5.0,Full Time,18705.0,2:34,Regular Season
2018-03-05,8:30 PM,Ottawa Senators,3.0,Dallas Stars,2.0,Overtime,17110.0,2:38,Regular Season
2018-03-05,9:00 PM,Arizona Coyotes,3.0,Edmonton Oilers,4.0,Overtime,18347.0,2:29,Regular Season
2018-03-05,7:00 PM,Calgary Flames,3.0,Pittsburgh Penguins,4.0,Overtime,18630.0,2:35,Regular Season
2018-03-05,10:00 PM,New York Islanders,3.0,Vancouver Canucks,4.0,Overtime,17307.0,2:30,Regular Season
2018-03-06,10:00 PM,Washington Capitals,0.0,Anaheim Ducks,4.0,Full Time,15910.0,2:27,Regular Season
2018-03-06,7:00 PM,Detroit Red Wings,5.0,Boston Bruins,6.0,Overtime,17565.0,2:43,Regular Season
2018-03-06,7:00 PM,Vegas Golden Knights,1.0,Columbus Blue Jackets,4.0,Full Time,17402.0,2:35,Regular Season
2018-03-06,8:30 PM,Colorado Avalanche,1.0,Chicago Blackhawks,2.0,Overtime,21508.0,2:25,Regular Season
2018-03-06,8:00 PM,Carolina Hurricanes,2.0,Minnesota Wild,6.0,Full Time,19017.0,2:29,Regular Season
2018-03-06,7:00 PM,Montreal Canadiens,4.0,New Jersey Devils,6.0,Full Time,14586.0,2:36,Regular Season
2018-03-06,8:00 PM,Dallas Stars,0.0,Nashville Predators,2.0,Full Time,17342.0,2:35,Regular Season
2018-03-06,7:00 PM,Winnipeg Jets,3.0,New York Rangers,0.0,Full Time,18006.0,2:26,Regular Season
2018-03-06,7:30 PM,Florida Panthers,4.0,Tampa Bay Lightning,5.0,Overtime,19092.0,2:39,Regular Season
2018-03-07,7:30 PM,Calgary Flames,5.0,Buffalo Sabres,1.0,Full Time,17773.0,2:20,Regular Season
2018-03-07,8:00 PM,Pittsburgh Penguins,5.0,Philadelphia Flyers,2.0,Full Time,19624.0,2:28,Regular Season
2018-03-07,10:00 PM,Arizona Coyotes,2.0,Vancouver Canucks,1.0,Full Time,17742.0,2:19,Regular Season
2018-03-08,7:00 PM,Philadelphia Flyers,2.0,Boston Bruins,3.0,Full Time,17565.0,2:33,Regular Season
2018-03-08,7:00 PM,Colorado Avalanche,4.0,Columbus Blue Jackets,5.0,Overtime,15236.0,2:29,Regular Season
2018-03-08,8:30 PM,Carolina Hurricanes,3.0,Chicago Blackhawks,2.0,Full Time,21681.0,2:21,Regular Season
2018-03-08,7:30 PM,Vegas Golden Knights,4.0,Detroit Red Wings,0.0,Full Time,19515.0,2:19,Regular Season
2018-03-08,9:00 PM,New York Islanders,1.0,Edmonton Oilers,2.0,Shootout,18347.0,2:42,Regular Season
2018-03-08,7:30 PM,Montreal Canadiens,0.0,Florida Panthers,5.0,Full Time,14901.0,2:43,Regular Season
2018-03-08,10:30 PM,Washington Capitals,1.0,Los Angeles Kings,3.0,Full Time,18230.0,2:29,Regular Season
2018-03-08,7:00 PM,Winnipeg Jets,3.0,New Jersey Devils,2.0,Full Time,14023.0,2:33,Regular Season
2018-03-08,8:00 PM,Anaheim Ducks,2.0,Nashville Predators,4.0,Full Time,17475.0,2:25,Regular Season
2018-03-08,7:30 PM,Buffalo Sabres,4.0,Ottawa Senators,3.0,Shootout,13377.0,2:38,Regular Season
2018-03-08,10:30 PM,St. Louis Blues,0.0,San Jose Sharks,2.0,Full Time,17400.0,2:20,Regular Season
2018-03-08,7:30 PM,New York Rangers,3.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:36,Regular Season
2018-03-09,7:00 PM,Detroit Red Wings,2.0,Columbus Blue Jackets,3.0,Full Time,17284.0,2:23,Regular Season
2018-03-09,8:30 PM,Anaheim Ducks,1.0,Dallas Stars,2.0,Full Time,18532.0,2:29,Regular Season
2018-03-09,7:30 PM,Calgary Flames,2.0,Ottawa Senators,1.0,Full Time,14498.0,2:29,Regular Season
2018-03-09,10:00 PM,Minnesota Wild,5.0,Vancouver Canucks,2.0,Full Time,17918.0,2:28,Regular Season
2018-03-10,1:00 PM,Chicago Blackhawks,4.0,Boston Bruins,7.0,Full Time,17565.0,2:33,Regular Season
2018-03-10,1:00 PM,Vegas Golden Knights,2.0,Buffalo Sabres,1.0,Shootout,19070.0,2:41,Regular Season
2018-03-10,3:00 PM,Arizona Coyotes,2.0,Colorado Avalanche,5.0,Full Time,17127.0,2:37,Regular Season
2018-03-10,10:00 PM,Minnesota Wild,1.0,Edmonton Oilers,4.0,Full Time,18347.0,2:22,Regular Season
2018-03-10,7:00 PM,New York Rangers,3.0,Florida Panthers,4.0,Shootout,16712.0,2:44,Regular Season
2018-03-10,4:00 PM,St. Louis Blues,7.0,Los Angeles Kings,2.0,Full Time,18230.0,2:34,Regular Season
2018-03-10,8:00 PM,New Jersey Devils,3.0,Nashville Predators,2.0,Shootout,17545.0,2:51,Regular Season
2018-03-10,1:00 PM,Winnipeg Jets,1.0,Philadelphia Flyers,2.0,Full Time,19929.0,2:23,Regular Season
2018-03-10,4:00 PM,Washington Capitals,2.0,San Jose Sharks,0.0,Full Time,17562.0,2:17,Regular Season
2018-03-10,1:00 PM,Montreal Canadiens,2.0,Tampa Bay Lightning,3.0,Shootout,19092.0,2:46,Regular Season
2018-03-10,7:00 PM,Pittsburgh Penguins,2.0,Toronto Maple Leafs,5.0,Full Time,19504.0,2:41,Regular Season
2018-03-11,9:00 PM,Vancouver Canucks,0.0,Arizona Coyotes,1.0,Full Time,11697.0,2:22,Regular Season
2018-03-11,7:00 PM,New York Islanders,5.0,Calgary Flames,2.0,Full Time,19108.0,2:37,Regular Season
2018-03-11,12:30 PM,Boston Bruins,1.0,Chicago Blackhawks,3.0,Full Time,21819.0,2:27,Regular Season
2018-03-11,7:30 PM,Dallas Stars,1.0,Pittsburgh Penguins,3.0,Full Time,18637.0,2:29,Regular Season
2018-03-12,10:00 PM,St. Louis Blues,4.0,Anaheim Ducks,2.0,Full Time,16312.0,2:16,Regular Season
2018-03-12,7:00 PM,Montreal Canadiens,2.0,Columbus Blue Jackets,5.0,Full Time,15864.0,2:25,Regular Season
2018-03-12,7:30 PM,Ottawa Senators,5.0,Florida Panthers,3.0,Full Time,11585.0,2:42,Regular Season
2018-03-12,10:30 PM,Vancouver Canucks,0.0,Los Angeles Kings,3.0,Full Time,18230.0,2:28,Regular Season
2018-03-12,7:00 PM,Carolina Hurricanes,3.0,New York Rangers,6.0,Full Time,17679.0,2:35,Regular Season
2018-03-12,7:00 PM,Vegas Golden Knights,3.0,Philadelphia Flyers,2.0,Full Time,19723.0,2:28,Regular Season
2018-03-12,10:30 PM,Detroit Red Wings,3.0,San Jose Sharks,5.0,Full Time,17199.0,2:25,Regular Season
2018-03-12,7:00 PM,Winnipeg Jets,2.0,Washington Capitals,3.0,Overtime,18506.0,2:43,Regular Season
2018-03-13,10:00 PM,Los Angeles Kings,3.0,Arizona Coyotes,4.0,Shootout,11346.0,2:52,Regular Season
2018-03-13,7:00 PM,Boston Bruins,6.0,Carolina Hurricanes,4.0,Full Time,13081.0,2:40,Regular Season
2018-03-13,9:00 PM,Edmonton Oilers,0.0,Calgary Flames,1.0,Full Time,19289.0,2:23,Regular Season
2018-03-13,8:30 PM,Colorado Avalanche,5.0,Minnesota Wild,1.0,Full Time,19171.0,2:32,Regular Season
2018-03-13,7:30 PM,Dallas Stars,2.0,Montreal Canadiens,4.0,Full Time,21302.0,2:40,Regular Season
2018-03-13,8:00 PM,Winnipeg Jets,1.0,Nashville Predators,3.0,Full Time,17534.0,2:47,Regular Season
2018-03-13,7:30 PM,Ottawa Senators,7.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:36,Regular Season
2018-03-14,10:00 PM,Vancouver Canucks,0.0,Anaheim Ducks,3.0,Full Time,16561.0,2:26,Regular Season
2018-03-14,9:30 PM,San Jose Sharks,4.0,Edmonton Oilers,3.0,Overtime,18347.0,2:36,Regular Season
2018-03-14,8:00 PM,Pittsburgh Penguins,3.0,New York Rangers,4.0,Overtime,17379.0,2:30,Regular Season
2018-03-14,7:00 PM,Dallas Stars,5.0,Toronto Maple Leafs,6.0,Shootout,18918.0,2:50,Regular Season
2018-03-14,10:00 PM,New Jersey Devils,8.0,Vegas Golden Knights,3.0,Full Time,18420.0,2:32,Regular Season
2018-03-15,10:00 PM,Nashville Predators,3.0,Arizona Coyotes,2.0,Full Time,14527.0,2:31,Regular Season
2018-03-15,7:00 PM,Toronto Maple Leafs,5.0,Buffalo Sabres,2.0,Full Time,19070.0,2:30,Regular Season
2018-03-15,7:30 PM,Boston Bruins,0.0,Florida Panthers,3.0,Full Time,16067.0,2:35,Regular Season
2018-03-15,10:00 PM,Detroit Red Wings,1.0,Los Angeles Kings,4.0,Full Time,18230.0,2:29,Regular Season
2018-03-15,7:30 PM,Pittsburgh Penguins,5.0,Montreal Canadiens,3.0,Full Time,21302.0,2:27,Regular Season
2018-03-15,7:00 PM,Washington Capitals,7.0,New York Islanders,3.0,Full Time,10740.0,2:27,Regular Season
2018-03-15,7:00 PM,Columbus Blue Jackets,5.0,Philadelphia Flyers,3.0,Full Time,19354.0,2:24,Regular Season
2018-03-15,8:00 PM,Colorado Avalanche,4.0,St. Louis Blues,1.0,Full Time,18885.0,2:22,Regular Season
2018-03-15,8:00 PM,Chicago Blackhawks,2.0,Winnipeg Jets,6.0,Full Time,15321.0,2:29,Regular Season
2018-03-16,10:00 PM,Detroit Red Wings,2.0,Anaheim Ducks,4.0,Full Time,17243.0,2:40,Regular Season
2018-03-16,9:00 PM,San Jose Sharks,7.0,Calgary Flames,4.0,Full Time,19196.0,2:35,Regular Season
2018-03-16,9:00 PM,Nashville Predators,4.0,Colorado Avalanche,2.0,Full Time,17273.0,2:25,Regular Season
2018-03-16,7:30 PM,Dallas Stars,2.0,Ottawa Senators,3.0,Overtime,15842.0,2:35,Regular Season
2018-03-16,10:30 PM,Minnesota Wild,4.0,Vegas Golden Knights,2.0,Full Time,18295.0,2:25,Regular Season
2018-03-16,7:00 PM,New York Islanders,3.0,Washington Capitals,6.0,Full Time,18506.0,2:40,Regular Season
2018-03-17,9:00 PM,Minnesota Wild,3.0,Arizona Coyotes,1.0,Full Time,13735.0,2:25,Regular Season
2018-03-17,1:00 PM,Chicago Blackhawks,3.0,Buffalo Sabres,5.0,Full Time,19070.0,2:30,Regular Season
2018-03-17,7:00 PM,Philadelphia Flyers,4.0,Carolina Hurricanes,2.0,Full Time,14805.0,2:22,Regular Season
2018-03-17,7:00 PM,Ottawa Senators,1.0,Columbus Blue Jackets,2.0,Full Time,17612.0,2:21,Regular Season
2018-03-17,2:00 PM,Edmonton Oilers,4.0,Florida Panthers,2.0,Full Time,14192.0,2:29,Regular Season
2018-03-17,4:00 PM,New Jersey Devils,3.0,Los Angeles Kings,0.0,Full Time,18230.0,2:33,Regular Season
2018-03-17,8:00 PM,New York Rangers,3.0,St. Louis Blues,4.0,Overtime,18975.0,2:36,Regular Season
2018-03-17,7:00 PM,Boston Bruins,3.0,Tampa Bay Lightning,0.0,Full Time,19092.0,2:22,Regular Season
2018-03-17,7:00 PM,Montreal Canadiens,0.0,Toronto Maple Leafs,4.0,Full Time,19364.0,2:33,Regular Season
2018-03-17,10:00 PM,San Jose Sharks,5.0,Vancouver Canucks,3.0,Full Time,18332.0,2:32,Regular Season
2018-03-18,9:00 PM,New Jersey Devils,2.0,Anaheim Ducks,4.0,Full Time,16401.0,2:34,Regular Season
2018-03-18,7:30 PM,St. Louis Blues,5.0,Chicago Blackhawks,4.0,Overtime,21687.0,2:43,Regular Season
2018-03-18,3:00 PM,Detroit Red Wings,1.0,Colorado Avalanche,5.0,Full Time,18032.0,2:30,Regular Season
2018-03-18,5:00 PM,Carolina Hurricanes,4.0,New York Islanders,3.0,Full Time,10688.0,2:29,Regular Season
2018-03-18,5:00 PM,Washington Capitals,3.0,Philadelphia Flyers,6.0,Full Time,19687.0,2:31,Regular Season
2018-03-18,5:00 PM,Edmonton Oilers,1.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:23,Regular Season
2018-03-18,4:00 PM,Calgary Flames,0.0,Vegas Golden Knights,4.0,Full Time,18075.0,2:28,Regular Season
2018-03-18,7:30 PM,Dallas Stars,2.0,Winnipeg Jets,4.0,Full Time,15321.0,2:31,Regular Season
2018-03-19,10:00 PM,Calgary Flames,2.0,Arizona Coyotes,5.0,Full Time,13288.0,2:30,Regular Season
2018-03-19,7:00 PM,Columbus Blue Jackets,5.0,Boston Bruins,4.0,Overtime,17565.0,2:34,Regular Season
2018-03-19,7:00 PM,Nashville Predators,4.0,Buffalo Sabres,0.0,Full Time,17507.0,2:24,Regular Season
2018-03-19,8:00 PM,Los Angeles Kings,4.0,Minnesota Wild,3.0,Overtime,19081.0,2:36,Regular Season
2018-03-19,7:30 PM,Florida Panthers,2.0,Montreal Canadiens,0.0,Full Time,21302.0,2:31,Regular Season
2018-03-20,7:00 PM,Edmonton Oilers,7.0,Carolina Hurricanes,3.0,Full Time,10554.0,2:16,Regular Season
2018-03-20,8:30 PM,Colorado Avalanche,5.0,Chicago Blackhawks,1.0,Full Time,21633.0,2:32,Regular Season
2018-03-20,7:30 PM,Philadelphia Flyers,4.0,Detroit Red Wings,5.0,Shootout,19515.0,2:44,Regular Season
2018-03-20,7:00 PM,Pittsburgh Penguins,1.0,New York Islanders,4.0,Full Time,10442.0,2:30,Regular Season
2018-03-20,7:00 PM,Columbus Blue Jackets,5.0,New York Rangers,3.0,Full Time,17194.0,2:28,Regular Season
2018-03-20,7:30 PM,Florida Panthers,7.0,Ottawa Senators,2.0,Full Time,14434.0,2:39,Regular Season
2018-03-20,10:30 PM,New Jersey Devils,2.0,San Jose Sharks,6.0,Full Time,17209.0,2:31,Regular Season
2018-03-20,7:30 PM,Toronto Maple Leafs,3.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:28,Regular Season
2018-03-20,10:00 PM,Vancouver Canucks,1.0,Vegas Golden Knights,4.0,Full Time,18214.0,2:26,Regular Season
2018-03-20,8:00 PM,Los Angeles Kings,1.0,Winnipeg Jets,2.0,Overtime,15321.0,2:29,Regular Season
2018-03-20,7:00 PM,Dallas Stars,3.0,Washington Capitals,4.0,Full Time,18506.0,2:38,Regular Season
2018-03-21,7:00 PM,Arizona Coyotes,4.0,Buffalo Sabres,1.0,Full Time,17029.0,2:32,Regular Season
2018-03-21,9:30 PM,Anaheim Ducks,4.0,Calgary Flames,0.0,Full Time,19059.0,2:23,Regular Season
2018-03-21,7:00 PM,Montreal Canadiens,3.0,Pittsburgh Penguins,5.0,Full Time,18574.0,2:37,Regular Season
2018-03-21,8:00 PM,Boston Bruins,1.0,St. Louis Blues,2.0,Overtime,18423.0,2:26,Regular Season
2018-03-22,7:00 PM,Arizona Coyotes,5.0,Carolina Hurricanes,6.0,Full Time,10535.0,2:37,Regular Season
2018-03-22,7:00 PM,Florida Panthers,0.0,Columbus Blue Jackets,4.0,Full Time,16919.0,2:31,Regular Season
2018-03-22,8:30 PM,Vancouver Canucks,5.0,Chicago Blackhawks,2.0,Full Time,21526.0,2:26,Regular Season
2018-03-22,9:00 PM,Los Angeles Kings,7.0,Colorado Avalanche,1.0,Full Time,17071.0,2:26,Regular Season
2018-03-22,7:30 PM,Washington Capitals,1.0,Detroit Red Wings,0.0,Full Time,19515.0,2:31,Regular Season
2018-03-22,8:00 PM,Toronto Maple Leafs,5.0,Nashville Predators,2.0,Full Time,17550.0,2:33,Regular Season
2018-03-22,7:00 PM,Tampa Bay Lightning,7.0,New York Islanders,6.0,Full Time,10354.0,2:33,Regular Season
2018-03-22,7:30 PM,Edmonton Oilers,6.0,Ottawa Senators,2.0,Full Time,16538.0,2:28,Regular Season
2018-03-22,7:00 PM,New York Rangers,3.0,Philadelphia Flyers,4.0,Full Time,19584.0,2:26,Regular Season
2018-03-22,10:00 PM,Vegas Golden Knights,1.0,San Jose Sharks,2.0,Overtime,17562.0,2:29,Regular Season
2018-03-23,7:00 PM,Montreal Canadiens,3.0,Buffalo Sabres,0.0,Full Time,18594.0,2:21,Regular Season
2018-03-23,8:30 PM,Boston Bruins,3.0,Dallas Stars,2.0,Full Time,18532.0,2:34,Regular Season
2018-03-23,7:00 PM,New Jersey Devils,4.0,Pittsburgh Penguins,3.0,Overtime,18658.0,2:39,Regular Season
2018-03-23,8:00 PM,Vancouver Canucks,1.0,St. Louis Blues,4.0,Full Time,17724.0,2:30,Regular Season
2018-03-23,8:00 PM,Anaheim Ducks,2.0,Winnipeg Jets,3.0,Overtime,15321.0,2:34,Regular Season
2018-03-24,7:00 PM,St. Louis Blues,2.0,Columbus Blue Jackets,1.0,Full Time,19080.0,2:26,Regular Season
2018-03-24,3:00 PM,Vegas Golden Knights,1.0,Colorado Avalanche,2.0,Shootout,18042.0,2:38,Regular Season
2018-03-24,10:00 PM,Los Angeles Kings,2.0,Edmonton Oilers,3.0,Full Time,18347.0,2:16,Regular Season
2018-03-24,7:00 PM,Arizona Coyotes,2.0,Florida Panthers,4.0,Full Time,14905.0,2:33,Regular Season
2018-03-24,8:00 PM,Nashville Predators,1.0,Minnesota Wild,4.0,Full Time,19303.0,2:31,Regular Season
2018-03-24,7:00 PM,Washington Capitals,6.0,Montreal Canadiens,4.0,Full Time,21302.0,2:37,Regular Season
2018-03-24,7:00 PM,Tampa Bay Lightning,1.0,New Jersey Devils,2.0,Full Time,16514.0,2:33,Regular Season
2018-03-24,7:00 PM,Chicago Blackhawks,3.0,New York Islanders,1.0,Full Time,13091.0,2:14,Regular Season
2018-03-24,7:00 PM,Buffalo Sabres,1.0,New York Rangers,5.0,Full Time,18006.0,2:24,Regular Season
2018-03-24,7:00 PM,Carolina Hurricanes,5.0,Ottawa Senators,2.0,Full Time,16555.0,2:28,Regular Season
2018-03-24,4:00 PM,Calgary Flames,1.0,San Jose Sharks,5.0,Full Time,17562.0,2:33,Regular Season
2018-03-24,7:00 PM,Detroit Red Wings,3.0,Toronto Maple Leafs,4.0,Full Time,19154.0,2:43,Regular Season
2018-03-25,7:00 PM,Vancouver Canucks,4.0,Dallas Stars,1.0,Full Time,18112.0,2:22,Regular Season
2018-03-25,9:30 PM,Anaheim Ducks,5.0,Edmonton Oilers,4.0,Overtime,18347.0,2:30,Regular Season
2018-03-25,7:30 PM,Boston Bruins,2.0,Minnesota Wild,1.0,Overtime,19183.0,2:33,Regular Season
2018-03-25,12:30 PM,Philadelphia Flyers,4.0,Pittsburgh Penguins,5.0,Overtime,18655.0,2:27,Regular Season
2018-03-25,7:00 PM,Nashville Predators,4.0,Winnipeg Jets,5.0,Shootout,15321.0,2:56,Regular Season
2018-03-26,7:00 PM,Ottawa Senators,1.0,Carolina Hurricanes,4.0,Full Time,10817.0,2:15,Regular Season
2018-03-26,8:30 PM,San Jose Sharks,4.0,Chicago Blackhawks,3.0,Shootout,21712.0,2:37,Regular Season
2018-03-26,10:30 PM,Calgary Flames,0.0,Los Angeles Kings,3.0,Full Time,18230.0,2:31,Regular Season
2018-03-26,7:30 PM,Detroit Red Wings,2.0,Montreal Canadiens,4.0,Full Time,21302.0,2:30,Regular Season
2018-03-26,7:00 PM,Florida Panthers,3.0,New York Islanders,0.0,Full Time,10951.0,2:45,Regular Season
2018-03-26,7:30 PM,Washington Capitals,4.0,New York Rangers,2.0,Full Time,18006.0,2:26,Regular Season
2018-03-26,7:30 PM,Arizona Coyotes,4.0,Tampa Bay Lightning,1.0,Full Time,19092.0,2:31,Regular Season
2018-03-26,7:00 PM,Buffalo Sabres,3.0,Toronto Maple Leafs,2.0,Full Time,19108.0,2:23,Regular Season
2018-03-26,10:00 PM,Colorado Avalanche,1.0,Vegas Golden Knights,4.0,Full Time,18326.0,2:27,Regular Season
2018-03-27,8:30 PM,Philadelphia Flyers,2.0,Dallas Stars,3.0,Overtime,17247.0,2:36,Regular Season
2018-03-27,7:30 PM,Pittsburgh Penguins,2.0,Detroit Red Wings,5.0,Full Time,19515.0,2:29,Regular Season
2018-03-27,9:00 PM,Columbus Blue Jackets,7.0,Edmonton Oilers,3.0,Full Time,18347.0,2:33,Regular Season
2018-03-27,7:00 PM,Carolina Hurricanes,3.0,New Jersey Devils,4.0,Full Time,15521.0,2:33,Regular Season
2018-03-27,8:00 PM,Minnesota Wild,1.0,Nashville Predators,2.0,Shootout,17424.0,2:47,Regular Season
2018-03-27,7:30 PM,New York Islanders,4.0,Ottawa Senators,3.0,Full Time,15284.0,2:26,Regular Season
2018-03-27,8:00 PM,San Jose Sharks,2.0,St. Louis Blues,3.0,Overtime,18947.0,2:29,Regular Season
2018-03-27,10:00 PM,Anaheim Ducks,1.0,Vancouver Canucks,4.0,Full Time,18405.0,2:22,Regular Season
2018-03-27,8:00 PM,Boston Bruins,4.0,Winnipeg Jets,5.0,Shootout,15321.0,3:16,Regular Season
2018-03-28,10:00 PM,Philadelphia Flyers,2.0,Colorado Avalanche,1.0,Full Time,16320.0,2:17,Regular Season
2018-03-28,7:30 PM,Florida Panthers,3.0,Toronto Maple Leafs,4.0,Full Time,18893.0,2:34,Regular Season
2018-03-28,10:00 PM,Arizona Coyotes,3.0,Vegas Golden Knights,2.0,Full Time,18121.0,2:28,Regular Season
2018-03-28,8:00 PM,New York Rangers,2.0,Washington Capitals,3.0,Overtime,18506.0,2:37,Regular Season
2018-03-29,7:00 PM,Tampa Bay Lightning,2.0,Boston Bruins,4.0,Full Time,17565.0,2:50,Regular Season
2018-03-29,7:00 PM,Detroit Red Wings,6.0,Buffalo Sabres,3.0,Full Time,18493.0,2:33,Regular Season
2018-03-29,9:00 PM,Columbus Blue Jackets,5.0,Calgary Flames,1.0,Full Time,18967.0,2:26,Regular Season
2018-03-29,8:30 PM,Winnipeg Jets,2.0,Chicago Blackhawks,6.0,Full Time,21839.0,2:24,Regular Season
2018-03-29,10:30 PM,Arizona Coyotes,2.0,Los Angeles Kings,4.0,Full Time,18230.0,2:29,Regular Season
2018-03-29,8:00 PM,Dallas Stars,2.0,Minnesota Wild,5.0,Full Time,19350.0,2:49,Regular Season
2018-03-29,7:00 PM,Pittsburgh Penguins,4.0,New Jersey Devils,3.0,Overtime,16514.0,2:34,Regular Season
2018-03-29,8:00 PM,San Jose Sharks,3.0,Nashville Predators,5.0,Full Time,17543.0,2:41,Regular Season
2018-03-29,7:30 PM,Florida Panthers,2.0,Ottawa Senators,3.0,Overtime,15095.0,2:33,Regular Season
2018-03-29,10:00 PM,Edmonton Oilers,1.0,Vancouver Canucks,2.0,Full Time,17883.0,2:20,Regular Season
2018-03-30,10:00 PM,Los Angeles Kings,1.0,Anaheim Ducks,2.0,Overtime,17473.0,2:32,Regular Season
2018-03-30,9:00 PM,Chicago Blackhawks,0.0,Colorado Avalanche,5.0,Full Time,17985.0,2:25,Regular Season
2018-03-30,7:00 PM,Toronto Maple Leafs,5.0,New York Islanders,4.0,Full Time,13018.0,2:29,Regular Season
2018-03-30,7:00 PM,Tampa Bay Lightning,7.0,New York Rangers,3.0,Full Time,18006.0,2:43,Regular Season
2018-03-30,10:30 PM,St. Louis Blues,3.0,Vegas Golden Knights,4.0,Overtime,18191.0,2:30,Regular Season
2018-03-30,7:00 PM,Carolina Hurricanes,4.0,Washington Capitals,1.0,Full Time,18506.0,2:22,Regular Season
2018-03-31,9:00 PM,St. Louis Blues,0.0,Arizona Coyotes,6.0,Full Time,17380.0,2:39,Regular Season
2018-03-31,1:00 PM,Florida Panthers,1.0,Boston Bruins,5.0,Full Time,17565.0,2:43,Regular Season
2018-03-31,7:00 PM,New York Rangers,2.0,Carolina Hurricanes,1.0,Full Time,14993.0,2:28,Regular Season
2018-03-31,10:00 PM,Edmonton Oilers,2.0,Calgary Flames,3.0,Full Time,19289.0,2:33,Regular Season
2018-03-31,8:00 PM,Minnesota Wild,1.0,Dallas Stars,4.0,Full Time,18532.0,2:32,Regular Season
2018-03-31,2:00 PM,Ottawa Senators,0.0,Detroit Red Wings,2.0,Full Time,19515.0,2:31,Regular Season
