Date,Time,Away,AwayGoals,Home,HomeGoals,Result,Attendance,length,Type
2023-05-15,8:00 PM,Seattle Kraken,1.0,Dallas Stars,2.0,Full Time,18756.0,2:21,Playoff
2023-05-18,8:00 PM,Florida Panthers,3.0,Carolina Hurricanes,2.0,4OT,18680.0,5:44,Playoff
2023-05-19,8:30 PM,Dallas Stars,3.0,Vegas Golden Knights,4.0,Overtime,18271.0,2:51,Playoff
2023-05-20,8:00 PM,Florida Panthers,2.0,Carolina Hurricanes,1.0,Overtime,18854.0,2:54,Playoff
2023-05-21,3:00 PM,Dallas Stars,2.0,Vegas Golden Knights,3.0,Overtime,18358.0,2:47,Playoff
2023-05-22,8:00 PM,Carolina Hurricanes,0.0,Florida Panthers,1.0,Full Time,19873.0,2:34,Playoff
2023-05-23,8:00 PM,Vegas Golden Knights,4.0,Dallas Stars,0.0,Full Time,18532.0,2:29,Playoff
2023-05-24,8:00 PM,Carolina Hurricanes,3.0,Florida Panthers,4.0,Full Time,20065.0,2:37,Playoff
2023-05-25,8:00 PM,Vegas Golden Knights,2.0,Dallas Stars,3.0,Overtime,18532.0,2:41,Playoff
2023-05-27,8:00 PM,Dallas Stars,4.0,Vegas Golden Knights,2.0,Full Time,18546.0,2:26,Playoff
2023-05-29,8:00 PM,Vegas Golden Knights,6.0,Dallas Stars,0.0,Full Time,18532.0,2:20,Playoff
2023-06-03,8:00 PM,Florida Panthers,2.0,Vegas Golden Knights,5.0,Full Time,18432.0,2:46,Playoff
2023-06-05,8:00 PM,Florida Panthers,2.0,Vegas Golden Knights,7.0,Full Time,18561.0,2:42,Playoff
2023-06-08,8:00 PM,Vegas Golden Knights,2.0,Florida Panthers,3.0,Overtime,19735.0,2:59,Playoff
2023-06-10,8:00 PM,Vegas Golden Knights,3.0,Florida Panthers,2.0,Full Time,19986.0,2:38,Playoff
2023-06-13,8:00 PM,Florida Panthers,3.0,Vegas Golden Knights,9.0,Full Time,19058.0,2:35,Playoff
2023-10-10,8:00 PM,Chicago Blackhawks,4.0,Pittsburgh Penguins,2.0,Full Time,18411.0,2:34,Regular Season
2023-10-10,5:30 PM,Nashville Predators,3.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:33,Regular Season
2023-10-10,10:30 PM,Seattle Kraken,1.0,Vegas Golden Knights,4.0,Full Time,18724.0,2:22,Regular Season
2023-10-11,7:30 PM,Chicago Blackhawks,1.0,Boston Bruins,3.0,Full Time,17850.0,2:29,Regular Season
2023-10-11,7:00 PM,Ottawa Senators,3.0,Carolina Hurricanes,5.0,Full Time,18893.0,2:33,Regular Season
2023-10-11,10:00 PM,Winnipeg Jets,3.0,Calgary Flames,5.0,Full Time,17414.0,2:32,Regular Season
2023-10-11,10:00 PM,Colorado Avalanche,5.0,Los Angeles Kings,2.0,Full Time,18145.0,2:37,Regular Season
2023-10-11,7:00 PM,Montreal Canadiens,5.0,Toronto Maple Leafs,6.0,Shootout,18948.0,2:46,Regular Season
2023-10-11,10:00 PM,Edmonton Oilers,1.0,Vancouver Canucks,8.0,Full Time,18706.0,2:33,Regular Season
2023-10-12,7:00 PM,New York Rangers,5.0,Buffalo Sabres,1.0,Full Time,19070.0,2:26,Regular Season
2023-10-12,7:00 PM,Philadelphia Flyers,4.0,Columbus Blue Jackets,2.0,Full Time,18614.0,2:26,Regular Season
2023-10-12,8:00 PM,St. Louis Blues,1.0,Dallas Stars,2.0,Shootout,18532.0,2:40,Regular Season
2023-10-12,8:00 PM,Florida Panthers,0.0,Minnesota Wild,2.0,Full Time,18976.0,2:37,Regular Season
2023-10-12,7:30 PM,Detroit Red Wings,3.0,New Jersey Devils,4.0,Full Time,16514.0,2:29,Regular Season
2023-10-12,8:00 PM,Seattle Kraken,0.0,Nashville Predators,3.0,Full Time,17629.0,2:21,Regular Season
2023-10-12,10:30 PM,Vegas Golden Knights,4.0,San Jose Sharks,1.0,Full Time,17435.0,2:28,Regular Season
2023-10-13,7:00 PM,Arizona Coyotes,4.0,New Jersey Devils,3.0,Shootout,16514.0,2:43,Regular Season
2023-10-13,7:30 PM,Pittsburgh Penguins,4.0,Washington Capitals,0.0,Full Time,18573.0,2:34,Regular Season
2023-10-14,7:00 PM,Nashville Predators,2.0,Boston Bruins,3.0,Full Time,17850.0,2:33,Regular Season
2023-10-14,7:00 PM,New York Rangers,3.0,Columbus Blue Jackets,5.0,Full Time,16520.0,2:34,Regular Season
2023-10-14,7:00 PM,Tampa Bay Lightning,4.0,Detroit Red Wings,6.0,Full Time,19515.0,2:28,Regular Season
2023-10-14,10:00 PM,Vancouver Canucks,4.0,Edmonton Oilers,3.0,Full Time,18347.0,2:30,Regular Season
2023-10-14,10:30 PM,Carolina Hurricanes,6.0,Los Angeles Kings,5.0,Shootout,17517.0,2:57,Regular Season
2023-10-14,7:00 PM,Chicago Blackhawks,2.0,Montreal Canadiens,3.0,Full Time,21105.0,2:26,Regular Season
2023-10-14,7:30 PM,Buffalo Sabres,2.0,New York Islanders,3.0,Full Time,17255.0,2:29,Regular Season
2023-10-14,1:00 PM,Philadelphia Flyers,2.0,Ottawa Senators,5.0,Full Time,20011.0,2:30,Regular Season
2023-10-14,7:00 PM,Calgary Flames,2.0,Pittsburgh Penguins,5.0,Full Time,17635.0,2:30,Regular Season
2023-10-14,10:00 PM,Colorado Avalanche,2.0,San Jose Sharks,1.0,Shootout,17435.0,2:46,Regular Season
2023-10-14,8:00 PM,Seattle Kraken,1.0,St. Louis Blues,2.0,Shootout,18096.0,2:33,Regular Season
2023-10-14,7:00 PM,Minnesota Wild,4.0,Toronto Maple Leafs,7.0,Full Time,18903.0,2:36,Regular Season
2023-10-14,10:00 PM,Anaheim Ducks,1.0,Vegas Golden Knights,4.0,Full Time,18033.0,2:35,Regular Season
2023-10-14,4:00 PM,Florida Panthers,4.0,Winnipeg Jets,6.0,Full Time,13410.0,2:32,Regular Season
2023-10-15,8:30 PM,Carolina Hurricanes,3.0,Anaheim Ducks,6.0,Full Time,17278.0,2:32,Regular Season
2023-10-15,7:00 PM,Tampa Bay Lightning,2.0,Ottawa Senators,5.0,Full Time,15584.0,2:27,Regular Season
2023-10-16,7:00 PM,Detroit Red Wings,4.0,Columbus Blue Jackets,0.0,Full Time,14959.0,2:25,Regular Season
2023-10-16,7:00 PM,Florida Panthers,4.0,New Jersey Devils,3.0,Full Time,15023.0,2:30,Regular Season
2023-10-16,7:00 PM,Arizona Coyotes,1.0,New York Rangers,2.0,Full Time,18006.0,2:29,Regular Season
2023-10-16,7:00 PM,Chicago Blackhawks,4.0,Toronto Maple Leafs,1.0,Full Time,19101.0,2:37,Regular Season
2023-10-16,7:00 PM,Calgary Flames,2.0,Washington Capitals,3.0,Shootout,16489.0,2:43,Regular Season
2023-10-17,7:30 PM,Tampa Bay Lightning,2.0,Buffalo Sabres,3.0,Overtime,12598.0,2:27,Regular Season
2023-10-17,7:00 PM,Minnesota Wild,5.0,Montreal Canadiens,2.0,Full Time,21105.0,2:36,Regular Season
2023-10-17,8:00 PM,Edmonton Oilers,6.0,Nashville Predators,1.0,Full Time,17216.0,2:27,Regular Season
2023-10-17,7:30 PM,Arizona Coyotes,0.0,New York Islanders,1.0,Full Time,14456.0,2:22,Regular Season
2023-10-17,6:00 PM,Vancouver Canucks,0.0,Philadelphia Flyers,2.0,Full Time,18883.0,2:28,Regular Season
2023-10-17,10:00 PM,Colorado Avalanche,4.0,Seattle Kraken,1.0,Full Time,17151.0,2:35,Regular Season
2023-10-17,10:30 PM,Carolina Hurricanes,6.0,San Jose Sharks,3.0,Full Time,10378.0,2:33,Regular Season
2023-10-17,10:30 PM,Dallas Stars,2.0,Vegas Golden Knights,3.0,Shootout,17612.0,2:47,Regular Season
2023-10-17,8:00 PM,Los Angeles Kings,5.0,Winnipeg Jets,1.0,Full Time,11226.0,2:24,Regular Season
2023-10-18,7:30 PM,Pittsburgh Penguins,3.0,Detroit Red Wings,6.0,Full Time,18895.0,2:31,Regular Season
2023-10-18,7:00 PM,Washington Capitals,1.0,Ottawa Senators,6.0,Full Time,15021.0,2:31,Regular Season
2023-10-19,10:00 PM,Dallas Stars,3.0,Anaheim Ducks,2.0,Full Time,14274.0,2:23,Regular Season
2023-10-19,7:00 PM,Calgary Flames,4.0,Buffalo Sabres,3.0,Full Time,13025.0,2:34,Regular Season
2023-10-19,10:30 PM,Chicago Blackhawks,0.0,Colorado Avalanche,4.0,Full Time,18140.0,2:24,Regular Season
2023-10-19,7:00 PM,Toronto Maple Leafs,1.0,Florida Panthers,3.0,Full Time,19288.0,2:30,Regular Season
2023-10-19,8:00 PM,Los Angeles Kings,7.0,Minnesota Wild,3.0,Full Time,18689.0,2:35,Regular Season
2023-10-19,7:00 PM,Nashville Predators,4.0,New York Rangers,1.0,Full Time,18006.0,2:24,Regular Season
2023-10-19,7:30 PM,Edmonton Oilers,1.0,Philadelphia Flyers,4.0,Full Time,17590.0,2:29,Regular Season
2023-10-19,10:00 PM,Carolina Hurricanes,4.0,Seattle Kraken,7.0,Full Time,17151.0,2:36,Regular Season
2023-10-19,10:30 PM,Boston Bruins,3.0,San Jose Sharks,1.0,Full Time,12501.0,2:30,Regular Season
2023-10-19,8:00 PM,Arizona Coyotes,6.0,St. Louis Blues,2.0,Full Time,18096.0,2:35,Regular Season
2023-10-19,7:00 PM,Vancouver Canucks,3.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:32,Regular Season
2023-10-19,8:00 PM,Vegas Golden Knights,5.0,Winnipeg Jets,3.0,Full Time,11521.0,2:18,Regular Season
2023-10-20,7:00 PM,Calgary Flames,1.0,Columbus Blue Jackets,3.0,Full Time,16276.0,2:25,Regular Season
2023-10-20,7:30 PM,New Jersey Devils,5.0,New York Islanders,4.0,Overtime,17255.0,2:33,Regular Season
2023-10-21,4:00 PM,Anaheim Ducks,1.0,Arizona Coyotes,2.0,Full Time,4600.0,2:30,Regular Season
2023-10-21,7:00 PM,New York Islanders,1.0,Buffalo Sabres,3.0,Full Time,16179.0,2:27,Regular Season
2023-10-21,8:00 PM,Vegas Golden Knights,5.0,Chicago Blackhawks,3.0,Full Time,19867.0,2:27,Regular Season
2023-10-21,9:00 PM,Carolina Hurricanes,4.0,Colorado Avalanche,6.0,Full Time,18131.0,2:32,Regular Season
2023-10-21,8:00 PM,Philadelphia Flyers,4.0,Dallas Stars,5.0,Overtime,18532.0,2:34,Regular Season
2023-10-21,10:00 PM,Winnipeg Jets,3.0,Edmonton Oilers,2.0,Overtime,18347.0,2:40,Regular Season
2023-10-21,7:00 PM,Vancouver Canucks,5.0,Florida Panthers,3.0,Full Time,16991.0,2:24,Regular Season
2023-10-21,10:30 PM,Boston Bruins,4.0,Los Angeles Kings,2.0,Full Time,18145.0,2:44,Regular Season
2023-10-21,8:00 PM,Columbus Blue Jackets,5.0,Minnesota Wild,4.0,Overtime,18479.0,2:39,Regular Season
2023-10-21,7:00 PM,Washington Capitals,2.0,Montreal Canadiens,3.0,Overtime,21105.0,2:31,Regular Season
2023-10-21,8:00 PM,San Jose Sharks,1.0,Nashville Predators,5.0,Full Time,17222.0,2:28,Regular Season
2023-10-21,1:00 PM,Detroit Red Wings,5.0,Ottawa Senators,2.0,Full Time,18834.0,2:31,Regular Season
2023-10-21,10:00 PM,New York Rangers,4.0,Seattle Kraken,1.0,Full Time,17151.0,2:38,Regular Season
2023-10-21,8:00 PM,Pittsburgh Penguins,2.0,St. Louis Blues,4.0,Full Time,18096.0,2:21,Regular Season
2023-10-21,7:00 PM,Toronto Maple Leafs,4.0,Tampa Bay Lightning,3.0,Overtime,19092.0,2:35,Regular Season
2023-10-22,8:30 PM,Boston Bruins,3.0,Anaheim Ducks,1.0,Full Time,14264.0,2:26,Regular Season
2023-10-22,5:00 PM,Calgary Flames,2.0,Detroit Red Wings,6.0,Full Time,17626.0,2:26,Regular Season
2023-10-23,7:00 PM,Montreal Canadiens,3.0,Buffalo Sabres,1.0,Full Time,13507.0,2:22,Regular Season
2023-10-24,8:30 PM,Anaheim Ducks,3.0,Columbus Blue Jackets,2.0,Overtime,16432.0,2:28,Regular Season
2023-10-24,9:45 PM,New York Rangers,3.0,Calgary Flames,1.0,Full Time,16800.0,2:25,Regular Season
2023-10-24,8:30 PM,Boston Bruins,3.0,Chicago Blackhawks,0.0,Full Time,19370.0,2:36,Regular Season
2023-10-24,8:15 PM,Seattle Kraken,5.0,Detroit Red Wings,4.0,Overtime,16894.0,2:40,Regular Season
2023-10-24,7:45 PM,San Jose Sharks,1.0,Florida Panthers,3.0,Full Time,16142.0,2:24,Regular Season
2023-10-24,10:30 PM,Arizona Coyotes,3.0,Los Angeles Kings,6.0,Full Time,17668.0,2:42,Regular Season
2023-10-24,9:00 PM,Edmonton Oilers,4.0,Minnesota Wild,7.0,Full Time,17064.0,2:30,Regular Season
2023-10-24,7:15 PM,New Jersey Devils,5.0,Montreal Canadiens,2.0,Full Time,21105.0,2:32,Regular Season
2023-10-24,9:15 PM,Vancouver Canucks,3.0,Nashville Predators,2.0,Full Time,17159.0,2:17,Regular Season
2023-10-24,8:00 PM,Colorado Avalanche,7.0,New York Islanders,4.0,Full Time,14856.0,2:31,Regular Season
2023-10-24,6:45 PM,Buffalo Sabres,6.0,Ottawa Senators,4.0,Full Time,14278.0,2:38,Regular Season
2023-10-24,7:30 PM,Dallas Stars,4.0,Pittsburgh Penguins,1.0,Full Time,17209.0,2:29,Regular Season
2023-10-24,7:00 PM,Carolina Hurricanes,0.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:27,Regular Season
2023-10-24,11:00 PM,Philadelphia Flyers,2.0,Vegas Golden Knights,3.0,Full Time,17717.0,2:31,Regular Season
2023-10-24,8:45 PM,St. Louis Blues,2.0,Winnipeg Jets,4.0,Full Time,11136.0,2:21,Regular Season
2023-10-24,6:00 PM,Toronto Maple Leafs,4.0,Washington Capitals,1.0,Full Time,16641.0,2:20,Regular Season
2023-10-25,7:30 PM,Washington Capitals,6.0,New Jersey Devils,4.0,Full Time,16117.0,2:23,Regular Season
2023-10-26,7:00 PM,Anaheim Ducks,4.0,Boston Bruins,3.0,Overtime,17850.0,2:44,Regular Season
2023-10-26,7:00 PM,Seattle Kraken,2.0,Carolina Hurricanes,3.0,Overtime,18780.0,2:38,Regular Season
2023-10-26,9:00 PM,St. Louis Blues,3.0,Calgary Flames,0.0,Full Time,16897.0,2:26,Regular Season
2023-10-26,8:00 PM,Toronto Maple Leafs,4.0,Dallas Stars,1.0,Full Time,18532.0,2:21,Regular Season
2023-10-26,7:00 PM,Winnipeg Jets,4.0,Detroit Red Wings,1.0,Full Time,17857.0,2:25,Regular Season
2023-10-26,9:00 PM,New York Rangers,3.0,Edmonton Oilers,0.0,Full Time,17939.0,2:26,Regular Season
2023-10-26,7:00 PM,Columbus Blue Jackets,3.0,Montreal Canadiens,4.0,Overtime,21105.0,2:35,Regular Season
2023-10-26,7:30 PM,Ottawa Senators,2.0,New York Islanders,3.0,Full Time,14911.0,2:37,Regular Season
2023-10-26,7:30 PM,Minnesota Wild,2.0,Philadelphia Flyers,6.0,Full Time,17144.0,2:30,Regular Season
2023-10-26,7:00 PM,Colorado Avalanche,0.0,Pittsburgh Penguins,4.0,Full Time,17154.0,2:26,Regular Season
2023-10-26,7:00 PM,San Jose Sharks,0.0,Tampa Bay Lightning,6.0,Full Time,19092.0,2:23,Regular Season
2023-10-27,10:00 PM,Los Angeles Kings,5.0,Arizona Coyotes,4.0,Full Time,4600.0,2:37,Regular Season
2023-10-27,7:00 PM,San Jose Sharks,0.0,Carolina Hurricanes,3.0,Full Time,18700.0,2:37,Regular Season
2023-10-27,7:00 PM,Buffalo Sabres,4.0,New Jersey Devils,5.0,Full Time,16514.0,2:30,Regular Season
2023-10-27,10:00 PM,St. Louis Blues,0.0,Vancouver Canucks,5.0,Full Time,18548.0,2:23,Regular Season
2023-10-27,6:00 PM,Chicago Blackhawks,4.0,Vegas Golden Knights,3.0,Overtime,18338.0,2:27,Regular Season
2023-10-27,7:00 PM,Minnesota Wild,2.0,Washington Capitals,3.0,Shootout,16602.0,2:45,Regular Season
2023-10-28,7:00 PM,Detroit Red Wings,1.0,Boston Bruins,4.0,Full Time,17850.0,2:25,Regular Season
2023-10-28,7:00 PM,New York Islanders,2.0,Columbus Blue Jackets,0.0,Full Time,15424.0,2:13,Regular Season
2023-10-28,6:00 PM,Seattle Kraken,2.0,Florida Panthers,3.0,Full Time,16780.0,2:33,Regular Season
2023-10-28,10:30 PM,Vegas Golden Knights,4.0,Los Angeles Kings,3.0,Shootout,18145.0,2:38,Regular Season
2023-10-28,7:00 PM,Winnipeg Jets,3.0,Montreal Canadiens,4.0,Shootout,21105.0,2:41,Regular Season
2023-10-28,7:00 PM,Toronto Maple Leafs,2.0,Nashville Predators,3.0,Overtime,17537.0,2:31,Regular Season
2023-10-28,1:00 PM,Anaheim Ducks,7.0,Philadelphia Flyers,4.0,Full Time,18275.0,2:33,Regular Season
2023-10-28,7:00 PM,Ottawa Senators,5.0,Pittsburgh Penguins,2.0,Full Time,17631.0,2:29,Regular Season
2023-10-28,10:00 PM,New York Rangers,4.0,Vancouver Canucks,3.0,Overtime,18483.0,2:31,Regular Season
2023-10-29,1:00 PM,Colorado Avalanche,0.0,Buffalo Sabres,4.0,Full Time,15717.0,2:25,Regular Season
2023-10-29,7:00 PM,Calgary Flames,2.0,Edmonton Oilers,5.0,Full Time,55411.0,2:37,Regular Season
2023-10-29,5:00 PM,Minnesota Wild,3.0,New Jersey Devils,4.0,Full Time,16514.0,2:25,Regular Season
2023-10-29,5:00 PM,San Jose Sharks,1.0,Washington Capitals,3.0,Full Time,15856.0,2:26,Regular Season
2023-10-30,10:00 PM,Chicago Blackhawks,1.0,Arizona Coyotes,8.0,Full Time,4600.0,2:31,Regular Season
2023-10-30,7:00 PM,Florida Panthers,2.0,Boston Bruins,3.0,Overtime,17850.0,2:36,Regular Season
2023-10-30,8:00 PM,Columbus Blue Jackets,3.0,Dallas Stars,5.0,Full Time,18532.0,2:22,Regular Season
2023-10-30,7:30 PM,Detroit Red Wings,4.0,New York Islanders,3.0,Overtime,15407.0,2:35,Regular Season
2023-10-30,7:00 PM,Carolina Hurricanes,3.0,Philadelphia Flyers,2.0,Full Time,15569.0,2:27,Regular Season
2023-10-30,7:00 PM,Anaheim Ducks,4.0,Pittsburgh Penguins,3.0,Full Time,16903.0,2:34,Regular Season
2023-10-30,7:00 PM,Seattle Kraken,4.0,Tampa Bay Lightning,3.0,Overtime,19092.0,2:30,Regular Season
2023-10-30,10:00 PM,Montreal Canadiens,2.0,Vegas Golden Knights,3.0,Shootout,17791.0,2:43,Regular Season
2023-10-30,7:30 PM,New York Rangers,3.0,Winnipeg Jets,2.0,Overtime,11898.0,2:29,Regular Season
2023-10-31,8:00 PM,Los Angeles Kings,4.0,Toronto Maple Leafs,1.0,Full Time,18531.0,2:20,Regular Season
2023-10-31,10:00 PM,Nashville Predators,2.0,Vancouver Canucks,5.0,Full Time,18413.0,2:23,Regular Season
2023-11-01,10:00 PM,Arizona Coyotes,3.0,Anaheim Ducks,4.0,Overtime,14894.0,2:37,Regular Season
2023-11-01,8:30 PM,Dallas Stars,4.0,Calgary Flames,3.0,Full Time,16786.0,2:32,Regular Season
2023-11-01,9:30 PM,St. Louis Blues,1.0,Colorado Avalanche,4.0,Full Time,18091.0,2:31,Regular Season
2023-11-01,7:00 PM,Buffalo Sabres,5.0,Philadelphia Flyers,2.0,Full Time,17279.0,2:30,Regular Season
2023-11-02,10:00 PM,Montreal Canadiens,2.0,Arizona Coyotes,3.0,Full Time,4600.0,2:33,Regular Season
2023-11-02,7:30 PM,Toronto Maple Leafs,2.0,Boston Bruins,3.0,Shootout,17850.0,2:36,Regular Season
2023-11-02,7:00 PM,Tampa Bay Lightning,2.0,Columbus Blue Jackets,4.0,Full Time,14276.0,2:32,Regular Season
2023-11-02,7:00 PM,Florida Panthers,2.0,Detroit Red Wings,0.0,Full Time,17233.0,2:27,Regular Season
2023-11-02,9:00 PM,Dallas Stars,4.0,Edmonton Oilers,3.0,Full Time,17290.0,2:32,Regular Season
2023-11-02,8:00 PM,New Jersey Devils,5.0,Minnesota Wild,3.0,Full Time,18399.0,2:24,Regular Season
2023-11-02,7:00 PM,Carolina Hurricanes,1.0,New York Rangers,2.0,Full Time,18006.0,2:31,Regular Season
2023-11-02,7:00 PM,Los Angeles Kings,3.0,Ottawa Senators,2.0,Full Time,16216.0,2:24,Regular Season
2023-11-02,10:00 PM,Nashville Predators,2.0,Seattle Kraken,4.0,Full Time,17151.0,2:24,Regular Season
2023-11-02,10:30 PM,Vancouver Canucks,10.0,San Jose Sharks,1.0,Full Time,10719.0,2:32,Regular Season
2023-11-02,10:00 PM,Winnipeg Jets,2.0,Vegas Golden Knights,5.0,Full Time,17878.0,2:27,Regular Season
2023-11-02,7:00 PM,New York Islanders,3.0,Washington Capitals,0.0,Full Time,16209.0,2:23,Regular Season
2023-11-03,7:00 PM,Philadelphia Flyers,5.0,Buffalo Sabres,1.0,Full Time,16612.0,2:12,Regular Season
2023-11-03,8:00 PM,New Jersey Devils,1.0,St. Louis Blues,4.0,Full Time,18096.0,2:24,Regular Season
2023-11-04,4:00 PM,Winnipeg Jets,5.0,Arizona Coyotes,3.0,Full Time,4600.0,2:19,Regular Season
2023-11-04,8:00 PM,Florida Panthers,2.0,Chicago Blackhawks,5.0,Full Time,18666.0,2:22,Regular Season
2023-11-04,7:00 PM,Boston Bruins,4.0,Detroit Red Wings,5.0,Full Time,18676.0,2:40,Regular Season
2023-11-04,3:00 PM,Nashville Predators,5.0,Edmonton Oilers,2.0,Full Time,18354.0,2:28,Regular Season
2023-11-04,8:00 PM,New York Rangers,4.0,Minnesota Wild,5.0,Shootout,18678.0,2:38,Regular Season
2023-11-04,7:30 PM,Carolina Hurricanes,4.0,New York Islanders,3.0,Overtime,17255.0,2:31,Regular Season
2023-11-04,7:00 PM,Tampa Bay Lightning,6.0,Ottawa Senators,4.0,Full Time,17387.0,2:36,Regular Season
2023-11-04,7:30 PM,Los Angeles Kings,5.0,Philadelphia Flyers,0.0,Full Time,18304.0,2:24,Regular Season
2023-11-04,10:00 PM,Calgary Flames,6.0,Seattle Kraken,3.0,Full Time,17151.0,2:19,Regular Season
2023-11-04,10:00 PM,Pittsburgh Penguins,10.0,San Jose Sharks,2.0,Full Time,17435.0,2:28,Regular Season
2023-11-04,7:00 PM,Montreal Canadiens,3.0,St. Louis Blues,6.0,Full Time,18096.0,2:29,Regular Season
2023-11-04,7:00 PM,Buffalo Sabres,6.0,Toronto Maple Leafs,4.0,Full Time,18902.0,2:28,Regular Season
2023-11-04,10:00 PM,Dallas Stars,0.0,Vancouver Canucks,2.0,Full Time,18895.0,2:25,Regular Season
2023-11-04,10:00 PM,Colorado Avalanche,0.0,Vegas Golden Knights,7.0,Full Time,18512.0,2:40,Regular Season
2023-11-04,7:00 PM,Columbus Blue Jackets,1.0,Washington Capitals,2.0,Full Time,18573.0,2:30,Regular Season
2023-11-05,8:00 PM,Vegas Golden Knights,2.0,Anaheim Ducks,4.0,Full Time,15720.0,2:22,Regular Season
2023-11-05,7:00 PM,New Jersey Devils,4.0,Chicago Blackhawks,2.0,Full Time,18388.0,2:31,Regular Season
2023-11-06,8:00 PM,Boston Bruins,3.0,Dallas Stars,2.0,Full Time,18532.0,2:37,Regular Season
2023-11-06,7:00 PM,Columbus Blue Jackets,4.0,Florida Panthers,5.0,Overtime,17103.0,2:27,Regular Season
2023-11-06,7:00 PM,Tampa Bay Lightning,5.0,Toronto Maple Leafs,6.0,Overtime,18445.0,2:30,Regular Season
2023-11-06,10:00 PM,Edmonton Oilers,2.0,Vancouver Canucks,6.0,Full Time,18857.0,2:44,Regular Season
2023-11-07,10:00 PM,Pittsburgh Penguins,2.0,Anaheim Ducks,0.0,Full Time,16043.0,2:32,Regular Season
2023-11-07,9:00 PM,Seattle Kraken,3.0,Arizona Coyotes,4.0,Shootout,4600.0,2:40,Regular Season
2023-11-07,7:00 PM,Buffalo Sabres,2.0,Carolina Hurricanes,3.0,Overtime,18700.0,2:25,Regular Season
2023-11-07,9:00 PM,Nashville Predators,2.0,Calgary Flames,4.0,Full Time,16975.0,2:29,Regular Season
2023-11-07,10:00 PM,New Jersey Devils,3.0,Colorado Avalanche,6.0,Full Time,18087.0,2:38,Regular Season
2023-11-07,7:00 PM,Tampa Bay Lightning,5.0,Montreal Canadiens,3.0,Full Time,21105.0,2:32,Regular Season
2023-11-07,7:30 PM,Minnesota Wild,4.0,New York Islanders,2.0,Full Time,13527.0,2:30,Regular Season
2023-11-07,7:30 PM,Detroit Red Wings,3.0,New York Rangers,5.0,Full Time,18006.0,2:25,Regular Season
2023-11-07,10:30 PM,Philadelphia Flyers,1.0,San Jose Sharks,2.0,Full Time,10074.0,2:31,Regular Season
2023-11-07,8:00 PM,Winnipeg Jets,5.0,St. Louis Blues,2.0,Full Time,18096.0,2:24,Regular Season
2023-11-08,7:00 PM,Ottawa Senators,6.0,Toronto Maple Leafs,3.0,Full Time,18372.0,2:20,Regular Season
2023-11-08,10:00 PM,Los Angeles Kings,4.0,Vegas Golden Knights,1.0,Full Time,18330.0,2:27,Regular Season
2023-11-08,7:30 PM,Florida Panthers,4.0,Washington Capitals,3.0,Overtime,16104.0,2:30,Regular Season
2023-11-09,7:00 PM,New York Islanders,2.0,Boston Bruins,5.0,Full Time,17850.0,2:24,Regular Season
2023-11-09,7:30 PM,Dallas Stars,5.0,Columbus Blue Jackets,2.0,Full Time,15253.0,2:25,Regular Season
2023-11-09,9:00 PM,Seattle Kraken,4.0,Colorado Avalanche,3.0,Full Time,18124.0,2:29,Regular Season
2023-11-09,7:00 PM,Montreal Canadiens,3.0,Detroit Red Wings,2.0,Overtime,18504.0,2:40,Regular Season
2023-11-09,10:30 PM,Pittsburgh Penguins,4.0,Los Angeles Kings,3.0,Overtime,18145.0,2:31,Regular Season
2023-11-09,7:00 PM,Minnesota Wild,1.0,New York Rangers,4.0,Full Time,18006.0,2:23,Regular Season
2023-11-09,7:00 PM,Vancouver Canucks,5.0,Ottawa Senators,2.0,Full Time,16653.0,2:22,Regular Season
2023-11-09,10:30 PM,Edmonton Oilers,2.0,San Jose Sharks,3.0,Full Time,12206.0,2:26,Regular Season
2023-11-09,8:00 PM,Arizona Coyotes,1.0,St. Louis Blues,2.0,Full Time,18096.0,2:36,Regular Season
2023-11-09,7:00 PM,Chicago Blackhawks,5.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:32,Regular Season
2023-11-09,8:00 PM,Nashville Predators,3.0,Winnipeg Jets,6.0,Full Time,12199.0,2:30,Regular Season
2023-11-10,10:00 PM,Philadelphia Flyers,6.0,Anaheim Ducks,3.0,Full Time,15550.0,2:32,Regular Season
2023-11-10,7:00 PM,Minnesota Wild,2.0,Buffalo Sabres,3.0,Full Time,17031.0,2:26,Regular Season
2023-11-10,7:00 PM,Carolina Hurricanes,2.0,Florida Panthers,5.0,Full Time,17845.0,2:33,Regular Season
2023-11-10,7:00 PM,Washington Capitals,4.0,New Jersey Devils,2.0,Full Time,16514.0,2:26,Regular Season
2023-11-10,7:00 PM,Calgary Flames,4.0,Toronto Maple Leafs,5.0,Shootout,18939.0,2:38,Regular Season
2023-11-10,10:00 PM,San Jose Sharks,0.0,Vegas Golden Knights,5.0,Full Time,18423.0,2:27,Regular Season
2023-11-11,9:00 PM,St. Louis Blues,8.0,Colorado Avalanche,2.0,Full Time,18132.0,2:34,Regular Season
2023-11-11,1:00 PM,Columbus Blue Jackets,4.0,Detroit Red Wings,5.0,Full Time,19156.0,2:27,Regular Season
2023-11-11,10:30 PM,Philadelphia Flyers,4.0,Los Angeles Kings,2.0,Full Time,18145.0,2:25,Regular Season
